ID,CRED_LIMIT,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Default,F0,F1,F2,F3,F4,F5,F6
4962,12000,0,3,2,34,-1,-1,-1,-1,-1,-1,65.2,65.2,65.2,65.2,95.2,65.2,65.2,65.2,65.2,95.2,65.2,65.2,1,0.005433333,1,1,1,1,1,1
4963,14000,1,3,2,52,0,0,0,0,0,0,21198.2,13448.6,13506.6,5730.6,5850.6,5237,555.4,350.2,193.8,200.8,187.6,224.4,0,1.514157143,0.041297979,0.025928065,0.033818448,0.034321266,0.035822036,0.404033129
4964,22000,0,2,2,26,2,0,0,0,0,2,5658,6103.2,7916.8,8716.2,9691.6,3425.8,600,2000,1000,1200,0,400,0,0.257181818,0.098309084,0.252627324,0.114728896,0.123818565,0,0.666666667
4965,60000,1,2,2,48,-2,-2,-2,-2,-2,-2,1260.2,0,483.4,94,938,0,825.2,483.4,94,938,0,3754.8,0,0.021003333,100,1,1,1,100,4.550169656
4966,52000,1,1,1,38,-2,-1,-1,-2,-2,-2,124.4,614.8,0,137.6,521,75.4,616.8,138.2,0,522.6,75.6,138.6,0,0.002392308,1.00325309,100,0,1.003071017,1.00265252,0.224708171
4967,10000,1,2,1,41,2,2,2,0,0,0,7265.8,7342.2,5683,3691.8,3215.4,2485.6,681.2,0,128,132,59.2,12,1,0.72658,0.092778731,0,0.034671434,0.041052435,0.023817187,0.017615972
4968,4000,1,2,2,24,1,2,0,0,2,0,1205,1157.2,2094.2,2308.4,2243.2,2966.8,0,1000,310,0,800,805.2,1,0.30125,0,0.477509311,0.13429215,0,0.269650802,100
4969,44000,1,1,2,30,-1,-1,-1,-1,-1,2,546.2,680.6,1198,1553.4,8546.2,6653.2,680.6,1198,1553.4,8129,0,924.4,0,0.012413636,1,1,1,0.951182982,0,1.358213341
4970,48000,0,1,2,27,0,0,0,0,-1,2,592.2,949.6,1402.6,1544.4,146.4,58.2,400,574.6,200,176.4,0,0,0,0.0123375,0.421229992,0.40966776,0.12950013,1.204918033,0,0
4971,12000,1,2,1,37,5,4,4,3,2,2,12096,11993.2,11682.2,11773.6,11046.4,11686,200.2,0,400.2,0,860.2,400,0,1.008,0.016692793,0,0.033991303,0,0.073609447,1.998001998
4972,76000,0,2,1,31,-1,-1,-1,-1,-1,-1,1349.8,1583.4,1929,2373,2626.6,940.4,1591.8,1936.6,2383.2,2638.2,943.4,1870.8,0,0.017760526,1.00530504,1.003939865,1.004298357,1.004416356,1.003190132,1.175273276
4973,6000,1,3,1,44,2,2,2,2,2,2,3921.6,4139.2,4014.2,4286.4,4340.8,4241,340,0,400,152,0,400,1,0.6536,0.082141477,0,0.093318402,0.035016587,0,1.176470588
4974,30000,0,1,2,29,-2,-2,-2,-2,-2,-2,916.6,1383.4,166.2,1293.8,1027.6,1562,1397.8,166.6,1297.6,1030.6,1566.6,1426,0,0.030553333,1.010409137,1.002406739,1.002937085,1.002919424,1.002944942,1.02017456
4975,18000,0,2,2,28,0,0,0,0,0,2,8662.8,8870.8,9074.4,9263.4,10258.4,10063.2,407.4,411,400,1182.6,0,420,0,0.481266667,0.045925959,0.045292251,0.04318069,0.115281135,0,1.030927835
4976,36000,1,2,1,34,0,0,-2,-1,0,0,5000,0,0,1279.6,3043.6,4980.2,0,0,1279.6,1800,2000,100,0,0.138888889,100,100,1,0.591404915,0.401590298,100
4977,4000,0,2,2,24,2,2,0,0,2,0,3033.2,2927.6,3116.4,3561.8,3477,3687.4,0,300,500,0,300,300,1,0.7583,0,0.096264921,0.14037846,0,0.081358139,100
4978,16000,1,3,1,41,2,2,2,2,2,2,11550.8,11251.6,12062.6,12225.8,12469.6,12238.6,0,1000,480,468.2,0,487.8,1,0.721925,0,0.082900867,0.039261234,0.037547315,0,100
4979,122000,0,2,1,30,0,0,0,0,0,0,10144.8,1744.6,1249,1417.8,1611.8,1733.2,426.8,242,400,400,333.2,300,0,0.083154098,0.244640605,0.193755004,0.282127239,0.248169748,0.192245557,0.702905342
4980,10000,0,3,1,53,1,-1,-1,0,0,-1,0,96.8,185.8,94.8,0,257.6,96.8,200,0,0,257.6,66.8,1,0,1,1.076426265,0,100,1,0.690082645
4981,26000,0,1,2,30,0,0,0,0,0,0,26141,26494.4,25915.2,25965.8,25076.4,24988.4,1300,940,1000,920,1040,900,1,1.005423077,0.049066973,0.036272149,0.038512197,0.036687882,0.041619311,0.692307692
4982,32000,0,1,2,26,0,0,0,-1,-1,-1,27046.6,26007.6,15805.4,1333.2,1333.2,1333.2,1120,743,1333.2,1333.2,1333.2,1333.2,0,0.84520625,0.043064335,0.04700925,1,1,1,1.190357143
4983,4000,0,1,2,29,0,0,2,0,0,0,2979.4,3502.4,3385.2,3473.6,3591.8,3804.6,634,0,200,200,600,0,0,0.74485,0.18101873,0,0.057577153,0.055682388,0.157703832,0
4984,10000,1,2,2,56,0,0,0,0,0,0,9412,9696.2,9901,3522.4,3892.2,3732,436,440.8,131.2,431.8,135.6,170.2,0,0.9412,0.044966069,0.044520755,0.037247331,0.110939828,0.036334405,0.390366972
4985,6000,1,2,1,46,1,2,2,2,2,2,5576.4,5787.4,6025.6,6109.6,6265.2,6137.6,360,396,240,280,0,160,1,0.9294,0.062204099,0.065719596,0.039282441,0.044691311,0,0.444444444
4986,32000,0,2,1,45,1,2,2,2,2,2,2313.8,2218.4,2580,2479.2,2738.4,2664.6,0,400,0,300,0,400,0,0.07230625,0,0.15503876,0,0.109553024,0,100
4987,82000,0,1,1,33,-1,-1,-1,-2,-1,-1,648.8,1667.8,0,0,351.8,524.8,1667.8,0,0,351.8,524.8,0,0,0.007912195,1,100,100,1,1,0
4988,64000,1,1,2,30,0,0,-1,-1,-1,-1,1628.8,1564.8,1500,1500,1500,1500,1500,1500,1500,1500,1500,8512.4,0,0.02545,0.958588957,1,1,1,1,5.674933333
4989,22000,0,2,2,29,0,0,0,0,0,0,21444.2,21898.8,22390.8,22354.2,22340.6,22372.8,800,860,832.8,900,840,1000,0,0.974736364,0.036531682,0.038408632,0.037254744,0.0402854,0.037545591,1.25
4990,106000,1,3,1,50,0,0,0,0,0,0,43976.8,44705.2,41318.6,55169.4,32631.4,32967.6,2000,2000,2000,1400,1400,1000,0,0.414875472,0.044737525,0.048404351,0.03625198,0.042903461,0.042465936,0.5
4991,16000,1,2,2,40,0,0,0,0,0,0,9396.4,7747.6,6384.6,5177,4039,3898.8,345.6,282.2,201.8,121,402.4,41.8,1,0.587275,0.044607362,0.044200107,0.038980104,0.02995791,0.103211244,0.120949074
4992,100000,0,2,1,58,-1,-1,-1,-1,-1,-1,820.2,2215.2,766.8,-150.8,1255.2,3374.2,2231,804.8,150.8,1406,3410,1212.6,0,0.008202,1.007132539,1.049556599,-1,1.120140217,1.010609922,0.543523084
4993,54000,1,3,2,30,1,-1,-1,-1,-1,-1,0,580,400,400,0,951.8,580,400,400,0,951.8,0,0,0,1,1,1,100,1,0
4994,4000,1,2,2,26,2,2,0,0,0,0,3473.6,3360.2,3557.8,3483.8,3525.6,3625,0,256.2,154.2,128,158,152.2,0,0.8684,0,0.072010793,0.044262013,0.036305877,0.043586207,100
4995,2000,0,2,2,44,1,2,2,0,0,0,1379.6,1528.4,1076.2,758.2,758.2,0,203.8,0,0,0,0,0,0,0.6898,0.133342057,0,0,0,100,0
4996,64000,1,2,1,36,0,0,0,0,0,0,812.4,1028.6,1197.6,1397.6,1597.6,0,231,200,200,200,0,500,0,0.01269375,0.224577095,0.167000668,0.143102461,0.125187782,100,2.164502165
4997,38000,1,1,1,33,0,0,-1,-1,-1,-1,8548,9209.2,2145,316.4,-9.2,810.8,2000,2200,2267.2,0,820,1500,0,0.224947368,0.21717413,1.025641026,7.165613148,0,1.011346818,0.75
4998,36000,0,2,2,30,0,0,0,0,0,0,29112.6,29469.6,28709.6,26681.6,27296.2,28001.6,2007,1019.2,1000,1040,1204.8,1003,0,0.808683333,0.06810408,0.03550032,0.037479012,0.038100541,0.043026113,0.499750872
4999,72000,1,1,2,33,-1,-1,-1,-2,-2,-2,179.6,2314.6,0,0,0,0,2314.6,0,0,0,0,1028,0,0.002494444,1,100,100,100,100,0.444137216
5000,30000,0,2,1,30,1,2,-1,-1,0,0,8099.2,776,275.4,801.4,1548.4,2275.2,200,1000,1192,1000,1000,200,0,0.269973333,0.257731959,3.631082062,1.487397055,0.645827951,0.4395218,1
5001,10000,0,2,2,39,1,2,2,2,2,2,7993.2,7516.8,7684.6,7442.4,7863.8,7216.4,0,600,0,601.4,1.4,623.8,0,0.79932,0,0.078078234,0,0.076477021,0.000194003,100
5002,10000,0,3,1,51,0,0,0,0,0,0,8451.4,8848.6,12820.8,6681.2,6820.8,6973.8,600,500,397,232.6,251.2,263.2,0,0.84514,0.067807337,0.038999126,0.059420463,0.034101572,0.036020534,0.438666667
5003,68000,1,2,2,30,0,0,0,0,-1,-1,9532.8,7638.4,7846.8,4192,72,72,400,400,600,72,72,9077,0,0.140188235,0.052366988,0.050976194,0.143129771,1,1,22.6925
5004,46000,1,1,2,42,-1,-1,-1,-1,-1,2,65.2,65.2,65.2,291.6,190.4,95.2,65.2,65.2,291.6,190.4,0,65.2,0,0.001417391,1,1,1,1,0,1
5005,24000,1,1,2,31,-1,-1,-1,-1,-1,-1,128.6,117.2,732,1150.8,1133.2,1133.2,117.2,732,1150.8,1133.2,1133.2,1249.2,0,0.005358333,1,1,1,1,1,10.65870307
5006,6000,0,1,2,34,1,2,2,2,2,0,5384.2,5561.8,4331.6,4558.8,4457.8,4583.2,340,0,360,0,200,200,0,0.897366667,0.061131288,0,0.07896815,0,0.043637633,0.588235294
5007,48000,1,2,1,32,1,-2,-1,-1,-1,-1,0,0,98.6,-1,114.8,701.8,0,98.6,0,115.8,701.8,239.6,0,0,100,1,0,1.008710801,1,100
5008,42000,0,1,2,30,0,0,2,0,0,0,19868.4,19901.2,20023.4,20242.4,20239.4,20635,980,820,720,900,800,780,0,0.473057143,0.049243262,0.040952086,0.035568905,0.044467721,0.038769082,0.795918367
5009,4000,0,3,2,24,1,2,0,0,0,0,3446.2,3179.4,3246.4,3311,3220.8,3211,0,260,114.6,115.2,120,380,0,0.86155,0,0.080088714,0.0346119,0.035767511,0.037371535,100
5010,22000,1,1,2,25,1,2,-1,-1,0,0,876.4,394.4,285.2,1132,1132,0,1,285.2,1132,0,0,0,0,0.039836364,0.002535497,1,1,0,100,0
5011,26000,0,2,1,39,0,0,0,0,0,0,17602.8,17790.2,18134.4,17850.4,18223.6,19021,649,643.4,635.4,657.2,840,500,0,0.677030769,0.036480759,0.035479531,0.035595841,0.036063127,0.044161716,0.770416025
5012,16000,1,2,1,28,0,0,0,0,0,0,15571.4,16000.4,16404,14780.8,15111.6,15455.8,800,800,600,600,600,600,0,0.9732125,0.04999875,0.048768593,0.040593202,0.039704598,0.038820378,0.75
5013,2000,0,1,1,38,-1,-1,2,0,0,2,942.2,1923.4,1861.4,1933,2094,2033.8,1000,0,100,220,0,200,1,0.4711,0.519912655,0,0.051733057,0.105062082,0,0.2
5014,36000,0,2,1,37,-1,-1,-1,-1,-1,-1,1096,2366.8,3476,1665.8,4081.2,1954.4,2370,3510.4,1666.6,4081.2,1954.4,1863,0,0.030444444,1.001352037,1.009896433,1.00048025,1,1,0.786075949
5015,56000,1,2,2,29,0,0,0,0,0,0,28177.6,28749.2,11101.2,11348.2,11596.6,11837,1008,600,400,400,400,600,0,0.503171429,0.035061845,0.054048211,0.035247881,0.034492869,0.033792346,0.595238095
5016,52000,0,2,1,42,3,3,2,2,0,0,43104.2,42139,42751.6,41764.2,42616.6,43468,0,1600,0,1560,1560,1660,1,0.828926923,0,0.0374255,0,0.036605454,0.03588847,100
5017,6000,0,2,1,40,1,2,0,0,-1,-1,3105.2,2984.6,2187.2,2287.2,304,0,0,200,100,304,0,0,0,0.517533333,0,0.091441112,0.043721581,1,100,100
5018,10000,1,2,1,29,-2,-2,-1,-1,-1,-1,4304.6,296.2,3953.2,3932.2,3348,2654.4,3901,4101.8,302.6,303,307.8,4043.4,0,0.43046,13.1701553,1.037589801,0.076954377,0.090501792,0.115958409,1.036503461
5019,32000,0,3,2,38,0,0,0,0,0,0,9453.8,9137.6,9538,9742.4,9905,10077.8,553.4,553.8,358.2,385.6,392,292.2,0,0.29543125,0.060562949,0.058062487,0.036767121,0.038929833,0.038897378,0.528008674
5020,4000,0,2,2,26,1,-1,-1,0,0,0,0,26.4,2013.4,2028.8,2080,0,26.4,2040,108,120,200,0,0,0,1,1.013211483,0.053233438,0.057692308,100,0
5021,56000,0,1,1,42,0,-1,-1,0,0,0,3791.6,528,36450.2,34784.4,32110.6,29424.8,535.2,37914,1216.8,1159.6,925.4,717.8,0,0.067707143,1.013636364,1.040158902,0.034981198,0.036112686,0.031449662,1.341180867
5022,60000,1,1,2,43,1,-2,-2,-1,-1,-2,270.4,476,0,194,0,17.8,476,0,194,0,17.8,0,0,0.004506667,1,100,1,100,1,0
5023,46000,0,2,1,31,0,0,2,0,-1,-1,12105.6,9807.2,6245.2,3113.6,2000,0,1000,0,1000,2000,0,2000,0,0.263165217,0.101965903,0,0.321171634,1,100,2
5024,12000,0,3,2,27,0,0,0,0,0,0,7434,7383.6,2032.6,2138.4,3061.4,3967.6,400,600,200,1000,1000,200,0,0.6195,0.054174116,0.295188429,0.093527871,0.326647939,0.252041536,0.5
5025,12000,0,2,2,43,1,-2,-1,-1,-2,-2,0,0,156,0,0,0,0,156,0,0,0,0,0,0,100,1,100,100,100,100
5026,20000,1,2,2,25,2,0,0,0,0,0,17684,17941,18388.6,14240.2,13960.8,14217.6,720,800,500,540,520,520,1,0.8842,0.040131542,0.043505215,0.035111866,0.038679732,0.036574387,0.722222222
5027,6000,1,2,1,45,0,0,0,0,0,0,3433.2,3715.6,4052,4125.2,4228.4,4358,400,400,200,200,200,300,0,0.5722,0.107654215,0.098716683,0.048482498,0.047299215,0.045892611,0.75
5028,6000,0,1,3,27,0,0,0,0,0,0,5021.4,5262.4,5620.4,5815.6,5840.2,4824.4,400,600,400,200,300,200,0,0.8369,0.076010946,0.106753968,0.068780521,0.034245403,0.062183899,0.5
5029,26000,0,2,2,25,0,0,0,0,-1,0,25290.8,25635.8,15105,15372.4,1226.2,5423.4,850.4,600,307.4,2000,4260,130.2,0,0.972723077,0.033172361,0.039721946,0.019996878,1.631055293,0.78548512,0.153104421
5030,24000,0,2,2,29,0,0,0,0,0,0,12019.6,10182,8988.6,7435.2,7649,5736.4,400,300,300,300,300,300,0,0.500816667,0.039285013,0.033375609,0.040348612,0.039220813,0.052297608,0.75
5031,4000,1,2,2,23,0,0,0,0,0,-1,3554.4,3811.6,3936.2,3901.4,2931.2,151.2,375.4,300,100,0,151.2,4750,0,0.8886,0.098488824,0.076215639,0.025631824,0,1,12.65316995
5032,6000,1,2,2,24,2,2,2,0,0,0,5226.6,5785.2,5633.4,5713.6,5803.8,6086,705.2,0,233.6,212,380,0,0,0.8711,0.121897255,0,0.040884906,0.036527792,0.062438383,0
5033,14000,1,2,2,23,0,0,0,0,0,0,13005.2,5909.8,5941,5802.4,5671,3315.8,800,319,155,200,120,400,0,0.928942857,0.135368371,0.053694664,0.026713084,0.035267149,0.036190361,0.5
5034,16000,1,2,2,23,0,0,0,-1,-1,0,1217,945.6,1150,272.2,280.4,382.2,225.6,230,272.2,280.4,200,68.8,0,0.0760625,0.23857868,0.2,1,1,0.523286238,0.304964539
5035,20000,0,2,2,50,0,0,0,0,0,0,20893.2,19274,16258.6,13287,12995,13390.2,800,600,600,600,600,600,0,1.04466,0.041506693,0.036903546,0.04515692,0.046171604,0.04480889,0.75
5036,114000,0,1,2,31,0,0,0,0,0,-1,5355,5750.6,9694.8,8475.4,8260.4,333.2,3000.8,5000,260.4,200,333.2,755.6,0,0.046973684,0.52182381,0.515740397,0.030724214,0.024211903,1,0.25179952
5037,10000,1,2,2,25,1,-1,-1,-1,-1,-1,0,174,118,740,399.8,1460,174,118,740,399.8,1460,3424,0,0,1,1,1,1,1,19.67816092
5038,62000,1,1,2,39,0,0,0,0,0,0,60100,53153.2,49091.6,49887,48104.2,49305,2205.4,2100,2800,2000,2000,2000,0,0.969354839,0.041491387,0.042777176,0.056126847,0.041576411,0.040563837,0.906864968
5039,28000,0,1,2,27,0,0,0,2,0,0,3896.8,4022.8,3321.2,1921.8,1085.8,1952.6,400,2012.6,0,400,1000,1000,1,0.139171429,0.099433231,0.605985788,0,0.368391969,0.512137663,2.5
5040,60000,1,2,2,26,0,-1,-1,-1,0,0,2268.4,1934,523,2034,1440,1440,1934,523,2034,0,0,181.6,1,0.037806667,1,1,1,0,0,0.093898656
5041,60000,1,1,2,26,0,0,0,0,0,0,59237.2,58181.2,55012.2,50097.6,50071.4,49998,4001.2,1800,2000,1800,2000,1600,0,0.987286667,0.068771356,0.032720015,0.039922072,0.035948665,0.0400016,0.399880036
5042,28000,0,2,2,55,0,0,0,0,0,0,32490.4,32811,28260.2,19823,20319.4,20258,1000,28000,800,800,800,800,0,1.160371429,0.030477584,0.990792705,0.040357161,0.039371241,0.039490572,0.8
5043,40000,0,1,1,46,1,2,2,2,2,2,14707.4,14359.2,16090.6,11651.4,19436,19106.2,0,2000,0,8000,0,3000,1,0.367685,0,0.124296173,0,0.411607327,0,100
5044,46000,1,3,1,31,0,0,0,0,0,0,36888.8,36586.6,35681.8,35018.2,34360,33695.2,1403.2,1100,1025,1006.2,993.8,1014.2,0,0.801930435,0.03835284,0.030828041,0.029270494,0.029284051,0.029493815,0.722776511
5045,40000,0,1,1,36,0,0,2,2,2,0,469.2,960.4,915.8,1168,1120.6,1270.4,500,0,300,0,200,200,1,0.01173,0.52061641,0,0.256849315,0,0.15743073,0.4
5046,44000,0,1,2,29,0,0,0,0,0,0,43219.2,37913.2,36767.6,31579.6,32972,33658.8,2022,2400,1170.4,2000,1322,1167.2,0,0.982254545,0.053332349,0.065274862,0.037061901,0.060657528,0.039276504,0.577250247
5047,12000,0,3,2,25,0,0,0,0,0,0,11963.4,9574.4,7721,5636.8,5772.4,5832.2,600,400,300,300,260,400,0,0.99695,0.062667112,0.051806761,0.053221686,0.05197145,0.04458009,0.666666667
5048,78000,1,2,1,43,2,2,2,0,0,0,15731.6,12030.4,8047.6,8273.2,7557.6,3805,902.8,0,305.6,0,200,714.8,1,0.201687179,0.075043224,0,0.036938549,0,0.052562418,0.791758972
5049,16000,0,1,1,60,0,0,0,0,-2,-2,10663,9548,10020,0,0,0,660,1253.4,0,0,0,837.8,0,0.6664375,0.069124424,0.12508982,100,100,100,1.269393939
5050,72000,0,2,1,34,0,0,0,0,0,0,6316,6523.6,6722,6856.2,6988.8,7099.6,309.8,308.2,242.4,240,200,200,0,0.087722222,0.047489116,0.04584945,0.035354861,0.034340659,0.028170601,0.645577792
5051,4000,1,2,2,21,0,0,0,0,0,0,3754,3682,3764.2,3861.4,3852,4005.6,280,240,200,1200,200,1000,0,0.9385,0.076045627,0.063758568,0.051794686,0.31152648,0.049930098,3.571428571
5052,18000,1,1,2,23,-1,-1,-1,0,0,0,63.2,613.2,766.4,1238.8,1175.6,63.2,613.2,766.4,1175.6,0,0,663.2,0,0.003511111,1,1,0.948982887,0,0,1.081539465
5053,6000,1,1,1,33,0,0,0,0,0,0,5545.8,5627.6,5657,5692.6,5860.6,5953.2,300,300,300,260,220,206.4,0,0.9243,0.053308693,0.053031642,0.052699996,0.044364058,0.036954915,0.688
5054,78000,0,1,2,47,1,-1,-1,-2,-1,-1,0,752,0,0,24.6,0,752,0,0,24.6,0,0,0,0,1,100,100,1,100,0
5055,2000,1,2,2,32,0,0,0,0,0,0,1892.6,1867.6,2014.6,2011.8,1952,2009.6,233,240,80,104,120,100,0,0.9463,0.124759049,0.119130348,0.039765384,0.053278689,0.059713376,0.429184549
5056,30000,1,1,1,32,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100
5057,8000,1,2,2,27,0,0,0,0,0,0,5801.8,6836.6,7121.2,7403.6,7436.8,7613.2,1800,400,400,269.8,300,300,0,0.725225,0.263288769,0.056170308,0.05402777,0.036279045,0.039405244,0.166666667
5058,10000,1,2,1,41,0,0,0,0,0,0,9393,8542.6,6762.4,4096.6,3881.8,3863.6,330,263.4,139.6,138.6,200,109,0,0.9393,0.038629925,0.038950668,0.034077039,0.035705085,0.051765193,0.33030303
5059,2000,0,2,2,23,0,0,2,0,0,2,1577.2,1817,1556.8,1709.4,1781.4,1368.8,300,200,200,120,40,100,1,0.7886,0.16510732,0.128468654,0.117000117,0.067362748,0.029222677,0.333333333
5060,62000,1,2,2,26,0,0,0,0,0,0,8120.8,8585.2,8841.8,9094.4,9347.8,9579,600,400,400,400,400,200,0,0.130980645,0.069887714,0.045239657,0.04398311,0.042790817,0.041758012,0.333333333
5061,30000,1,1,1,37,-1,-1,-1,0,0,-1,957.4,209.2,68.8,258.2,238.6,382.8,210.8,68.8,238.6,0,600,0,0,0.031913333,1.007648184,1,0.924089853,0,1.567398119,0
5062,10000,0,3,1,48,0,0,0,0,0,0,2367.8,2648,2803,2858.6,2952.6,2993.6,320,260,102.2,140,120,160,1,0.23678,0.120845921,0.09275776,0.035751767,0.047415837,0.040085516,0.5
5063,50000,1,1,2,30,0,0,2,0,0,2,15449,16965.6,16445.6,16623.2,17598,17312.8,1744.4,0,602,1249.8,0,642.4,0,0.30898,0.102819824,0,0.036214447,0.071019434,0,0.36826416
5064,6000,0,1,1,32,0,0,0,0,0,0,4508.2,3924.6,4121.2,4138.6,4226.8,4487,267.6,264.2,145.4,152.2,500,360,1,0.751366667,0.068185293,0.064107541,0.035132654,0.036008328,0.111433029,1.34529148
5065,6000,1,3,1,50,2,2,2,2,2,2,6123,5738.2,6094.8,5493.6,5162.6,5050.2,0,603.4,2.4,600,0,800,1,1.0205,0,0.099002428,0.000436872,0.116220509,0,100
5066,4000,1,2,1,44,8,7,6,5,4,3,3388.4,3344.2,3238.6,3289,3124.8,3019.2,0,0,156,0,0,0,1,0.8471,0,0,0.04743083,0,0,100
5067,60000,0,1,1,45,-1,-1,-1,-1,-1,-1,199.8,-1466.8,1666.6,1333.2,1666.6,1666.6,0,4800,1333.2,2000,1666.6,3089.8,1,0.00333,0,2.880115205,1,1.200048002,1,100
5068,18000,0,2,1,28,0,0,-2,-2,-2,-2,1116,0,0,0,0,0,0,0,0,0,0,155.2,0,0.062,100,100,100,100,100,100
5069,6000,0,2,2,24,0,0,0,-1,-1,2,5012.6,4455,0,103.4,5084,4972.6,309,0,303.4,5084,0,196,0,0.835433333,0.069360269,100,2.934235977,1,0,0.634304207
5070,36000,1,2,2,29,0,0,0,2,2,0,20106.8,20594.2,21646.4,21725.6,18883.2,35624,1072.8,1726.6,720,0,740,1920.6,0,0.558522222,0.052092337,0.079763841,0.033140627,0,0.020772513,1.790268456
5071,14000,1,2,2,26,0,0,0,0,0,-1,10136,10251.2,9478.8,1575.8,-388,5509,400,300,0,0,6000,131.2,0,0.724,0.039019822,0.031649576,0,0,1.089126883,0.328
5072,46000,1,2,2,29,-2,-2,-2,-2,-1,2,0,0,0,0,200.8,170.8,0,0,0,200.8,0,1036.6,0,0,100,100,100,1,0,100
5073,38000,1,3,1,41,-1,-1,-1,-1,-1,-1,533,-7,705.4,773.8,893.6,-2.4,0,712.4,773.8,893.6,2.4,910,0,0.014026316,0,1.009923448,1,1,-1,100
5074,16000,1,1,1,29,-2,-2,-2,-2,-2,-2,845,4000,2311.2,0,0,0,4000,2311.2,0,0,0,0,0,0.0528125,1,1,100,100,100,0
5075,60000,1,2,1,34,0,0,0,0,0,0,17223.2,16744.8,16144.2,15987.8,11717.2,2914,778.8,556.6,715,321,304,0,0,0.287053333,0.046509961,0.034476778,0.0447216,0.027395624,0.104323953,0
5076,68000,0,2,1,31,0,0,0,0,0,0,12619.6,12883.4,13150.4,13927.8,16011.4,16742.6,467.6,481.2,1000,2322,1000,594.2,1,0.185582353,0.036294767,0.036592043,0.071798848,0.145021672,0.05972788,1.270744226
5077,96000,1,1,2,57,-1,-1,-2,-1,-1,-1,1413.2,465.6,855.8,4994.6,15347.6,5021.6,1275.6,1019.2,5034.6,5179.2,5021.6,5000,0,0.014720833,2.739690722,1.190932461,1.008008649,0.337459929,1,3.919724051
5078,12000,1,1,1,25,0,0,0,0,0,0,9115,8660.6,5422.6,3916.4,3821.8,3447.2,286.4,2255.8,392,200,126.6,105.4,0,0.759583333,0.033069302,0.415999705,0.100091921,0.052331362,0.036725458,0.36801676
5079,4000,0,2,1,53,0,0,2,2,-2,-1,3929.2,4015.4,3892.4,0,0,30,600,6,0,0,30,170,0,0.9823,0.149424715,0.001541465,100,100,1,0.283333333
5080,22000,1,3,2,46,0,0,0,0,0,0,9169.2,9420.8,9665,0,9892.2,9687.6,400,400,400,0,400,400,0,0.416781818,0.042459239,0.041386446,100,0,0.041289896,1
5081,94000,1,2,2,32,0,0,0,0,0,0,98285.6,97728.4,97076.4,72191.8,67718.4,24747.4,60000,3187.4,2378.2,24000,1276,50000,1,1.045591489,0.613946407,0.032833933,0.0329428,0.354408846,0.051560972,0.833333333
5082,26000,0,1,2,30,0,0,0,0,0,0,3351.4,4296.2,4477.8,4507,4847.2,4049.2,1000,319.6,148.8,400,148.8,600,0,0.1289,0.232763838,0.071374336,0.03301531,0.082521868,0.036748,0.6
5083,16000,0,1,1,46,0,0,0,0,0,0,15772.2,15543.8,9192.2,5907.4,5951.6,6030.6,487,292.6,207.8,213.6,253.4,200,0,0.9857625,0.03133082,0.031831335,0.03517622,0.035889509,0.042019036,0.410677618
5084,24000,1,2,1,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100
5085,80000,0,2,1,42,0,0,0,0,0,0,57342,56150.4,56924.8,47435.2,42268.4,41686.4,2202.2,1963.2,1600,1564.8,1740,1300,0,0.716775,0.039219667,0.034487605,0.033730226,0.037020564,0.041740232,0.590318772
5086,30000,0,3,1,43,0,0,0,0,0,0,30159.4,10501.8,10136.6,9320.4,8119.8,7438.4,601.6,402.8,319.8,402.8,403.6,208.2,0,1.005313333,0.057285418,0.03973719,0.034311832,0.049607133,0.05425898,0.346077128
5087,128000,1,3,2,34,0,0,0,0,0,-1,21084.6,26727.4,23674.4,6785.8,15961.4,3910.4,10328.8,6058.2,8.2,14025.6,3915.2,38802.8,0,0.164723438,0.38644986,0.255896665,0.001208406,0.878719912,1.001227496,3.756757803
5088,14000,1,1,2,26,1,2,2,2,2,2,5621.2,6089.4,5931.8,6353.4,6224.8,7102.2,620,0,520,0,1020,280,1,0.401514286,0.101816271,0,0.081845941,0,0.143617471,0.451612903
5089,20000,1,1,2,24,-1,3,2,-1,-1,-1,266.2,265.2,130.4,65.2,65.2,95.2,0,0,65.2,65.2,95.2,65.2,0,0.01331,0,0,1,1,1,100
5090,16000,1,3,1,42,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100
5091,42000,1,1,2,31,0,0,0,0,0,0,8033.4,8303.6,8604.6,8801,9058.8,9277.4,400,500,400,400,400,400,0,0.191271429,0.048171877,0.058108454,0.045449381,0.044155959,0.043115528,1
5092,10000,1,1,2,25,-1,-1,2,-1,-1,-2,2714.4,3596.6,3118,2122,0,0,1000,40,2122,0,0,0,0,0.27144,0.278040371,0.012828736,1,100,100,0
