ID,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
5411,-1,-1,2,2,2,-1,1911.2,1286.8,1082.6,1168.2,1043,1734.2,600,0,1000,0,1734.2,1400
5412,2,2,2,2,3,2,5201.6,5418.2,5529.6,5859.4,5708.8,5825,360,260,480,0,240,500
5413,2,0,0,0,0,2,15498,16040.8,15930,16267.6,16287.6,16191.8,1000,800,800.6,2600,703,0
5414,0,0,0,0,0,0,11819.6,4620,3541.6,2029.6,1856.8,448.2,278.4,200,40.6,37.2,69.4,3594.2
5415,-1,-1,-1,-1,-1,-1,263.8,786.8,79.8,138,118,0,788.2,79.8,138,118,0,385.2
5416,0,0,0,0,0,0,1406.4,2848.8,2813,3232.2,2221.2,2500,2500,600,800,400,400,1000
5417,0,0,0,0,0,0,16052,16423.2,16059.8,16283.2,16323.4,16321.4,750,704,613.8,654.2,652.4,647.4
5418,1,2,0,-1,0,0,7869.4,6940.4,6964.4,3144.4,3293.4,3507.4,240,200,3600,200,300,200
5419,-1,-1,-1,-1,-1,-1,66,66,66,66,66,189.4,66,66,66,66,189.4,477.8
5420,0,0,0,0,0,0,15607.6,12635.2,10561.4,6839.8,6412.2,4736.4,1000,2023.2,1000,1200,600,1400
5421,-1,0,0,0,0,-1,21851.2,3026.8,1012.6,203.8,2917,1074,3000,973.4,160.6,2887.2,1079.2,175
5422,0,0,0,0,0,0,9782,10034.2,10247.6,10439.2,10749.4,9539,410,420,400,400,420,300
5423,0,0,0,0,0,0,5436.2,5369.8,5518.8,5631.4,5744.6,5611.8,400,300,200,200,200,200
5424,0,0,0,0,0,0,23821.8,23833.2,24332.2,24448.8,23907.2,21842,1200,1200,1000,840,772.4,777.4
5425,-1,-1,-1,0,0,-1,78,78,156,78,0,156,78,156,0,0,156,0
5426,0,0,0,0,2,0,3357.4,3582.4,3741.2,4017.2,3926.4,4032,340,280,336.8,0,200,170
5427,0,0,0,0,0,0,1769.4,2040.4,2245.4,2229,2276.2,2438.2,300,300,80,83.2,200.4,0
5428,-1,-1,0,0,0,-1,1312.8,266.6,4212.8,3993.8,115.6,7030.4,266.8,4200.6,85.6,2.4,7030.4,178.4
5429,0,0,0,0,0,0,2852.4,3204.8,3548.8,3888,4617.8,4939,400,400,400,800,400,400
5430,2,0,0,2,0,0,37147.6,37552.8,20105.2,18981.8,18960.8,18801.4,1552.4,1540,0,709,677.2,715
5431,-2,-2,-2,-2,-2,-2,569.2,418.4,925.8,601.4,1165.4,223.6,418.4,926.2,601.4,1165.4,240,206
5432,0,0,0,0,0,0,9778,8730.2,6871.6,6997.2,7154,7324.4,400,360,300,300,320,300
5433,-1,-1,-1,-1,-1,-1,331,294.6,78,78,108,30,294.6,78,78,108,30,756
5434,-1,-1,2,-1,-1,2,63.2,126.4,63.2,156.4,156.4,63.2,126.4,0,156.4,63.2,0,126.4
5435,0,0,0,0,0,0,1984.6,1017.6,1125,885.6,1018.4,1137,240,413,200,414,400,2065.4
5436,2,2,2,2,4,3,3117.2,3329.8,3218,4129.6,3951.8,3832,321.8,0,1029.6,0,0,0
5437,2,0,0,0,0,0,59333,60172.2,52714.2,50439.4,45311,41328.4,2300,1800,1600,1400,1500,1201.2
5438,-1,-1,-2,-2,-2,-2,70,0,0,0,0,0,0,0,0,0,0,0
5439,0,0,0,0,0,0,2830.8,3035.8,3238.2,3302.4,3371.6,3438.6,251.6,254,118.2,122.4,123,127.4
5440,-1,-1,-1,-1,-1,-1,1640,500,1500,2295.6,1416,330.2,500,1500,2295.6,1416,330.2,8720
5441,1,2,3,2,0,0,9712,10409.4,10119.4,4075.6,3668.8,3923.6,914,0,0,400,400,68.2
5442,0,0,0,0,0,-1,3271,3612.6,3615.4,2822.6,1409.8,405.2,600,400,600,30,405.2,205.2
5443,0,0,0,0,0,0,26898.4,27621.4,17847.6,9935.4,19405.6,19842.8,1200,1400,440,9700,720,700
5444,0,0,0,0,0,0,11628.6,12044.2,10027,3910.6,2379.2,3048.2,608.8,224.6,1510.6,94.8,717.2,61
5445,-2,-2,-2,-2,-2,-2,39744.8,40100,0,0,0,0,900,0,0,0,0,0
5446,-1,-1,-1,-1,-1,-1,5767,2919.2,2141,680,1282,1095.8,2919.2,2141,680,1282,1095.8,824
5447,0,0,2,3,2,0,1201,1778.2,1877.8,1822.2,1767.4,1627,600,160,0,0,100,100
5448,1,2,0,0,0,0,11013.2,10722.4,10944,11161.6,11395.2,11621.6,0,400,399.6,413.6,415.8,431
5449,-1,-1,-1,0,0,-1,167.2,167.2,323.2,156,78,108,167.2,323.2,0,0,108,78
5450,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
5451,0,0,0,0,0,-2,2245.6,2362.8,1048,80,0,0,220.8,280,0,0,0,0
5452,2,2,2,0,0,0,2072,2667.2,2661.4,2726.6,3010.8,3301,693.4,97.2,109,327.8,340,300.8
5453,0,-1,-1,0,-1,-1,1721.2,771.2,2599.2,1757.6,3020.8,3352.8,771.2,2600,0,3020.8,3352.8,1823.6
5454,-2,-2,-1,-1,0,0,11282.4,9198,16810,34585,28008,19046,2006.8,10004.8,20021.6,986.6,2022.8,402.8
5455,1,2,0,0,2,2,225.8,222.2,637.2,1305.4,665.6,6633.2,0,600,668.2,0,6000,0
5456,0,0,0,0,-2,-2,1627,2524.2,3597.4,-19.8,-19.8,-19.8,1000,3000,0,0,0,2710
5457,0,0,0,0,0,2,5578.4,5887.6,6524,6654.8,7146.4,7001.6,400,800,239.4,600,0,280
5458,1,2,2,0,0,-1,3742,3826.4,3681.8,2860.2,2874.6,254,280,6,200,200,254,2097.8
5459,1,2,2,-1,-1,2,5454,4920,0,2039,4846.4,4400,0,0,2039,4846.4,0,0
5460,0,0,-1,0,0,-1,6149.8,10037,668.4,257.4,0,779.8,4000,668.4,0,0,779.8,469.2
5461,0,0,0,0,0,0,12743,12440.2,11225,9822.8,9512.6,9165.8,600.4,440,340,360,340,300
5462,0,0,0,0,0,0,64900.6,64852.4,64620.2,59392.4,16923,53519.2,3126.6,3945,2618.2,1013.2,39165.8,4045
5463,0,0,0,3,2,2,6860.2,7090,7891,7712.8,7568.4,8068.4,340,926,0,0,621,0
5464,1,2,2,0,0,-1,13613.6,14055.2,13608.8,6811.8,4056.8,6235.8,780,0,2090.4,1295,10235.8,1552
5465,-2,-2,-2,-2,-2,-2,221.2,439.8,599.4,147,220.8,0,241.6,201.2,10000,220.8,0,0
5466,0,0,-1,-1,-1,-1,3826,2000,1600,0,2000,0,200,1600,400,2000,0,0
5467,0,0,-2,-2,-2,-2,4130,0,0,0,0,0,0,0,0,0,0,600
5468,0,0,0,0,0,0,7331.6,3850.6,4035.8,3760,3900,0,800,281.8,0,200,0,0
5469,2,2,2,0,0,2,22671.6,24949,24249.8,24847.4,26450.4,26985,2955.8,0,1000,2000,1000,0
5470,1,-2,-2,-1,0,0,-445,-1704.6,-2190.2,17734,39888.8,35741.2,2.4,3.2,20750.2,23417.2,1229.2,900.2
5471,-2,-2,-2,-2,-2,-2,78,356,0,0,0,0,956,0,0,0,0,0
5472,0,0,0,0,0,0,3683.8,3742,3785.8,2980,2080,0,274.6,276.8,123,120,0,0
5473,-1,-1,-1,-1,-1,-1,63.4,614.8,600.4,522.6,361.2,397.8,614.8,600.4,522.6,361.2,397.8,674
5474,-1,-1,-1,-1,-1,-1,1222.4,2109.6,6280.2,83517.6,682.8,952.2,2118,6289.6,83517.6,682.8,952.2,3066.2
5475,0,0,0,0,0,-1,2048.4,2186,2109.8,1884.2,1370.2,426.6,401.2,402.4,604.4,404,427.8,401.2
5476,0,-1,-1,0,0,0,1891.8,46.2,672.8,1225.8,1801.8,1837.6,46.2,1000,600,600,65.8,68
5477,-1,-1,-2,-2,-2,-2,854,0,0,0,0,0,0,0,0,0,0,0
5478,-1,-1,-1,-1,0,-1,409.6,505.8,2385.8,1144.4,615.2,1050,505.8,2385.8,1144.4,0,1050,705.2
5479,0,0,0,0,0,0,15617.8,15031.8,15320.4,15379.2,15717.6,15554,666.6,662,580,608,700,460
5480,0,0,0,0,0,0,15900.4,13047.4,12885.2,3686,3604,3598.2,800,313,128.2,129.6,130.8,129.8
5481,1,2,2,0,0,2,4891.4,5094.8,5248.2,5077.6,5275.4,5558.8,343.2,300,182.2,280,400,0
5482,-1,-1,-1,0,0,-1,1403,0,1340,1340,1485.4,2716.6,0,1340,0,145.4,2716.6,994.6
5483,1,-1,-1,-1,-1,-1,75.6,181.4,319.8,75.6,151.2,0,181.4,319.8,75.6,151.2,0,150.8
5484,0,0,0,0,0,0,2395.2,2002,2196.4,2265,2313.8,2060.6,237,231.4,100,80,100,1000
5485,-1,0,-1,0,0,0,1655.4,3656.4,26026,21011,14179.2,8301.8,3519.8,26074,676.2,29,927.8,2447
5486,0,0,0,0,0,-2,5489.4,5724.6,5740,5860,0,0,384.6,200,120,0,0,0
5487,-1,-1,-1,-1,-1,-1,62,445.2,246,678.6,268,683.2,461.2,246.8,702,268.8,685.2,1264.8
5488,0,0,0,0,0,0,18862.8,19253.8,11211.6,11434.8,11674.2,11912.2,816.4,398,400.6,414.8,423,418.8
5489,0,0,0,0,0,0,19986.4,8477.8,8368.4,8058.2,8111.2,8106.8,342.4,327.8,283.6,323.6,305.8,282.8
5490,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
5491,-1,-1,-1,-1,-1,-1,665.6,32865.4,2138,954.4,258.8,429.4,32964,2345.6,1547.6,259.4,430.6,414.6
5492,0,0,0,0,0,0,15679.6,17391,25429.2,20654.6,18386.6,21632.6,5025.2,12051.8,5441.6,6252.4,18022.8,6092.6
5493,0,0,0,0,0,0,22006.4,22009,22478.6,22308.2,22986.8,23645.6,805.6,800,1000,1000,1000,1000
5494,0,0,0,0,-1,-1,4339.2,1797.4,1920.8,1960,100,0,276.6,200,39.2,100,0,0
5495,0,0,0,0,0,0,10164.4,10493.6,10447.6,10673.6,11297.6,11708.4,494.6,400,400,800,600,400
5496,-1,-1,-1,-1,-1,-1,128.2,362.4,1061.4,5600.8,191.4,0,362.4,1069.4,5600.8,191.4,0,91
5497,-2,-2,-2,-1,-1,0,514.6,360,-182,-375.6,50537.2,14480.2,360,0,118.8,51332.4,600,988.8
5498,0,0,2,2,-2,-2,1253,1460,386.8,0,0,0,439.6,1,0,0,0,0
5499,2,2,2,2,0,0,3095,3642.4,3723.4,3604,3745.2,3882.8,600,200,0,200,200,200
5500,0,0,0,0,0,0,2849.2,3120.2,3428,2826.2,3084.8,3469,520.2,428,426.2,684.8,469,677
5501,0,0,0,0,0,0,51584,51223.4,46596.2,40438,40560,40498,2007.2,1637,1343,1406.6,1345.6,1376.4
5502,-1,-1,-1,-1,-1,-1,501.4,434.8,1305.4,363.6,445.4,533.2,438,1311.6,365,447.2,535.6,341.4
5503,0,-1,-1,-1,-1,-1,316.4,60,118.2,88.2,148.2,88.2,60,118.2,88.2,148.2,88.2,58.2
5504,-1,-1,2,-1,-1,-1,175.6,1913.4,614.8,732,758,1201.2,1914.8,0,732,758,1201.2,1129.4
5505,2,0,0,0,2,2,13518.2,13954.6,14377.2,15353.4,15692.4,15978,640,640,1200,600,560,640
5506,0,0,0,0,0,0,33613.6,33737,18904,2884.4,2510.4,4110,1208.4,711.6,200,120,2110,1800
5507,0,0,0,0,0,0,9988,10152.2,9801.8,2855,3450.2,3015.4,425.6,268.8,101,1117,111.2,112.6
5508,0,0,0,0,0,0,22703.2,23231.4,23127.8,23169.8,23662.6,23994.6,1200,1116.2,847.4,884.6,1000,1777.6
5509,0,0,2,0,0,0,16805.4,17746.8,17273.8,17998.8,17936.2,17969.8,1500,0,1000.2,678,800,2000
5510,-2,-2,-2,-2,-2,-1,2602,1003.2,-6.4,1288.6,0,53,1008.2,0,1295,0,53,1019.8
5511,0,0,0,0,0,0,1559,2764.2,1328,1166.2,2102.8,1086.4,1400,200,214,1200,486.4,23.2
5512,0,0,0,0,0,0,9356,7619.8,7720,5880,6000,0,379.8,280,237.6,120,0,0
5513,2,0,0,0,0,0,16028,16125.4,16133.6,9846.6,9747.4,9656,650.6,642.2,338.2,344.2,360,315.2
5514,0,0,2,2,2,0,17934,18808.6,17004.4,18155.8,16841.8,14032.4,1500,20.6,2000,0,600,400
5515,0,0,0,0,0,0,5647.8,5994.8,5968.2,5518.4,3513.8,811.8,500,202.2,60.2,7.4,3.4,0
5516,-1,-1,-1,-1,-1,-1,651.4,363.2,363.2,361.2,152.8,673.6,363.2,363.2,361.2,154.8,673.6,205.4
5517,0,0,0,0,0,0,14229.4,14445.4,14215.6,10155.4,10168.2,10136.4,760,640,390,400,365.6,440
5518,0,0,0,0,0,0,51974.8,47332.4,44084.2,44960.2,45904,46829,1774.8,1596.8,1605.8,1664.8,1687,1710.4
5519,0,0,0,0,0,0,3842.2,4047.4,4253.6,4780.6,4873.4,4992.8,267.4,273.6,600.6,200,200,400
5520,0,0,0,0,-1,-1,2776.2,2434,2647.4,2158,78,156,243.6,257,121.6,78,156,0
5521,-1,-1,0,-1,-1,2,52.8,227.6,774.8,52.8,621,414.8,227.6,600,52.8,621,0,52.8
5522,0,0,0,0,0,0,30085.2,30210.4,28697.6,28483.8,29020,30645.8,1104,1040,1020,1060,2180,0
5523,-1,-1,-1,0,0,0,21.6,-43.6,12634.8,8674.8,8790,8900.2,0,13149.6,307.4,317,319.4,323
5524,-1,-1,-1,0,0,0,471.2,3367.2,218.8,1276.4,1057.6,1057.6,3367.2,400,1057.6,0,0,0
5525,0,0,-1,0,0,-1,16728,12750.2,30618.4,22384.4,17741.8,7296.8,255,31312.8,0,0,7296.8,13876
5526,-1,0,0,0,0,0,17411,16942.4,15240.4,14473.6,14276.8,14069.2,600,680.6,531.2,500,520,600
5527,2,2,2,2,2,2,3038.2,3228.8,3276.6,3303.6,3381.4,3455.8,300,160,140,160,160,160
5528,0,0,0,0,-2,-2,4721.4,4984.2,5155,0,0,0,400,360,0,0,0,0
5529,0,0,2,2,0,0,26956.6,28541.6,28695,27266.2,27155.6,27182,2560,1000,0,1020,1000,1000
5530,0,0,0,0,0,0,19076,9752.8,10142.2,10077.8,9806,10009,428,616.4,352,385.2,396,350
5531,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
5532,2,0,0,2,0,0,10984.2,11011,10960.8,10487.8,10521.8,10547.8,400,1368.8,0,414.2,423,328
5533,1,2,2,0,0,0,24178,24455,21980.6,16181.8,14335.8,13233.8,1040,9.4,600,560,542.6,400
5534,2,2,0,0,2,2,3639.8,3524.6,3663.4,3905,3816.8,3920.2,0,260,300,0,320,0
5535,0,0,0,0,0,0,11519,10900.6,10243.4,9583.8,8918.6,7695,399.2,360.8,332.8,312,274,267
5536,0,0,0,0,0,0,29181.4,30067.2,22113.8,21219,18514.6,17930,6047.2,1000.8,817.2,1006.6,1004,601.2
5537,0,0,0,0,0,0,9955,10120,9517,9698.6,9911.8,10215.8,400,500,400,400,500,410
5538,2,2,0,0,0,0,12298.6,11756.8,10817.4,7522.6,7807.6,7562.8,11,480,263.2,400,306.2,295.4
5539,-2,-2,-2,-2,-2,-2,159,339.6,159.6,-0.4,149.6,141.6,340.6,160,0,150,162,262
5540,0,0,0,0,0,0,1380.8,1568.2,1927,3524.4,1798.2,0,241.2,400,35.2,72,0,0
5541,0,0,0,0,0,0,9139.6,9854,9637.2,4025.4,3797.6,3988.4,1200,408.8,630,200,600,181
5542,0,0,0,0,0,0,12885,11414.6,6503.2,4203.6,4264,28697.8,349,253.8,0,309,27000,1000
5543,0,0,0,0,0,-1,7219.6,4369.6,4661.8,2600.4,2894.6,2299.2,720.8,414.4,0,414.2,2310.6,2865.6
5544,-1,-1,-1,-1,-1,-1,50,34.8,242.8,225,27.8,0,34.8,242.8,225,27.8,0,78.2
5545,-1,-1,-2,-2,-2,-2,330.2,0,0,0,0,0,0,0,0,0,0,59
5546,0,0,0,0,0,0,21444.8,21425.2,20371.8,15903.8,14873.6,11696.2,1400,706.6,534.6,700,860.6,604.6
5547,0,0,0,0,0,0,81399,87766.4,62521.6,68310.4,69106.4,67810,8000,6000,7000,6000,4003.8,8000
5548,-1,2,-1,-1,-1,-1,536.2,254.6,438.4,86,86,1227.2,0,438.4,86,86,1227.2,584.6
5549,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
5550,2,2,2,2,2,0,5451,5306.4,5817.8,5704.4,5782.8,5896.4,0,600,40,200,240,260
5551,0,0,0,0,0,0,2478.6,2837.4,2652.6,2209,2051.8,1154.6,404.4,261.6,101.2,303.2,200,200
5552,0,0,0,0,0,0,3406,3612.8,3809.2,3844.2,3720.6,3815,263,259.4,134.4,135,156.2,146.8
5553,0,0,-1,-1,-1,0,3237.2,736,908,7998.8,1368.8,2461.6,400,908,7998.8,1370,2000,2600
5554,0,0,0,0,0,0,2935.2,3144.2,3867,4005.8,4094.6,3972,257.2,780,200,180,180,120
5555,1,-2,-2,-2,-2,-2,-3.6,-3.6,-3.6,-3.6,-3.6,-3.6,0,0,0,0,0,0
5556,-2,-2,-2,-2,-2,-2,117.6,118.4,78,78,56,144,118.4,78,78,56,182.6,78
5557,2,2,2,3,2,2,5208.4,5425.4,5752.4,5897,5775.6,6139.8,360,475.6,299.2,0,492.4,0
5558,0,0,0,0,0,-1,9299,1648.2,2200,3200,0,10814,600,600,1000,0,10814,1049.4
5559,0,0,0,0,0,0,2067,1907.6,1358.6,2772.8,1048.6,1078.2,240,204.8,32.6,29.2,400,200
5560,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
5561,-1,-1,-1,-1,-1,-1,415.6,76,420,106,456.4,278,76,420,106,456.4,278,76
5562,0,0,2,0,0,2,3214,3821.4,3701.2,3760.4,4039.8,3878.8,660,0,180,340,0,50.6
5563,2,0,0,0,0,2,21636,21519.4,17955,9427.8,9451.8,9269.6,1000,600,404,1000,0,600
5564,-1,-1,-1,-1,-1,-1,1124.8,503.8,503.8,503.8,2627.4,113.2,503.8,503.8,503.8,2627.4,113.2,83.2
5565,-1,-1,2,0,0,0,589.2,919.8,372.6,661.8,289.2,78,919.8,0,289.2,0,0,498.6
5566,1,-2,-2,-2,-1,-1,0,0,0,0,1072,50.2,0,0,0,1072,50.2,1072
5567,0,0,0,0,-1,-1,21394.8,21812.2,1452.4,1482,309,0,984.8,200,29.6,309,0,0
5568,0,-1,-1,0,0,0,22649.4,21710,23662,1980.8,1981,1994.8,600,2102,800,100,200,400
5569,-2,-2,-2,-2,-2,-2,0,0,0,0,0,7195.8,0,0,0,0,7195.8,1238.2
5570,1,2,0,0,0,0,22882.6,22233,23400.8,23908.4,24490.4,26058.6,0,2000,1200,1000,2000,1300
5571,0,0,2,2,2,0,10516.4,11499.2,11141,11442,11416.8,2638.8,1279,0,420,44.4,200,130
5572,0,0,0,0,0,0,25216,25820.8,26149,25468.8,25561.8,23995.2,1400,1600,1000,900,900,1000
5573,-1,-1,-1,-1,-2,-2,78,0,156,0,0,0,0,156,0,0,0,0
5574,0,0,0,0,0,0,33018,21289.6,20723.6,15937.4,15348.4,15419.2,851.8,642.4,5649.2,546,566.8,542.2
5575,-1,-1,-1,-1,-1,-1,5923.4,819.2,411.6,108,2611.2,338,819.2,412.8,108,2611.2,338,3392.8
5576,-1,-1,-1,-1,-1,-1,2443.6,1100,20,321.6,360,179.4,1101.4,20,321.6,360,179.4,288.6
5577,0,0,0,0,0,0,23218.6,20059.2,19010.6,19229.2,19662,19145.2,729.4,839.6,698,760,784,689.4
5578,2,2,2,0,0,0,2464.8,3125.6,3013.8,3173.6,3331.4,2799.6,900,0,200,200,133.6,40.6
5579,-2,-2,-2,-2,-2,-2,47.8,0,0,0,289.2,85.2,0,0,0,289.2,85.2,0
5580,1,-1,-1,-2,-2,-2,0,200,0,0,0,0,200,0,0,0,0,0
5581,0,0,-1,0,0,-1,482,0,898.8,606.8,465.4,1178.4,0,898.8,12.2,9.4,1178.4,32.8
5582,0,0,0,-1,-1,-1,4766.6,3563,3028,28,618,36,1000,1000,1000,620,200,1000
5583,2,0,0,0,0,0,14890.6,13217.4,12129.8,12281.6,11878,11407.4,1004,600.6,601.8,402.6,608.2,600
5584,0,0,0,0,0,0,4196.6,4527.2,4883.4,5404,5621.4,5745.4,400,500,600,300,211.2,108.8
5585,0,0,0,0,0,0,5115.4,5270.4,3369.2,3512.4,3655,3742.2,253.8,256.8,200,200,148,200
5586,2,0,0,0,0,0,14375.2,14476.4,14431,14508.6,14602.2,14696.8,620,480,473.4,487,500,600
5587,0,-1,-1,-1,0,0,3273.2,3667.8,553.2,19599.2,11031.2,7242.6,3667.8,553.2,19599.2,372.2,239.2,600
5588,0,0,0,0,0,0,7745.2,7952.8,8216.8,8348.2,8492.2,8691.4,332.6,396.6,328,308.4,340.6,351.6
5589,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
5590,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
5591,-1,-1,-1,-2,-2,-2,78,156,0,0,0,0,156,0,0,0,0,0
5592,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
5593,-2,-2,-1,0,0,-2,5339.4,5263.8,15884.8,15584,11125,6018.4,226.2,30008.4,958,647.2,173.2,126
5594,0,0,0,0,0,0,20544.8,20037.2,20520.8,20371.2,20221,20214.2,920,1000,800,800,840,760
5595,0,0,0,0,0,0,6881,10502.4,10452.6,10452.2,10428,10523,4000,365.2,394.2,400,500,400
5596,0,0,0,0,0,0,34313,36956.4,30473,27951.4,30669.6,25478.2,4048.2,4030.8,4003.8,4030.2,4007.4,4.2
5597,0,0,0,0,0,0,18331.2,17421.2,9746,5507,5550.2,5984.6,1022,400,600,200,600,600
5598,-1,-1,-1,-1,-1,-1,764.2,387.4,188.8,243.8,443.2,288,387.4,188.8,243.8,443.2,400,129.6
5599,0,0,0,-1,-1,-1,1758.2,982,0,134.8,0,196,200,0,134.8,0,196,882.6
5600,0,0,0,0,0,0,38024,38906.6,38835,37891.4,37410,37416.4,1800,1800,1600,2000,1600,1400
5601,0,0,0,0,0,0,20005.2,17936.2,16362.4,16465.2,15211,14995.8,1019,1002.2,1009.4,804.2,814.2,600
5602,1,2,2,2,2,2,2193.6,2499,2399.6,2759,2686.2,3239.8,400,0,400,0,600,0
5603,0,0,0,0,0,0,15210,15384.2,13090.4,12225.8,11039.8,11076,600,800,600,600,400,600
5604,0,0,0,0,0,0,11257,11378.8,11401.2,5639.6,4777.6,4816.6,1000,431.2,603.4,401.8,600,600
5605,0,0,2,0,0,0,5354.4,14079.6,11253.2,9560.8,8846,9628.8,11277.6,22.4,355.8,357.2,1082.8,483.6
5606,1,-1,-1,-2,-2,-2,0,99.8,0,0,0,0,99.8,0,0,0,0,0
5607,1,-2,-2,-2,-2,-2,0,0,0,0,0,40,0,0,0,0,40,31840
5608,0,0,0,0,0,0,1960.2,2107,2310.4,2386.6,2418.4,3576.8,240,240,114.6,100,1200,240
5609,-1,-1,-1,-1,0,-1,581.6,681.6,581.6,1856.6,581.6,581.6,681.6,581.6,1856.6,0,581.6,1432.6
5610,0,0,0,0,0,0,9698.6,9814.6,10074,5972.4,5855,5907,421.8,481.2,255.6,207.2,223,189.4
5611,2,2,2,2,0,0,22308.2,22735.2,22844.6,22175.2,21542,18014.2,1080,800,0,800,740,800
5612,0,0,2,0,0,0,2334.4,1716.8,1655.8,1688.8,1724.2,1773.6,484.8,0,56.8,58.8,74.2,100
5613,-2,-2,-2,-2,-2,-1,-121.2,8975.6,3990,15845.4,4019.4,5118.8,9096.8,4006.6,15904,18.8,5182,2186.6
5614,2,2,2,2,0,0,7198.2,7150.2,6927.8,6498.6,6400.2,6612.8,400,240,0,300,620,0
5615,0,0,2,2,2,2,4326.4,4853.4,4914.4,4974.4,5085.4,5172,660,200,200,220,200,220
5616,-2,-2,-2,-2,-2,-2,43.4,0,480.6,0,986.4,80.4,0,480.6,0,986.4,80.4,703.2
5617,0,0,0,0,0,0,15681.2,10504,5508.6,10236,5403.4,5712,300,604.8,240,400,400,200
5618,0,0,0,0,0,2,31761.8,30180.8,28860.4,27540,27088.6,25645.8,1076,1028.2,1006.4,1880,880,0
5619,0,0,0,0,0,0,4780,5101.4,5297.8,5403.4,11237.2,5829.2,400,283.6,189.2,287.4,600,0
5620,0,0,0,0,0,0,2687.2,2892,3094.4,3155.6,3221.8,3285.4,249.2,251.6,112.8,117,117.2,121.6
5621,0,-1,-1,0,0,0,655,75.2,3411,2938.6,2971,2963.4,75.2,3411,115,89.8,200,67.8
5622,-2,-2,-2,-2,-2,-2,1137.4,0,0,3846,0,0,0,0,3846,0,0,0
5623,-1,-1,-1,-1,-1,-1,506.2,2900.8,4510.6,2980,1351.6,745.4,2921.6,4546,2982.2,1351.6,745.4,488
5624,-1,0,0,-2,-2,-2,2108.8,2396.4,-3.6,-3.6,-3.6,-3.6,400,0,0,0,0,0
5625,3,2,2,-2,-2,-2,6116.6,5980.2,0,0,0,0,77.8,0,0,0,0,0
5626,1,-1,2,-1,-1,-1,3428.8,489.4,244.2,231.4,226.6,421.4,735.6,1.2,232.4,226.6,202,1
5627,1,2,-1,-1,-1,-1,6326.8,1144,3605.2,0,55.8,-20.2,0,3605.2,0,55.8,0,11367.8
5628,2,2,2,0,0,2,4206.8,5464.2,5317.8,5410,5889.2,5765,1400,0,240,600,0,400
5629,2,2,2,2,2,2,5499.4,5592,5799.2,5864.2,5960.6,6102.2,240,360,220,220,270,300
5630,1,2,0,0,0,0,15980,12963,10561.2,11405.6,11891.2,11124.6,4.2,363.8,1000,800,800,378.8
5631,-1,-1,-1,0,0,-1,1350,3045.4,3522,3893.4,634.6,306.8,3045.4,3522,2011,0,306.8,0
5632,0,0,0,0,0,0,10619,10912.4,1085.6,1585.6,1218.2,0,426.8,200,500,24.4,0,0
5633,0,-1,0,0,0,0,26854.4,47720.2,27019.8,26686.2,10620.6,9917.2,21400,765.2,1000,1000,400,600
5634,-2,-2,-2,-2,-2,-2,0,1580,1524,158,0,0,1580,0,158,0,0,389.6
5635,0,0,0,0,0,0,22780,21812.4,21050.4,20793.8,20850.8,19905,1000,1200,2000,2000,1000,1800
5636,-2,-1,-1,0,0,0,860.2,3246,5760,5574,5508,5526,3277.6,5760,0,0,1227.2,616
5637,-2,-2,-2,-2,-2,-2,0,156,0,0,0,0,156,0,0,0,0,0
5638,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
5639,-2,-2,-2,-2,-2,-2,0,0,0,255.8,0,558.8,0,0,255.8,0,558.8,0
5640,-1,-1,-1,-1,-2,-1,265.2,0,51.2,0,0,25.2,0,51.2,0,0,25.2,0
5641,0,0,0,0,0,0,35258.8,38051.2,17825.6,7855.2,4688,11984.4,8955.2,300.4,405.2,203,10420,1020.2
5642,-1,-1,-1,-1,-1,-1,78,78,78,78,78,78,78,78,78,78,78,78
5643,-2,-2,-2,-2,-2,-1,3522.2,4824.4,5248.4,4205.2,3624.2,1568.4,2000,800,0,0,1568.4,4800.6
5644,-2,-2,-1,0,0,-2,795.8,102.2,2013.8,1842.8,39.8,0,102.2,2013.8,37.2,39.8,0,0
5645,0,0,2,0,0,0,881,1464.4,1408.6,1786.4,1930.8,2154.8,600,0,400,200,400,400
5646,0,0,0,2,2,2,1456.4,1661.4,1941.8,1880.8,2050.8,1988,260,340,0,200,0,40
5647,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
