ID,CRED_LIMIT,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,PAY_B,cc1,cc2,cc3,cc4,cc5,PAY6LIT,sumC
24361,52000,1,1,1,49,1,-2,-2,-1,0,0,0.0,0.0,0.0,236.0,236.0,0.0,0.0,0.0,236.0,0.0,0.0,0.0,1,10.0,10.0,1.0,0.0,10.0,0.0,10.0
24362,24000,0,3,1,40,0,0,0,0,0,0,17637.0,18349.6,18848.4,17765.6,19528.6,15874.2,1000.0,850.2,1200.0,2000.0,603.8,2630.8,5,0.05449710075423988,0.045107277010250205,0.06754626919439817,0.1024138955173438,0.03803656247243955,2.3264945171559956,0.0
24363,30000,1,3,2,32,0,0,0,0,0,0,22786.4,17437.4,16298.2,15415.6,13385.4,10176.2,500.0,600.0,400.0,1000.0,1011.0,1000.0,5,0.028673999564155204,0.03681388128750414,0.025947741249124263,0.07470826422818892,0.09934946247125645,1.4240956992309883,0.0
24364,24000,1,1,2,29,0,0,0,0,0,0,24361.0,24186.6,24125.8,23263.2,23471.6,23712.0,920.0,860.0,840.0,843.8,900.0,1520.0,5,0.03803759106281991,0.03564648633413193,0.036108531930258946,0.035949828729187616,0.03795546558704453,1.7416013566157935,0.0
24365,16000,1,2,1,37,1,2,-1,-1,-1,-1,525.2,482.0,647.4,552.0,182.8,0.0,0.0,647.4,552.0,182.8,0.0,0.0,1,0.0,1.0,1.0,1.0,10.0,0.0,10.0
24366,72000,1,2,1,38,-1,-1,-1,-1,-1,-1,320.8,47.6,480.4,716.0,36.6,399.0,47.8,482.8,719.4,36.6,401.0,727.0,0,1.004201680672269,1.0049958368026646,1.0047486033519553,1.0,1.005012531328321,2.153946432803982,5.0
24367,98000,1,2,2,52,0,0,0,0,0,0,38387.4,38869.4,40480.0,9326.8,9524.4,10168.8,1426.6,2273.0,340.0,348.0,805.2,412.0,5,0.03670239314216324,0.05615118577075099,0.03645408929107519,0.03653773466045105,0.07918338447014397,0.39670312740717917,0.0
24368,34000,1,2,2,28,0,0,0,0,0,0,33906.2,34959.8,35973.6,35590.4,35232.0,35060.8,1600.0,1600.0,1400.0,1400.0,1600.0,1800.0,5,0.04576685221311334,0.04447706095581204,0.03933645027872685,0.03973660308810172,0.045635011180577736,1.1842105263157894,0.0
24369,4000,0,2,2,30,2,2,2,0,0,0,4117.2,4113.6,4037.0,4003.2,4008.8,4034.4,260.0,140.0,140.0,340.0,320.0,140.0,5,0.0632049786075457,0.03467921724052514,0.03497202238209433,0.0848134104969068,0.0793178663493952,0.5833333333333334,0.0
24370,20000,1,3,1,44,0,0,0,0,0,0,16161.6,15565.0,14144.2,13920.6,13099.8,12459.2,605.0,600.0,600.0,600.0,600.0,600.0,5,0.038869257950530034,0.042420214646286106,0.043101590448687555,0.04580222598818303,0.048157185052009756,0.9983361064891847,0.0
24371,14000,1,3,2,26,0,0,0,0,0,0,5799.0,6026.2,6322.0,7441.8,8149.8,8108.2,320.0,400.0,1400.0,1000.0,300.0,300.0,5,0.05310145697122565,0.06327111673521038,0.1881265285280443,0.12270239760484919,0.036999580671419056,0.43859649122807015,0.0
24372,20000,1,1,1,36,0,0,0,-2,-2,-2,10342.6,5054.4,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,1,0.039569484013928465,10.0,10.0,10.0,10.0,0.0,10.0
24373,4000,0,2,1,36,1,2,2,2,2,0,3801.2,3683.6,4093.0,4076.2,3689.2,3719.6,0.0,538.0,180.0,0.0,200.0,200.0,5,0.0,0.13144392865868557,0.044158775329964185,0.0,0.0537692224970427,1.0893246187363834,0.0
24374,66000,0,1,2,32,0,0,0,0,0,0,32531.4,30261.0,27655.4,28290.6,22526.6,24248.4,1100.0,944.6,1100.0,800.0,2140.0,900.0,5,0.03635041802980734,0.034156078017313074,0.0388821728772101,0.03551357062317438,0.08825324557496576,0.7395720343161423,0.0
24375,42000,1,2,1,30,1,-1,-1,0,0,-1,0.0,48.2,930.2,949.2,787.6,695.8,48.2,930.2,19.0,60.2,695.8,200.0,2,1.0,1.0,0.02001685630004214,0.07643473844591163,1.0,0.5703205201323144,3.0
24376,4000,1,2,1,29,-1,-1,-1,-1,0,0,294.6,78.0,78.0,174.0,96.0,156.0,78.0,78.0,174.0,0.0,60.0,300.0,2,1.0,1.0,1.0,0.0,0.38461538461538464,3.8461538461538463,3.0
24377,72000,1,1,1,35,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
24378,76000,1,3,2,31,-1,-1,-1,-1,-1,-1,771.8,1838.8,3031.4,2229.4,2496.6,2736.0,1848.0,3046.6,2240.4,2498.6,2749.6,3612.2,0,1.0050032629976071,1.0050141848650789,1.0049340629765857,1.0008010894816952,1.0049707602339182,1.4585083015698688,5.0
24379,30000,1,2,2,28,0,-1,0,-1,-1,-2,2454.4,889.4,1045.6,324.6,0.0,0.0,889.4,200.0,324.6,0.0,0.0,0.0,1,1.0,0.1912777352716144,1.0,10.0,10.0,0.0,10.0
24380,32000,0,2,2,37,0,0,0,0,0,0,23833.0,23678.4,23510.6,22651.2,22535.6,22384.8,1201.6,1202.2,721.2,760.6,800.6,662.2,5,0.05074667207243732,0.05113438193835972,0.03183937274846366,0.0337510427945118,0.035765340766949004,0.7065426144850839,0.0
24381,64000,0,2,1,45,-1,-1,-1,-1,-1,-1,294.2,1036.8,828.8,1258.0,195.4,-4.6,1063.6,832.0,1259.2,195.4,4.6,0.0,0,1.0258487654320987,1.0038610038610039,1.0009538950715422,1.0,-1.0,0.0,3.0
24382,66000,0,1,2,31,0,0,-1,-1,0,0,32681.2,27532.8,676.2,8127.0,8098.0,7686.2,1511.6,1000.0,8410.8,600.0,400.0,220.0,3,0.05490178986517898,1.4788524105294292,1.0349206349206348,0.07409236848604593,0.052041320808722126,0.0922633026907334,3.0
24383,54000,0,1,2,28,4,4,3,2,2,2,47576.2,46559.8,45519.4,46150.2,47186.2,48119.0,0.0,0.0,1680.0,1800.0,1740.0,1800.0,5,0.0,0.0,0.03640287582719035,0.03814674629446745,0.03616035245952742,1.7241379310344829,0.0
24384,42000,0,2,1,54,2,-1,-1,-1,-1,-1,94.2,35.2,39.0,97.0,42.0,696.6,35.2,39.0,97.0,0.0,893.2,83.4,1,1.0,1.0,1.0,0.0,1.282227964398507,0.39177001127395716,4.0
24385,16000,0,1,2,27,0,0,2,0,0,0,15422.2,16311.0,14573.6,11156.0,10704.6,10935.8,1276.8,0.0,420.0,420.0,440.0,440.0,5,0.07827846238734595,0.0,0.03764790247400502,0.03923546886385292,0.04023482506995373,0.8604505632040049,0.0
24386,16000,1,1,2,28,1,-2,-2,-2,-1,-1,0.0,0.0,0.0,0.0,456.8,-157.2,0.0,0.0,0.0,456.8,0.0,0.0,0,10.0,10.0,10.0,1.0,-0.0,0.0,10.0
24387,70000,0,1,2,35,-1,-1,2,2,2,-1,652.0,849.6,157.0,27.0,0.0,201.2,854.6,0.0,0.0,201.2,201.2,0.0,2,1.005885122410546,0.0,0.0,10.0,1.0,0.0,10.0
24388,6000,0,2,2,49,0,0,0,0,0,-2,5482.8,5382.0,5064.2,3891.0,0.0,0.0,305.2,339.2,203.0,0.0,0.0,0.0,3,0.0567075436640654,0.0669799770941116,0.052171678231817016,10.0,10.0,0.0,10.0
24389,10000,0,2,2,31,1,2,0,0,0,0,3638.0,2504.2,2861.6,2953.8,3185.0,3088.2,0.0,400.0,200.0,308.4,152.8,600.0,5,0.0,0.13978194017332962,0.06770939129257228,0.09682888540031397,0.04947866070850334,2.826988315114964,0.0
24390,100000,1,2,2,44,0,0,0,0,0,0,15451.4,14617.8,16242.0,17777.6,21414.4,23052.8,2000.0,2000.0,2000.0,4000.0,2000.0,0.0,5,0.13681949404151103,0.12313754463735993,0.11250112501125012,0.1867901972504483,0.08675735702387563,0.0,1.0
24391,24000,1,2,2,27,0,0,0,0,0,2,7235.0,7412.4,6583.2,6189.4,4594.8,3907.8,600.0,400.0,300.0,400.0,0.0,1600.0,5,0.08094544277157197,0.06076072426783327,0.04846996477849226,0.08705493166187864,0.0,4.705882352941177,0.0
24392,10000,1,2,1,37,0,0,0,0,0,2,5704.4,5981.2,6811.4,6922.2,7671.8,7518.4,369.8,1000.0,283.4,897.6,0.0,308.0,5,0.061827058115428345,0.14681269636198138,0.04094074138279737,0.11699992179149613,0.0,0.6037321624588365,0.0
24393,10000,0,3,1,42,0,0,0,0,0,0,10141.6,8922.0,8808.6,5711.4,5580.6,5832.8,374.4,313.2,196.6,205.4,600.0,199.8,5,0.041963685272360454,0.03555616102445337,0.0344223833035683,0.03680607819947676,0.10286654779865588,0.5912642045454546,0.0
24394,18000,1,2,1,31,-1,-1,-2,-2,-2,-2,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
24395,14000,0,2,1,38,0,0,0,0,0,0,10424.2,10647.0,10403.0,7797.0,7219.4,7399.0,393.0,399.0,267.2,286.0,300.0,258.4,5,0.036911806142575374,0.0383543208689801,0.03426959086828267,0.03961548051084578,0.04054601973239627,0.7853148553367372,0.0
24396,20000,1,1,1,32,-1,-1,-1,-1,-1,0,76.0,76.0,76.0,76.0,85.0,209.0,76.0,76.0,76.0,85.0,200.0,0.0,1,1.0,1.0,1.0,1.0,0.9569377990430622,0.0,5.0
24397,52000,1,1,2,34,-2,-2,-2,-2,-2,-2,1047.4,0.0,0.0,0.0,796.4,0.0,0.0,0.0,0.0,796.4,0.0,0.0,0,10.0,10.0,10.0,1.0,10.0,0.0,10.0
24398,14000,1,2,2,23,0,0,0,0,0,0,11406.8,11644.8,11831.6,12135.0,12409.4,13059.6,540.0,500.0,500.0,500.0,860.0,600.0,5,0.046372629843363565,0.04225971128165252,0.04120313143798929,0.040292036681870196,0.06585194033507917,1.0344827586206897,0.0
24399,10000,1,2,2,39,0,0,0,0,0,0,3345.8,3554.4,3683.8,3757.2,3837.4,3435.0,324.0,253.4,126.8,133.0,133.6,200.0,5,0.09115462525320729,0.06878766491123296,0.033748536143936976,0.03465888361911711,0.03889374090247453,1.0300782859497322,0.0
24400,10000,0,2,2,26,2,-1,-1,-1,-1,-1,58.2,58.2,58.2,58.2,58.2,0.0,58.2,58.2,58.2,58.2,0.0,174.6,0,1.0,1.0,1.0,1.0,10.0,3.7499999999999996,10.0
24401,2000,1,3,1,47,0,0,0,0,0,0,571.0,774.2,976.6,1010.6,1055.0,0.0,213.8,216.2,50.2,75.0,0.0,0.0,4,0.2761560320330664,0.2213802989965185,0.049673461310112806,0.07109004739336493,10.0,0.0,10.0
24402,18000,1,2,2,25,0,0,0,0,0,0,15730.2,15994.4,16283.0,16375.6,16641.2,17070.0,720.0,761.0,620.0,640.0,820.0,500.0,5,0.04501575551443005,0.046735859485352825,0.03786120813893842,0.038458764992909164,0.04803749267721148,0.7020499859590003,0.0
24403,14000,1,2,2,24,2,2,-1,2,2,2,14267.8,13903.0,11975.6,11663.6,12373.0,12739.0,1.2,12468.6,0.0,900.0,600.0,500.0,4,8.631230669639645e-05,1.0411670396472827,0.0,0.07273902852986341,0.047099458356228904,0.17895746538962617,1.0
24404,10000,1,2,2,49,0,0,0,0,0,0,2454.4,1596.0,1591.8,1795.6,1471.4,1568.2,401.0,400.0,203.8,601.4,601.6,1003.0,5,0.25125313283208023,0.25128785023244127,0.11349966584985521,0.4087263830365638,0.3836245376865196,2.271491982969472,1.0
24405,26000,0,2,1,47,0,0,0,0,0,-2,21928.0,21939.8,18240.0,9080.0,0.0,0.0,1687.2,454.0,0.0,0.0,0.0,0.0,3,0.07690133911886161,0.024890350877192984,0.0,10.0,10.0,0.0,10.0
24406,6000,1,1,2,23,0,0,0,0,0,0,3679.4,3957.8,4290.0,4478.2,4605.8,4749.0,400.0,400.0,260.0,200.0,220.0,400.0,5,0.1010662489261711,0.09324009324009325,0.05805904157920593,0.04342350948803682,0.046325542219414616,1.3513513513513513,0.0
24407,82000,0,1,1,42,0,0,0,0,0,0,5511.8,5973.2,6446.6,6890.0,7390.8,7850.2,600.0,560.0,600.0,600.0,600.0,400.0,5,0.10044867072925735,0.08686749604442652,0.08708272859216255,0.08118201006656925,0.07643117372805788,0.6756756756756757,0.0
24408,68000,0,1,1,38,-1,-1,-1,-1,-1,-1,65.0,65.0,65.0,116.0,1932.8,5840.0,65.0,65.0,116.0,1932.8,5840.0,1052.0,0,1.0,1.0,1.0,1.0,1.0,0.6559584975308026,5.0
24409,12000,1,2,1,35,0,0,0,0,0,0,12101.0,12164.0,10970.6,7822.4,7942.8,7770.0,460.0,400.0,300.0,300.0,320.0,280.0,5,0.037816507727721146,0.036461086905000634,0.03835140110452035,0.03777005589968273,0.04118404118404118,0.7865168539325842,0.0
24410,4000,0,3,2,32,0,0,0,0,2,2,867.6,1071.0,1273.8,1378.2,1327.0,1457.4,218.4,221.2,125.6,0.0,152.4,0.0,5,0.20392156862745098,0.17365363479353116,0.09113336235669714,0.0,0.10456978180321119,0.0,1.0
24411,4000,0,2,2,34,0,0,0,0,0,0,7354.6,3457.6,3242.4,3513.4,3217.8,4148.6,642.0,400.0,320.0,174.2,1042.8,60.0,5,0.18567792688570106,0.1233654083395016,0.09107986565719815,0.05413636646155758,0.2513619052210384,0.11632415664986429,1.0
24412,30000,1,1,1,30,1,2,-1,0,-1,2,8964.0,2931.4,4190.0,720.2,139.2,139.2,0.0,4192.4,0.2,139.2,0.0,10069.6,3,0.0,1.0005727923627683,0.00027770063871146905,1.0,0.0,11.622881942841314,2.0
24413,40000,0,3,2,36,-2,-2,-2,-2,-2,-2,9162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8142.8,0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
24414,6000,0,1,2,24,0,0,0,0,0,0,5515.2,5417.8,5597.2,5716.0,5729.8,5829.4,300.0,300.0,210.0,220.0,200.0,400.0,5,0.05537302964302853,0.053598227685271206,0.03673897830650805,0.03839575552375301,0.03430884825196418,1.6260162601626016,0.0
24415,16000,1,2,2,31,1,2,0,0,2,2,10841.4,10555.0,10781.2,12019.8,12280.4,12054.4,0.0,400.0,1420.0,480.0,0.0,920.0,5,0.0,0.03710162134085259,0.11813840496514086,0.0390866747011498,0.0,2.0,0.0
24416,28000,1,2,1,58,2,2,2,2,2,2,14085.6,14380.4,14584.8,14467.0,15101.6,15423.2,640.0,560.0,240.0,900.0,600.0,0.0,5,0.04450502072265027,0.038396138445504914,0.016589479505080527,0.05959633416326747,0.03890243269879143,0.0,0.0
24417,4000,0,2,2,43,4,3,2,0,0,0,6842.6,6020.0,5174.2,4394.0,3733.8,3933.8,0.0,0.0,0.0,0.0,200.0,10660.2,5,0.0,0.0,0.0,0.0,0.050841425593573644,266.505,0.0
24418,16000,1,2,2,25,-2,-2,-2,-2,-2,-1,0.0,0.0,0.0,0.0,0.0,88.4,0.0,0.0,0.0,0.0,88.4,220.4,0,10.0,10.0,10.0,10.0,1.0,12.46606334841629,10.0
24419,46000,1,2,1,43,-1,-1,-1,-1,-1,-1,690.2,1112.0,236.0,1712.6,1036.0,504.8,1117.4,237.2,1721.0,1040.2,506.4,951.8,0,1.0048561151079138,1.005084745762712,1.004904823076025,1.0040540540540541,1.0031695721077654,1.0295962961360392,5.0
24420,18000,1,2,2,26,0,0,0,0,0,0,8662.0,8055.0,7560.0,7464.6,6879.2,6987.6,500.0,600.0,600.0,400.0,600.0,600.0,5,0.06207324643078833,0.07936507936507936,0.0803793907242183,0.058146296080939644,0.08586639189421261,1.1111111111111112,0.0
24421,48000,0,3,1,48,0,0,0,0,0,0,22398.0,25021.8,25802.8,26372.8,26948.8,27700.8,3000.0,1200.0,1000.0,1000.0,1200.0,1200.0,5,0.11989545116658275,0.046506580681166386,0.03791785475944913,0.03710740366918008,0.04332004851845434,0.8108108108108109,0.0
24422,78000,1,2,2,28,-1,-1,-1,-1,-1,-1,284.2,257.2,424.6,443.8,241.0,668.6,258.8,426.6,446.0,241.8,673.0,430.2,0,1.006220839813375,1.0047103155911445,1.0049571879224877,1.0033195020746888,1.006580915345498,1.05121688984459,5.0
24423,20000,0,2,2,31,0,0,0,-2,-2,-2,19194.4,19530.0,-1000.0,-1000.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,1,0.051203277009728626,-0.0,-0.0,-0.0,-0.0,0.0,0.0
24424,10000,0,1,2,29,0,0,0,0,0,0,3329.0,3673.6,4010.6,4144.2,4246.8,4576.2,400.0,400.0,200.0,200.0,400.0,0.0,5,0.1088850174216028,0.09973570039395602,0.04826021910139472,0.04709428275407365,0.08740876709934006,0.0,0.0
24425,22000,1,3,2,31,0,0,0,0,0,0,15519.0,15664.4,13213.6,12297.2,12139.0,11629.4,740.0,442.4,420.0,440.0,440.0,382.0,5,0.04724087740353924,0.03348065629351577,0.034154116384217545,0.036246807809539504,0.03783514196777134,0.7694166935223977,0.0
24426,82000,0,3,2,38,-1,-1,-1,-1,-1,-1,964.4,46.4,451.0,509.2,530.0,1257.2,46.6,453.2,511.6,532.6,1260.6,2.4,0,1.0043103448275863,1.0048780487804878,1.0047132757266302,1.0049056603773585,1.0027044225262487,0.004278685017471297,5.0
24427,4000,0,1,2,25,-2,-2,-2,-2,-2,-2,17.0,269.4,793.8,371.0,713.8,764.6,275.4,824.4,373.0,722.2,764.6,3877.2,0,1.022271714922049,1.0385487528344672,1.005390835579515,1.0117680022415243,1.0,6.550209487768617,5.0
24428,32000,0,2,2,31,0,0,0,0,0,0,4929.0,4991.2,5163.8,5150.8,5179.6,5185.0,284.0,339.8,210.0,220.8,208.2,200.0,5,0.05690014425388684,0.06580425268213332,0.04077036576842432,0.04262877442273535,0.04015429122468659,0.7918910357934749,0.0
24429,26000,0,2,2,30,0,0,0,0,2,2,19159.8,19571.6,20106.8,21069.4,20710.0,21946.6,900.0,1040.0,1600.0,0.0,1620.0,0.0,5,0.045984998671544486,0.05172379493504685,0.07593951417695805,0.0,0.07381553406905854,0.0,0.0
24430,30000,1,2,1,30,1,2,0,0,0,0,7294.4,6789.4,7103.6,6112.8,4369.8,5033.6,0.0,1007.0,1000.0,180.0,2000.0,1400.0,5,0.0,0.14175910805788614,0.16359115299044627,0.04119181655911026,0.3973299427844882,1.6718414139001672,1.0
24431,36000,1,1,1,31,1,-2,-2,-1,-1,-2,0.0,0.0,0.0,507.4,0.0,0.0,0.0,0.0,507.4,0.0,0.0,0.0,0,10.0,10.0,1.0,10.0,10.0,0.0,10.0
24432,48000,0,1,2,30,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
24433,10000,1,3,1,53,-1,-1,-1,-1,-1,-1,958.8,769.6,936.4,904.2,833.0,961.8,800.0,1000.0,1000.0,840.0,962.0,952.6,0,1.0395010395010396,1.0679196924391285,1.1059500110595,1.0084033613445378,1.0002079434393845,1.0349847892220774,5.0
24434,6000,1,2,1,52,2,2,2,2,2,2,3699.8,4078.2,4151.6,4223.6,4326.4,4425.8,500.0,200.0,200.0,200.0,200.0,0.0,5,0.1226031092148497,0.04817419789960497,0.04735296903115825,0.04622781065088758,0.04518957024718695,0.0,0.0
24435,16000,1,2,2,24,2,0,0,0,0,0,9129.4,9049.6,6739.2,8018.4,8189.2,8317.6,407.8,400.0,1400.0,296.4,500.2,616.4,5,0.045062765205091934,0.059354226020892686,0.174598423625661,0.03619401162506716,0.06013753967490622,1.025828784449474,0.0
24436,74000,1,2,2,28,0,0,0,0,0,0,17449.6,16495.4,14365.0,13974.4,12731.2,9311.0,579.2,419.4,400.0,363.6,208.8,5606.8,5,0.03511281933144998,0.02919596240863209,0.02862376917792535,0.02855975870302878,0.022425088604875954,14.223236935565705,0.0
24437,34000,1,1,1,31,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
24438,16000,1,2,2,22,0,0,0,0,0,0,16098.2,12973.6,10387.2,6033.0,6029.0,6017.0,465.4,337.4,210.4,215.2,224.2,247.4,5,0.03587284947894185,0.03248228589032655,0.03487485496436267,0.035694144965997675,0.037261093568223366,0.8515764835467439,0.0
24439,4000,0,2,2,22,0,0,-2,-2,-1,-1,2708.0,79.4,199.6,146.8,339.6,100.0,81.2,220.2,147.2,359.8,120.2,0.0,0,1.022670025188917,1.1032064128256514,1.002724795640327,1.0594817432273262,1.202,0.0,5.0
24440,44000,0,1,2,32,0,0,0,0,0,0,40737.8,40988.6,34585.2,20949.4,36091.6,36487.0,2000.0,1600.0,1200.0,21400.0,2600.0,1600.0,5,0.04879405493234704,0.046262563177312845,0.05728087677928723,0.5929357523634309,0.07125825636528078,0.2777777777777778,1.0
24441,4000,0,2,2,23,0,0,0,0,0,0,2095.6,2238.6,2441.4,2880.4,3279.8,4185.8,238.6,241.4,480.4,479.8,1000.0,0.0,5,0.10658447243813098,0.0988776931268944,0.16678239133453684,0.14628940789072503,0.2389029576186153,0.0,1.0
24442,4000,0,2,2,24,0,-1,-1,-1,-1,-1,504.4,78.0,0.0,156.0,0.0,156.0,78.0,0.0,156.0,0.0,156.0,0.0,0,1.0,10.0,1.0,10.0,1.0,0.0,10.0
24443,20000,0,2,2,25,-1,-1,-1,0,0,0,257.0,506.0,4699.2,4652.6,4635.2,4708.4,506.0,4699.2,300.0,300.0,400.0,300.0,3,1.0,1.0,0.0644800756566221,0.06472212633759061,0.08495454931611589,0.24173274028234384,2.0
24444,26000,0,1,2,28,2,2,2,-2,-2,-2,22828.8,20530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,10.0,10.0,10.0,10.0,10.0,10.0
24445,46000,0,1,1,45,0,0,0,0,0,0,8777.0,8985.2,9188.2,9370.6,9566.8,9788.4,349.8,352.8,335.2,347.0,380.4,437.8,5,0.03893068601700574,0.03839707450860887,0.03577145540306917,0.03627127148053686,0.03886232683584651,1.240086109222751,0.0
24446,10000,0,2,2,27,0,0,0,-1,2,0,10135.8,9025.2,7560.0,10291.4,10092.6,8351.6,406.6,380.0,10291.4,0.0,328.4,307.6,4,0.04505163320480433,0.05026455026455026,1.0,0.0,0.039321806599932944,0.13483658297096368,1.0
24447,18000,1,2,2,25,2,2,2,0,0,0,8351.4,8559.4,8362.8,8562.6,8714.2,9270.0,400.2,0.0,400.0,320.0,700.0,0.0,5,0.04675561371124144,0.0,0.0467147828930465,0.03672167267219022,0.07551240560949299,0.0,0.0
24448,28000,1,1,1,32,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
24449,60000,1,2,2,36,1,-2,-1,-1,-1,-1,0.0,0.0,40.0,0.0,3283.6,17726.4,0.0,40.0,0.0,3283.6,17726.4,382.6,0,10.0,1.0,10.0,1.0,1.0,0.0908788598574822,10.0
24450,8000,0,2,1,25,0,0,0,0,0,2,7508.0,7722.2,7901.6,7734.8,7682.0,7532.2,395.2,374.6,260.0,564.8,0.0,400.0,5,0.05117712568957033,0.047408119874455805,0.033614314526555306,0.07352252017703723,0.0,1.2542330364981813,0.0
24451,10000,1,2,2,31,2,2,2,2,2,2,6123.8,6326.8,6463.4,6557.4,6683.2,6823.2,360.0,300.0,260.0,260.0,280.0,300.0,5,0.056900802933552506,0.04641519943064022,0.039649861225485715,0.03890351927220493,0.041036463829288314,1.0273972602739725,0.0
24452,10000,0,3,2,26,0,0,0,0,0,-1,4826.4,4021.8,3986.4,3952.4,2141.6,4029.6,380.4,240.0,6.0,206.2,4040.2,121.0,4,0.09458451439653885,0.06020469596628537,0.001518064973180852,0.09628315278296601,1.0026305340480444,0.1241585946478411,1.0
24453,54000,0,2,1,53,2,2,2,2,2,2,42326.0,41962.4,43965.8,42959.0,45616.8,46536.0,600.0,3000.0,0.0,3400.0,1700.0,0.0,5,0.014298514860923112,0.06823485527387196,0.0,0.0745339436348012,0.03653085783049682,0.0,0.0
24454,6000,1,2,1,27,0,0,0,0,0,0,905.4,1485.4,2202.6,3202.6,3268.0,679.2,600.0,1200.0,1000.0,65.4,679.2,336.0,4,0.4039316009155783,0.5448106782892945,0.3122462998813464,0.020012239902080786,1.0,0.47396039045308347,2.0
24455,24000,0,3,1,38,-1,-1,-1,-1,0,-1,693.0,1108.6,1092.6,2182.4,1045.6,1953.8,1111.6,1095.8,2185.8,4.8,1953.8,3.6,1,1.0027061158217572,1.0029287937030935,1.0015579178885632,0.0045906656465187455,1.0,0.0028338423753896534,4.0
24456,14000,1,2,2,25,0,0,0,0,0,0,3901.6,3926.6,3937.0,3777.4,3814.6,4041.6,400.0,400.0,200.0,400.0,600.6,601.4,5,0.10186930168593694,0.1016002032004064,0.052946471117700004,0.10486027368531432,0.14860451306413303,1.5030490852744176,1.0
24457,4000,0,2,1,31,-2,-2,-2,-2,-1,-1,-13.2,-13.2,92.0,-40.2,320.0,0.0,0.0,105.2,40.2,360.2,0.0,0.0,0,-0.0,1.1434782608695653,-1.0,1.1256249999999999,10.0,0.0,10.0
24458,28000,0,2,1,34,-1,-1,-1,-1,-1,-1,142.2,142.2,142.2,2195.2,142.2,142.2,142.2,142.2,2195.2,142.2,142.2,58.2,0,1.0,1.0,1.0,1.0,1.0,0.10528219971056442,5.0
24459,40000,0,1,2,27,-2,-2,-2,-2,-2,-2,487.2,691.6,151.6,-0.4,150.0,5380.6,1192.6,152.0,0.0,150.4,5396.6,119.8,0,1.7244071717755927,1.0026385224274408,-0.0,1.0026666666666666,1.0029736460617775,0.08691740669800915,5.0
24460,22000,0,1,1,46,0,0,0,0,0,0,21222.2,21739.6,21133.2,11588.0,11849.4,11918.8,1003.0,816.2,420.2,440.4,440.8,420.0,5,0.04613700344072568,0.03862169477409952,0.036261649982740764,0.037166438807028204,0.03698358895190791,0.6729475100942126,0.0
24461,24000,1,1,2,25,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
24462,6000,0,2,2,24,1,2,2,2,0,0,5452.4,5309.0,5718.0,5566.2,5686.6,6051.4,0.0,560.0,0.0,210.0,460.0,0.0,5,0.0,0.09793634137810424,0.0,0.03692892062040586,0.0760154674951251,0.0,0.0
24463,32000,1,2,1,25,4,3,2,0,0,0,20679.6,20185.0,19540.2,19886.8,19905.4,3266.2,0.0,0.0,464.2,86.4,109.2,110.0,5,0.0,0.0,0.02334211637870346,0.004340530710259528,0.03343334762108873,0.8335859351318581,0.0
24464,44000,1,1,2,35,-1,-1,-1,-1,-1,-1,1488.6,1114.4,1114.4,1114.4,1154.8,652.8,1120.0,1120.0,1120.0,1160.4,655.8,1122.6,0,1.0050251256281406,1.0050251256281406,1.0050251256281406,1.0048493245583652,1.0045955882352942,1.084386229280167,5.0
24465,40000,0,2,2,30,-1,-1,-1,-1,-1,-1,83.2,83.2,83.2,83.2,83.2,0.0,83.2,83.2,83.2,83.2,0.0,166.4,0,1.0,1.0,1.0,1.0,10.0,2.5,10.0
