,ID,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
1250,1251,1,2,0,0,2,2,7637.4,7165.4,3841.6,4004.6,3914.4,3930.4,8.8,260.6,304.4,0.0,219.8,267.8
1251,1252,-1,-2,-2,-2,-2,-2,182.8,234.0,0.0,0.0,351.2,0.0,295.0,0.0,0.0,351.2,0.0,0.0
1252,1253,0,0,2,3,2,2,2529.8,3105.2,3276.6,3166.2,3087.6,3474.2,620.6,281.6,0.0,0.0,469.2,0.0
1253,1254,-1,-1,0,0,0,-2,2114.2,495.4,646.8,580.8,0.0,0.0,495.4,580.8,0.0,0.0,0.0,0.0
1254,1255,-1,-1,-1,-1,-1,0,304.0,240.0,0.0,200.0,5732.2,1795.2,240.0,0.0,200.0,1989.6,1794.8,35000.0
1255,1256,-1,-2,-2,-2,-2,-2,0.0,84.0,0.0,116.8,158.0,0.0,84.0,0.0,116.8,158.0,0.0,261.8
1256,1257,0,0,0,0,0,0,18046.2,18129.4,18461.8,18776.0,19883.6,20278.4,570.4,556.8,520.6,2000.0,632.8,573.6
1257,1258,-1,-1,-1,-1,-1,-1,8155.8,1080.2,488.8,115.6,78.0,284.8,1080.2,488.8,115.6,78.0,284.8,78.0
1258,1259,0,0,0,0,0,0,33112.6,25749.4,24093.8,15778.4,16312.2,16737.4,1400.0,2001.8,1000.0,1000.0,1000.0,2000.0
1259,1260,0,0,0,0,0,0,5837.2,5958.4,5332.0,5483.2,5567.2,5694.6,300.0,300.0,240.0,202.0,220.0,196.0
1260,1261,-1,-1,-2,-1,-1,-2,7749.2,0.0,0.0,22139.8,0.0,0.0,0.0,0.0,22139.8,0.0,0.0,0.0
1261,1262,0,-1,-1,0,0,0,711.8,944.8,525.8,516.8,274.2,0.0,244.4,526.8,201.6,101.2,0.0,0.0
1262,1263,-1,-1,-2,-2,-2,-2,133.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1263,1264,0,0,0,0,0,0,3362.4,3514.2,3602.6,3639.4,1806.4,2390.2,271.6,225.2,127.2,130.0,800.0,360.0
1264,1265,-1,-2,-2,-2,-2,-2,288.6,288.6,288.6,288.6,288.6,288.6,288.6,288.6,288.6,288.6,288.6,288.6
1265,1266,0,0,0,0,-1,0,4707.6,4556.0,4724.6,3920.0,4020.0,0.0,600.0,280.0,500.0,100.0,0.0,0.0
1266,1267,0,0,2,0,0,0,3760.8,3571.0,3439.8,3509.6,3598.4,6230.0,430.0,200.0,100.8,120.0,800.0,800.0
1267,1268,-1,-1,2,-2,-2,-2,2694.6,2560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1268,1269,-1,-2,-2,-2,-2,-2,-13.6,-13.6,-13.6,135.0,-1.2,433.6,0.0,0.0,148.6,0.0,434.8,194.4
1269,1270,-1,-2,-2,-2,-2,-2,0.0,122.0,122.0,0.0,122.0,0.0,122.0,122.0,0.0,122.0,0.0,0.0
1270,1271,0,0,0,0,0,0,34611.6,26639.6,26378.2,26703.2,27001.6,27297.2,1260.0,1000.0,1000.0,1000.0,1020.0,1000.0
1271,1272,-1,-1,-1,-1,-1,-1,234.0,372.6,620.0,512.0,516.0,739.8,372.6,622.4,590.0,516.0,739.8,0.0
1272,1273,1,2,2,0,0,0,3951.0,3932.2,4003.6,4085.4,3875.4,3877.2,200.0,200.0,200.0,300.0,180.0,200.0
1273,1274,-1,-1,-1,-1,-1,-1,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2,79.2
1274,1275,-1,-1,-1,-1,0,-1,433.2,578.8,1780.6,2489.0,4930.0,1667.8,583.6,1794.8,2491.4,3022.6,1673.8,766.4
1275,1276,0,0,0,-1,0,-1,4090.8,4379.8,4179.0,2248.2,-172.2,7608.0,420.0,400.0,200.0,0.0,7900.0,300.0
1276,1277,0,0,0,0,0,0,10391.8,8103.8,6262.0,5785.8,5907.0,5632.0,319.4,281.4,194.4,201.4,205.6,182.6
1277,1278,-1,-1,-1,-1,-1,0,35845.2,-40.0,40.0,0.0,2000.0,42000.0,0.0,80.0,0.0,2000.0,40000.0,0.0
1278,1279,0,0,0,0,0,0,12076.2,7959.6,7668.8,7462.2,7485.6,7637.4,327.8,318.0,300.0,270.8,275.4,302.8
1279,1280,0,0,2,2,2,0,735.4,1200.4,1151.6,2523.8,2454.8,3009.8,480.0,0.0,1400.0,0.0,600.0,800.0
1280,1281,0,0,-1,-1,0,0,14991.0,15546.0,15699.4,14505.8,15269.0,15814.4,800.0,1000.0,14505.8,1000.0,800.0,800.0
1281,1282,-1,-1,-1,0,0,0,309.0,61.2,1677.8,1493.0,1309.8,115.2,61.2,1677.8,1.8,0.0,0.0,68.4
1282,1283,-1,-2,-2,-2,-2,-2,510.4,1612.8,6416.4,1382.8,381.0,648.8,1616.8,6421.0,1437.2,381.0,648.8,1953.6
1283,1284,-1,-1,-1,0,-1,-1,384.0,0.0,2024.8,2026.0,1591.6,0.0,0.0,2024.8,1.2,1591.6,0.0,0.0
1284,1285,2,2,0,0,0,2,31999.8,31207.6,31984.8,32555.0,34943.8,35730.2,0.0,1600.0,1400.0,3000.0,1400.0,0.0
1285,1286,0,0,0,0,0,0,32883.6,33500.2,26856.4,25740.2,26305.8,27048.4,1800.0,1405.4,1000.0,1000.0,1200.0,1000.0
1286,1287,0,0,0,0,0,0,9132.6,8704.4,8638.6,3753.6,3836.4,3889.4,460.0,469.8,160.0,167.0,145.2,72.2
1287,1288,0,0,0,0,0,0,28417.4,51169.2,28011.4,20035.4,20174.6,19672.6,1105.6,900.0,700.0,800.0,800.0,800.0
1288,1289,-1,-1,-1,-1,-1,-1,866.8,268.6,215.6,278.4,321.2,1991.0,268.6,215.6,278.4,321.2,1991.0,876.4
1289,1290,2,2,0,0,0,0,9831.4,9598.0,7685.2,1563.2,1571.8,1595.8,0.0,410.0,100.0,100.0,80.0,80.0
1290,1291,0,0,0,0,0,0,26072.0,26759.8,27423.8,28273.4,26634.8,27296.2,1000.0,1000.0,1169.4,1000.0,1000.0,1003.6
1291,1292,0,0,0,2,2,2,11321.6,11579.4,12737.2,13046.6,13327.4,13576.4,560.0,1480.0,640.0,520.0,500.0,500.0
1292,1293,-1,0,-2,-1,-1,-1,2646.8,0.0,1200.0,3173.2,833.6,413.4,0.0,1200.0,3173.2,833.6,413.4,2365.2
1293,1294,0,0,0,0,0,0,22905.4,23897.4,22687.6,22588.0,24424.4,24309.4,4009.2,1009.2,2000.0,2009.6,2008.6,1002.8
1294,1295,0,0,0,0,0,0,11733.4,7664.6,6545.2,8715.8,5781.6,4155.4,442.6,1000.0,4000.0,200.0,134.4,240.0
1295,1296,2,2,0,0,0,0,11519.6,10164.2,3927.6,3783.8,3370.6,5936.4,0.0,400.0,400.0,200.0,4000.0,2000.0
1296,1297,0,-1,-1,-1,-1,-1,981.6,1133.0,76.2,78.0,0.0,156.0,255.0,76.2,79.8,0.0,156.0,0.0
1297,1298,1,2,2,2,0,0,6955.8,7184.2,7307.2,7130.2,7285.4,7433.8,400.0,300.0,0.0,300.0,300.0,600.0
1298,1299,0,0,0,0,-1,0,51044.6,9414.0,9626.0,9925.0,10300.0,0.0,320.0,330.0,420.0,600.0,0.0,18965.0
1299,1300,0,0,0,0,0,0,24439.8,25056.6,24191.4,8354.2,8529.6,8699.0,1020.0,617.0,298.6,309.6,311.2,340.0
1300,1301,0,0,0,0,0,0,16932.8,14415.8,4986.8,3562.0,2341.0,2001.4,407.8,401.4,200.0,200.0,120.0,400.0
1301,1302,0,-1,0,-2,-2,-2,26289.2,20530.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0
1302,1303,2,0,0,0,0,0,15483.2,15100.0,13862.6,13594.4,13360.0,13738.6,532.2,501.8,500.0,600.0,600.0,600.0
1303,1304,0,0,2,0,0,0,70068.2,71540.6,68892.0,69550.8,66978.2,68145.6,5680.0,0.0,2560.0,2500.0,2500.0,2400.0
1304,1305,0,0,3,2,-1,-1,3157.8,4339.6,4210.8,4071.0,3996.0,694.0,1300.0,0.0,0.0,2000.0,5013.0,35.4
1305,1306,0,0,0,0,0,0,27881.2,28059.0,26800.0,14877.6,18511.0,17398.6,1109.0,840.0,621.0,17283.4,787.2,9678.0
1306,1307,-1,-1,-1,-1,-1,-1,443.4,0.0,1652.8,0.0,655.6,0.0,0.0,1652.8,0.0,655.6,0.0,929.2
1307,1308,-1,-1,-1,-1,-1,2,1309.2,297.0,5111.6,288.6,335.4,296.0,299.6,5114.4,288.6,51.4,0.0,11.6
1308,1309,-1,-1,-1,-1,-1,-1,1400.4,1339.2,1212.4,840.6,1156.0,2515.0,1445.8,1217.0,846.0,1159.4,2517.8,1246.6
1309,1310,0,0,0,0,0,0,9891.8,9856.2,10014.2,2020.8,1841.6,2015.0,460.0,400.0,200.0,100.0,200.0,100.0
1310,1311,0,0,0,0,0,0,8488.2,8612.2,5877.0,5535.4,17250.0,13142.0,800.0,600.0,180.2,12600.0,540.0,400.0
1311,1312,-1,-1,-2,-1,-1,-1,20.0,0.0,0.0,123.6,1922.8,7826.6,0.0,0.0,123.6,1922.8,7826.6,300.0
1312,1313,0,0,0,0,0,0,15814.4,16159.0,16490.2,16835.4,17189.0,17562.6,600.0,600.0,620.0,624.4,660.0,612.0
1313,1314,2,2,3,3,3,3,210.0,210.0,210.0,210.0,210.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0
1314,1315,-1,-2,-2,-2,-2,-2,952.8,6100.0,0.0,0.0,10565.8,8280.8,6100.0,0.0,0.0,10565.8,8280.8,4480.2
1315,1316,0,0,0,0,0,0,6629.4,10902.2,11233.4,5721.8,5532.0,5411.8,4902.2,1200.0,3400.0,396.8,220.0,320.0
1316,1317,0,0,0,0,0,0,1088.8,1185.4,1421.2,1421.2,1621.2,1821.2,264.2,300.0,0.0,200.0,200.0,119.6
1317,1318,0,0,0,0,-1,0,6235.8,6113.8,5731.8,5390.4,3170.4,0.0,400.4,280.0,120.0,200.0,0.0,0.0
1318,1319,-1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1319,1320,-1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1320,1321,1,-1,-1,-1,-1,-1,1412.8,375.0,362.8,1707.4,5115.2,2695.0,0.0,362.8,1707.4,5115.2,2695.0,1200.0
1321,1322,-1,0,-2,-2,-1,-1,39010.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0
1322,1323,-1,-1,-1,-2,-1,-1,1075.8,412.4,2103.0,831.6,1591.6,-39.2,413.0,2111.2,834.0,1592.6,39.2,1416.6
1323,1324,1,2,2,2,2,2,4483.0,4229.2,4729.4,4596.8,4863.0,4631.0,0.0,700.0,0.0,400.0,0.0,400.0
1324,1325,0,0,0,0,0,0,4689.4,4912.6,5130.0,5244.4,5360.0,5510.8,300.0,300.0,200.0,200.0,240.0,854.2
1325,1326,0,0,0,0,0,0,6027.8,1648.2,1679.6,1772.8,1860.2,2140.4,400.0,400.0,400.0,400.0,600.0,300.0
1326,1327,-1,-1,-1,-1,-1,-1,978.0,726.0,976.4,2191.0,2087.0,333.0,726.0,976.4,2206.8,2087.0,333.0,753.0
1327,1328,-1,-1,-1,-1,-1,-1,113.8,287.2,644.0,1318.4,1017.0,210.0,288.0,644.8,1324.2,1079.2,210.0,0.0
1328,1329,0,0,0,0,0,0,6639.4,6992.2,5782.6,5818.6,5861.2,5901.2,481.4,592.0,205.8,211.8,214.6,240.0
1329,1330,0,-1,0,-2,-2,-2,6404.6,4046.6,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0
1330,1331,2,2,0,0,0,2,1436.0,1384.4,1569.8,1603.6,1776.8,1718.6,0.0,240.0,60.0,200.0,0.0,200.0
1331,1332,2,2,2,2,2,2,3046.8,3378.6,3566.8,3450.0,3694.0,3604.6,440.0,300.0,0.0,300.0,0.0,320.0
1332,1333,-1,-2,-2,-2,-2,-1,449.2,2798.0,4198.4,136.2,0.0,1036.0,2798.0,4212.0,136.2,0.0,1036.0,764.0
1333,1334,0,0,0,0,0,0,8218.8,7310.8,7513.6,7662.8,7828.2,8046.2,322.2,325.0,274.2,288.8,353.0,256.6
1334,1335,0,0,0,0,0,0,14303.0,14057.4,12378.4,5355.8,5092.8,5198.6,735.8,461.0,184.8,213.8,220.0,222.0
1335,1336,-1,-1,-1,-2,-1,-1,139.4,100.0,0.0,0.0,92.2,-0.6,101.0,0.0,0.0,92.2,0.6,0.0
1336,1337,0,0,0,0,0,0,5589.4,5407.0,5575.2,5328.0,5179.2,5096.2,400.0,360.0,300.0,300.0,300.0,300.0
1337,1338,-1,-1,0,0,-2,-2,2087.8,2300.2,2422.6,-6.6,549.6,18.0,2300.2,200.0,6.6,574.2,18.0,0.0
1338,1339,0,0,0,0,0,2,10454.2,11357.6,12009.8,12175.2,13035.6,9186.6,1200.0,1000.0,380.4,1000.0,0.0,1000.0
1339,1340,-1,-1,-1,-1,-1,-1,398.8,319.6,1388.8,1432.2,306.8,2249.6,321.2,1395.6,1439.2,308.2,2260.8,96.6
1340,1341,-1,0,0,0,2,0,16548.4,30758.2,17120.2,21796.8,21055.0,23527.0,2015.4,5557.0,6000.0,4.6,4000.0,681.2
1341,1342,0,-1,0,-2,-2,-2,10076.0,7742.4,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0
1342,1343,0,0,0,0,0,0,21283.4,20717.4,11335.2,9466.4,9034.2,9418.4,1805.2,1200.0,400.0,400.0,600.0,801.2
1343,1344,0,0,0,0,0,0,3726.0,3199.2,3260.8,2994.6,4108.4,3162.0,300.4,240.0,60.0,1400.0,1600.0,800.0
1344,1345,0,0,0,0,0,0,17107.6,15975.0,16570.6,16549.4,8828.6,7697.6,700.0,900.4,703.6,400.6,600.2,600.0
1345,1346,-1,0,0,0,0,0,1030.8,1203.2,1411.2,1462.0,1988.6,2569.8,212.0,220.0,62.0,600.0,600.0,1220.0
1346,1347,-1,-2,-2,-2,-2,-2,-160.0,-537.0,-1228.8,-1581.0,-2042.6,-2212.0,0.0,0.0,0.0,0.0,0.0,0.0
1347,1348,0,0,0,0,0,0,41596.4,39211.0,36419.8,37185.0,37644.8,37305.8,1728.8,1289.0,3186.8,1403.2,1350.6,1201.6
1348,1349,0,0,0,0,0,0,21043.4,21571.4,22035.4,12027.4,12407.0,12806.8,865.2,906.6,467.4,607.0,606.8,620.2
1349,1350,0,0,0,0,0,0,26451.6,26756.2,26766.8,26467.2,26522.8,26441.6,1380.0,1400.0,1400.0,1200.0,1100.0,1200.0
1350,1351,-1,-1,-1,-1,-1,-1,155.2,234.4,76.0,155.2,234.4,76.0,234.4,76.0,155.2,234.4,76.0,155.2
1351,1352,-1,-1,-1,-1,-1,-1,210.2,134.2,58.2,210.2,58.2,134.2,134.2,58.2,210.2,58.2,134.2,210.2
1352,1353,-1,-2,-2,-2,-2,-2,52.8,52.8,445.4,271.4,271.4,900.0,52.8,445.4,271.4,271.4,900.0,271.4
1353,1354,-1,-1,-1,-1,-1,-1,2070.0,725.8,654.2,1254.2,427.0,509.2,725.8,654.2,1254.2,427.0,509.2,975.4
1354,1355,-1,-2,-2,-2,-2,-2,483.8,5793.0,8835.8,7429.0,9346.6,9392.6,5812.4,8877.0,8136.4,9374.6,9420.8,10489.6
1355,1356,0,0,0,0,0,0,4633.0,4903.0,5118.4,4989.8,5369.2,5381.6,344.6,360.0,220.0,460.0,200.0,260.0
1356,1357,0,0,0,0,0,0,20207.6,13346.8,12803.6,12931.2,13068.2,13255.4,843.0,644.2,413.2,372.8,379.0,376.6
1357,1358,-1,-1,-1,-1,-1,-1,6666.4,32700.0,12112.0,20946.8,8203.6,1251.6,32700.0,14032.0,20946.8,8203.6,1251.6,14071.2
1358,1359,0,0,0,0,0,0,3784.4,3897.2,3983.4,4003.4,4029.2,4044.2,265.8,262.0,136.0,141.0,145.6,138.0
1359,1360,0,0,0,0,0,0,24379.0,21463.0,23042.8,16729.8,11998.6,12562.6,900.0,2000.0,2200.0,600.0,800.0,600.0
1360,1361,2,2,0,0,0,0,37361.2,33230.6,31526.6,29084.6,29240.4,28937.0,0.0,1381.6,1040.0,1080.0,1140.0,1820.2
1361,1362,0,0,0,-1,2,2,12026.0,11948.8,8806.2,9617.8,8957.8,6084.6,510.0,369.6,1216.8,7.6,0.8,14.0
1362,1363,-1,-1,-1,-1,-1,-1,0.0,113.4,805.4,620.0,424.6,979.8,113.4,811.8,620.0,424.6,979.8,633.0
1363,1364,-1,-1,-1,-1,-1,-1,163.2,160.6,519.8,0.0,462.2,438.8,160.6,560.0,0.0,462.2,508.4,47.2
1364,1365,0,-1,-1,0,-1,-1,7470.6,4959.4,1109.8,4469.8,594.8,0.0,202.4,1109.8,3400.0,664.4,0.0,526.6
1365,1366,-1,-1,-1,-1,0,-1,78.0,78.0,78.0,375.6,78.0,186.0,78.0,78.0,375.6,0.0,186.0,0.0
1366,1367,0,0,0,0,0,0,9617.6,9196.0,8846.2,6497.8,5270.8,4044.2,400.0,402.0,600.0,600.0,600.0,200.0
1367,1368,0,0,0,0,0,0,37144.6,33345.2,32036.2,32293.8,20846.4,30345.2,1601.8,1280.4,1343.0,925.0,10017.2,1091.6
1368,1369,-1,-1,-1,-1,-1,-1,50.8,549.2,377.0,443.2,269.6,5974.6,1368.0,377.0,443.2,269.6,5974.6,200.0
1369,1370,-1,0,-2,-1,0,0,4780.0,0.0,0.0,30.0,41030.0,0.0,0.0,0.0,30.0,41000.0,0.0,0.0
1370,1371,0,0,0,0,0,0,8198.4,7043.0,5831.2,3778.2,3888.6,3895.6,405.2,404.2,200.0,200.2,200.0,141.4
1371,1372,-1,-1,0,0,0,0,3852.2,16392.2,12237.8,7775.0,3575.2,2662.6,16395.0,296.0,600.0,200.0,600.0,2004.8
1372,1373,-1,-1,-2,-2,-2,-2,80.4,-552.0,-730.0,-730.0,-730.0,-730.0,0.0,0.0,0.0,0.0,0.0,0.0
1373,1374,-1,-2,-2,-2,-2,-2,4817.8,10281.6,5413.4,8071.8,10252.8,6974.8,10479.6,5557.4,8113.8,10700.0,7010.2,24078.2
1374,1375,0,0,0,0,0,0,77287.4,78748.4,78525.0,73673.0,75571.6,72426.4,3000.0,3000.0,3000.0,3000.0,3000.0,4000.0
1375,1376,0,0,0,0,2,0,11763.8,11962.0,11313.2,6125.4,6040.6,5729.6,600.0,353.6,790.8,200.0,300.0,240.0
1376,1377,1,2,2,2,2,2,2801.6,2698.6,3451.8,3336.8,3603.4,3516.2,0.0,800.0,0.0,320.0,0.0,600.0
1377,1378,0,0,0,0,0,0,3952.0,3714.0,3520.8,2394.6,1903.4,1359.8,275.2,276.6,200.0,91.0,300.0,440.0
1378,1379,0,0,0,0,0,0,54911.6,51382.0,45913.2,29762.4,10631.4,9599.6,2140.0,2202.8,1160.0,364.0,400.0,400.0
1379,1380,2,2,2,2,2,2,28412.8,28980.0,29306.8,29591.0,29097.6,31008.2,1320.0,1100.0,1062.0,0.0,2400.0,0.0
1380,1381,0,0,0,0,0,0,12011.6,9929.4,8793.6,8225.4,7827.4,5742.4,366.8,321.6,311.8,326.0,260.0,200.0
1381,1382,-1,-2,-2,-2,-1,-1,0.0,0.0,0.0,0.0,466.0,0.0,0.0,0.0,0.0,466.0,0.0,0.0
1382,1383,-1,-2,0,0,0,0,3760.6,3675.2,3868.4,3816.2,3959.8,3743.6,7229.4,256.2,131.6,200.0,200.0,152.0
1383,1384,-1,-2,-2,-2,-2,-2,0.0,114.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0
1384,1385,2,-1,0,-2,-2,-2,34497.6,14410.0,0.0,0.0,0.0,0.0,690.0,0.0,0.0,0.0,0.0,0.0
1385,1386,1,3,2,2,0,0,6261.0,6105.4,6157.8,5900.8,6055.2,5939.0,0.0,212.0,0.0,250.2,215.6,248.6
1386,1387,-1,-1,-1,-1,-1,-1,1341.6,219.6,381.6,317.8,1983.6,-3317.2,219.6,400.0,317.8,1983.6,231.4,0.0
1387,1388,-1,-1,2,-2,-2,-2,222.2,164.0,-62.2,-120.4,-178.6,-236.8,0.0,0.0,0.0,0.0,0.0,0.0
1388,1389,0,0,0,0,0,0,60865.8,58569.6,55827.6,50540.6,49779.0,48805.2,2805.4,3360.0,2320.0,2200.0,2000.0,6000.0
1389,1390,0,0,0,0,0,0,19213.2,19655.4,17640.4,9635.8,9885.2,10106.8,880.0,800.0,400.0,400.0,380.0,340.0
1390,1391,-1,-1,-1,-1,-1,-1,3218.6,2232.6,2331.4,1884.6,1945.2,2214.0,2239.4,2331.4,1884.6,1945.2,2214.0,1595.2
1391,1392,-1,-1,-1,-1,-2,-2,1745.4,510.6,29.4,0.0,0.0,0.0,602.2,29.4,0.0,0.0,0.0,0.0
1392,1393,-1,-1,-1,-1,-1,-1,356.8,178.4,189.2,189.2,189.2,189.2,178.4,200.0,189.2,189.2,189.2,189.2
1393,1394,0,0,0,0,0,0,40954.6,37740.8,37051.4,37668.8,35952.8,33410.2,1607.6,1200.0,1016.6,1000.0,1007.2,1000.0
1394,1395,0,0,2,3,2,2,6769.8,7359.6,7578.0,7426.2,7676.2,7917.0,763.4,400.0,30.0,400.0,400.0,320.0
1395,1396,-1,-2,-2,-2,-1,-1,0.0,0.0,0.0,0.0,44.4,1269.0,0.0,0.0,0.0,44.4,1269.0,400.0
1396,1397,1,6,5,4,3,2,1651.4,1600.2,1548.2,1496.2,1415.0,1363.0,0.0,0.0,0.0,0.0,0.0,140.0
1397,1398,0,0,0,0,0,0,9963.8,10027.0,6420.2,3480.2,3964.0,3479.8,334.4,249.2,114.8,600.0,129.8,57.0
1398,1399,-1,-1,-1,-1,-1,-1,1514.4,3769.4,3323.0,2831.2,1811.6,656.2,3784.0,3323.0,2831.2,1811.6,656.2,1194.2
1399,1400,0,-1,-1,2,0,0,4399.6,3059.8,6502.8,5295.8,5479.2,5557.8,412.6,6746.0,0.0,300.0,200.0,203.8
1400,1401,0,-1,0,-1,0,0,731.2,880.0,0.0,340.8,743.0,-21.0,200.0,0.0,340.8,402.2,0.0,329.8
1401,1402,2,2,2,0,0,2,9203.4,9437.6,9226.8,9412.6,10006.8,10212.6,440.0,0.0,400.0,780.0,400.0,0.0
1402,1403,2,2,2,2,2,2,6779.0,6613.6,7140.8,7234.6,7359.2,7457.6,0.0,640.0,300.0,300.0,280.0,300.0
1403,1404,0,0,0,0,0,0,8200.6,8406.4,8539.8,8723.4,8901.8,9084.0,346.6,280.0,260.0,254.2,260.0,900.0
1404,1405,0,0,0,0,0,2,23862.4,23251.8,20687.6,9863.8,18238.2,16433.6,4004.2,8070.8,4000.0,8721.6,20.6,2000.0
1405,1406,0,0,0,0,-1,0,5471.6,5722.4,5836.6,5796.6,2620.0,0.0,400.0,300.0,0.0,100.0,0.0,0.0
1406,1407,-1,0,0,0,2,0,32803.0,31047.0,30253.4,29895.6,29008.2,21499.0,1864.0,978.8,660.2,0.6,998.8,23376.0
1407,1408,0,0,0,0,0,0,9759.4,9430.6,8647.6,3450.6,3261.4,3330.2,372.8,362.2,118.8,117.4,200.0,200.0
1408,1409,0,0,0,0,0,0,6226.4,9143.6,12598.4,12494.6,13967.4,13979.6,4000.0,4000.0,500.0,2211.2,600.0,875.4
1409,1410,2,2,2,2,2,2,3207.8,3416.0,3460.4,3504.2,3578.6,3650.4,320.0,160.0,160.0,160.0,160.0,0.0
1410,1411,0,0,0,0,0,0,17985.6,16344.2,15389.4,9317.8,9546.0,9897.6,683.2,828.4,340.0,377.6,542.0,300.0
1411,1412,2,2,2,0,0,0,7893.0,8565.8,8369.0,8568.8,8799.8,9022.0,800.0,0.0,400.0,400.0,400.0,400.0
1412,1413,0,0,0,0,0,0,16997.0,16849.4,16323.8,6019.0,4127.8,1569.8,800.0,409.6,260.0,340.0,80.2,36.0
1413,1414,-1,-1,-1,-1,-1,-1,111.0,142.4,142.4,142.4,172.4,142.4,142.4,142.4,142.4,172.4,142.4,368.0
1414,1415,-1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1415,1416,-1,-1,-1,-1,-1,0,4234.0,1939.6,1472.0,1276.0,2387.4,1275.6,1946.8,1474.6,1276.0,2387.4,200.0,1376.2
1416,1417,1,2,2,2,2,2,17199.4,16755.8,17715.4,17273.0,18221.0,17869.4,0.0,1440.0,0.0,1240.0,4.8,660.0
1417,1418,-1,-1,-1,-2,-1,-1,0.0,973.2,0.0,0.0,1183.2,0.0,973.2,0.0,0.0,1183.2,0.0,0.0
1418,1419,-1,-1,2,-1,-1,-1,-163.8,7091.4,163.8,429.0,3400.0,4739.6,7255.2,0.0,429.0,3400.0,4739.6,82.2
1419,1420,-1,-1,-1,-1,-2,-2,0.0,262.6,176.0,0.0,0.0,0.0,262.6,176.6,0.0,0.0,0.0,0.0
1420,1421,0,-1,0,-2,-2,-2,12988.4,13355.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0
1421,1422,0,-1,0,-2,-1,0,10787.0,11599.4,-0.6,-0.6,597.4,398.6,1000.0,0.0,0.0,598.0,1.2,481.8
1422,1423,0,0,0,0,0,0,2890.2,3154.8,3356.0,3361.4,3431.6,3500.0,300.8,302.0,107.4,111.2,111.8,131.6
1423,1424,0,0,0,0,-1,-1,12049.2,14966.4,25355.6,16522.2,14267.6,5951.2,8000.0,17000.0,27.8,4000.0,5952.2,14000.0
1424,1425,-1,-2,-2,-2,-2,-2,294.6,78.0,78.0,78.0,78.0,0.0,78.0,78.0,78.0,78.0,0.0,156.0
1425,1426,0,0,0,0,-1,0,5477.6,5803.2,5388.2,5498.2,1345.2,0.0,415.0,200.0,110.0,27.0,0.0,0.0
1426,1427,1,2,0,0,0,0,11409.2,10201.0,9714.4,9859.8,9425.2,9643.0,0.0,420.0,500.0,400.0,450.0,240.0
1427,1428,0,0,0,0,0,0,7012.8,7639.0,7846.6,7915.4,8599.2,9263.8,800.0,400.0,400.0,800.0,800.0,800.0
1428,1429,0,0,0,0,-1,-1,22083.4,17860.2,16411.4,5533.2,4045.2,55284.4,751.4,459.8,123.6,527.2,65377.8,1737.8
1429,1430,0,0,0,0,0,0,37053.6,65214.8,55303.8,50363.0,43741.2,33133.2,32088.8,2028.6,1438.0,1256.6,1041.6,835.4
1430,1431,-1,-1,-1,-1,-1,-1,115.6,1424.8,1524.0,0.0,957.6,0.0,1425.8,1524.0,0.0,957.6,0.0,1405.2
1431,1432,3,2,2,2,3,2,4084.8,3961.8,4495.6,4822.2,4689.4,4990.2,0.0,600.0,460.0,0.0,500.0,0.0
1432,1433,0,0,0,0,0,0,5304.8,4644.8,4628.2,4432.0,4295.6,4088.2,300.0,340.0,200.0,200.0,200.0,300.0
1433,1434,-1,-1,-1,-1,-1,-1,312.2,247.8,1463.0,2146.0,337.2,1889.0,247.8,1470.4,2146.0,337.2,1889.0,688.8
1434,1435,0,0,0,0,2,0,11251.2,11537.0,11631.2,12220.6,11871.6,12012.0,600.0,537.6,1032.6,0.0,471.6,494.4
1435,1436,0,-1,-1,-1,0,0,91525.4,7738.4,909.8,3377.0,1288.0,1488.0,200.0,909.8,3377.0,25.8,200.0,0.0
