ID,CRED_LIMIT,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Default
16238,22000,1,1,2,26,0,0,0,0,0,0,22261.2,22207.6,17564.0,13451.8,10001.4,10240.4,786.2,577.0,442.4,357.8,400.0,400.0,0
4104,4000,0,1,2,25,0,0,-1,-1,-2,-2,530.4,625.4,300.0,0.0,0.0,0.0,240.0,300.0,0.0,0.0,0.0,326.4,1
15811,46000,0,2,2,41,-1,0,0,0,0,0,4643.2,5109.6,4753.8,3454.0,2780.6,390.6,2002.8,320.4,203.4,66.4,1.8,725.2,0
1884,84000,1,1,1,37,-1,-1,-1,-1,-1,-1,7677.2,63.2,1978.8,2762.2,2428.2,2364.0,63.2,1978.8,2762.2,2428.2,2364.0,7760.0,1
11214,10000,0,1,1,49,1,2,2,0,0,0,9703.6,9848.8,9077.0,3582.4,6255.6,2963.6,360.0,16.4,300.0,2000.0,212.4,109.8,0
13464,34000,0,2,1,36,1,2,0,0,0,0,31790.8,27896.4,27973.8,27991.2,28286.2,29989.2,1.4,1302.6,1309.6,1060.0,2200.2,0.0,0
17582,54000,1,1,1,40,-1,-1,-1,0,0,0,1931.6,1742.8,1285.0,2023.2,3190.6,3911.2,1756.2,1285.0,1200.0,1600.0,1200.0,1200.0,0
4597,84000,1,1,1,36,-1,-1,-1,-1,-1,-1,0.0,298.6,0.0,2302.2,2983.2,3112.8,0.0,0.0,2302.2,2983.2,3112.8,2267.8,0
17557,10000,1,2,2,48,1,4,3,2,2,2,2004.8,1944.6,1885.4,1815.0,2007.4,2500.6,0.0,0.0,0.0,200.0,0.0,52.8,0
16221,20000,1,1,2,24,0,0,0,0,0,0,15205.0,13603.2,12704.0,12965.0,13145.0,13436.6,600.0,720.0,600.0,500.0,520.0,600.0,0
18857,42000,0,2,1,75,0,0,0,0,0,0,41120.2,40791.4,39976.4,40755.2,41180.2,42001.2,1940.0,1762.0,1800.0,1460.0,1500.0,1520.0,0
4399,2000,1,3,1,41,-1,-1,2,0,-1,-1,156.0,156.0,156.0,78.0,78.0,156.0,294.6,0.0,0.0,78.0,156.0,0.0,1
13217,4000,1,1,2,31,-1,-1,-1,-1,-1,-1,83.2,83.2,0.0,83.2,83.2,83.2,83.2,83.2,166.4,83.2,83.2,83.2,0
18774,18000,0,2,1,58,0,0,0,0,0,0,18747.4,17163.6,17797.6,10156.0,10185.8,9747.0,720.0,1020.0,440.0,440.0,388.8,440.0,0
11085,6000,1,1,2,25,0,0,0,0,0,-2,5023.0,5257.4,5320.4,4200.0,0.0,0.0,377.2,324.0,0.0,0.0,0.0,0.0,1
7487,42000,1,1,1,44,-2,-2,-2,-2,-2,-2,0.0,14.0,4865.8,156.0,0.0,323.0,14.0,4851.8,156.0,0.0,323.0,1639.6,0
14764,84000,1,3,2,35,0,0,0,0,0,0,13191.6,12743.0,12440.2,11225.0,9822.8,9512.6,700.0,600.4,440.0,340.0,360.0,340.0,0
10194,24000,1,2,1,42,0,0,0,0,0,0,23411.8,23400.0,23391.0,21994.6,21738.6,20978.0,1005.2,908.2,820.0,820.0,800.0,800.0,0
10997,24000,1,2,2,26,-1,-1,-1,-1,-1,-1,1164.0,43.2,771.6,1369.8,523.2,561.0,43.2,771.6,1369.8,523.2,561.0,785.2,0
20401,36000,0,1,1,42,-1,-1,-1,-2,-2,-2,313.6,310.0,-3.6,-3.6,-3.6,-3.6,310.0,0.0,0.0,0.0,0.0,0.0,0
18381,46000,0,1,2,45,-2,-2,-2,-2,-2,-2,10100.0,4554.2,530.4,2419.4,6019.2,1792.2,4554.2,530.4,2419.4,6019.2,1792.2,7718.2,0
8402,96000,0,2,1,44,-2,-1,-1,-1,-1,-1,4229.8,345.8,4093.6,-3.2,621.8,3643.2,348.6,4138.0,0.0,625.0,3661.4,104.8,0
7070,28000,1,2,1,45,0,0,0,2,2,2,11088.8,11509.8,12194.2,12274.8,12648.6,12910.8,600.0,1000.0,400.0,600.0,500.0,0.0,0
10967,100000,1,1,2,27,-1,-1,-1,-2,-2,-1,6659.8,12171.4,5264.8,5218.2,1911.6,848.4,12191.4,5411.2,5219.2,1921.0,848.4,186.0,0
11785,34000,0,2,1,37,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6408,8000,0,3,1,49,0,0,0,0,0,0,6840.6,6777.0,6921.0,7194.0,7142.2,7872.0,376.0,320.0,4540.6,256.0,926.4,0.0,0
8225,16000,0,2,2,36,0,0,0,0,0,0,11837.8,7138.0,6796.8,6876.8,5868.0,4397.0,601.4,300.6,403.4,204.8,203.4,400.0,0
13726,6000,1,3,1,47,0,0,0,0,0,0,3195.8,3541.0,3821.4,4056.2,4188.2,4359.8,400.0,400.0,300.0,200.0,240.0,400.0,0
14347,10000,1,3,1,45,0,0,0,0,0,0,9842.4,8475.2,4001.8,4175.4,3928.4,3753.8,322.2,340.0,309.4,157.0,200.0,177.6,0
12555,40000,0,3,2,48,0,0,0,0,-1,-1,17407.0,15905.8,13535.0,11303.8,2376.8,2868.6,583.0,529.2,441.6,2500.6,2973.8,0.0,0
11950,12000,1,2,2,26,0,0,0,0,0,0,11623.4,10797.2,9482.6,7305.4,5634.0,5792.6,480.0,410.0,402.2,240.0,280.0,240.0,0
4305,30000,1,3,1,34,0,0,0,0,0,0,22478.2,19716.6,19162.0,17443.2,17640.2,17496.6,1000.0,800.0,800.0,658.0,640.0,643.0,0
14953,48000,1,1,2,36,0,0,2,0,0,2,35207.0,39332.8,38428.0,38871.4,41127.4,40483.4,5045.6,0.0,1389.4,2880.4,6.6,1433.4,0
4279,72000,1,1,2,29,-1,-1,-2,-2,-2,-1,573.6,0.0,0.0,0.0,0.0,125.8,0.0,0.0,0.0,0.0,125.8,495.0,1
685,28000,1,3,1,46,0,0,0,0,0,0,13615.0,13994.4,14361.0,14722.6,15085.2,15433.8,600.0,600.0,600.0,600.0,600.0,1000.0,0
19597,40000,1,2,1,30,0,0,0,-2,-2,-2,5174.8,3259.6,0.0,0.0,0.0,0.0,209.6,0.0,0.0,0.0,0.0,0.0,0
5161,14000,1,3,2,42,0,0,0,0,0,0,13894.0,14055.8,14041.4,6069.6,5664.0,5740.8,617.0,561.6,491.0,267.4,400.0,176.4,0
7462,48000,1,2,2,34,-1,-1,-1,-1,-1,-1,680.6,571.6,723.8,652.4,645.6,625.4,700.4,819.8,700.0,645.6,625.4,444.2,1
9257,32000,0,5,2,46,0,0,0,0,-2,-2,33949.2,31875.2,32599.6,0.0,0.0,0.0,863.6,800.0,0.0,0.0,0.0,14635.0,0
11159,38000,1,3,1,27,0,0,2,-1,-1,0,8780.6,10676.4,4362.2,584.2,21488.2,21728.4,2176.4,0.0,584.2,21488.2,800.0,740.0,0
1365,36000,1,1,2,41,0,0,-1,0,-1,-1,7470.6,4959.4,1109.8,4469.8,594.8,0.0,202.4,1109.8,3400.0,664.4,0.0,526.6,0
21865,24000,1,3,1,61,1,2,0,0,0,0,24341.8,15673.8,12369.8,11547.4,11834.8,12130.2,19.8,1760.0,540.0,600.0,520.0,440.0,1
14400,34000,1,2,2,32,0,0,0,0,-1,0,2185.6,1680.0,1130.8,1257.0,883.4,148.0,1230.2,822.0,1384.0,1327.4,0.0,3348.8,1
9075,52000,1,2,1,40,0,0,0,0,0,0,27720.4,27199.8,26750.4,27010.6,26777.6,26497.2,974.0,1261.4,1001.4,1003.0,954.6,954.0,0
15552,20000,0,2,1,43,-1,-1,-1,-1,-1,-1,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,0
22087,24000,0,1,2,30,-1,2,2,-1,-1,-1,300.0,602.0,340.0,225.0,181.8,157.2,340.0,0.0,225.0,181.8,157.2,286.6,0
656,36000,0,1,1,45,-1,-1,-1,-1,-1,-1,890.6,662.0,1445.2,1012.0,566.4,378.0,662.0,1445.6,1012.0,566.4,378.0,515.2,0
21496,12000,1,3,2,44,0,0,0,0,0,0,11280.6,11553.0,11839.6,6287.4,6422.6,6718.2,460.0,520.0,320.0,240.0,400.0,260.0,0
1140,84000,0,2,1,39,0,0,0,0,0,0,34228.2,23620.6,23908.6,24570.2,25201.4,25828.8,1140.0,920.0,1000.0,1000.0,1000.0,940.0,0
16294,6000,1,3,2,26,2,3,2,0,0,0,5282.4,5140.0,4997.8,5013.6,5229.0,5443.8,0.0,0.0,300.0,300.0,300.0,210.0,0
19006,16000,1,1,2,25,-2,-2,-2,-2,-2,-2,986.4,527.6,588.0,589.2,1921.2,589.2,527.6,588.0,589.2,1921.2,589.2,669.0,0
8169,28000,0,2,2,41,0,0,0,0,0,0,18456.2,18474.0,18489.2,13154.8,13015.2,12859.0,710.2,762.8,466.6,468.0,455.8,454.6,0
18700,36000,0,3,1,36,-1,-1,-1,-1,-1,-1,264.2,118.0,116.8,239.2,608.0,1601.8,118.0,116.8,240.4,609.8,1601.8,1564.0,0
21839,28000,1,2,1,56,0,0,0,0,-1,-1,24692.0,17155.6,17851.0,16560.0,3360.0,1073.4,1000.0,1000.0,826.4,3360.0,1073.4,400.0,0
5103,10000,0,2,2,27,0,0,0,-2,-2,-2,5276.0,5287.8,-40.0,-40.0,-40.0,-40.0,200.0,0.0,0.0,0.0,0.0,0.0,0
7180,40000,1,1,1,33,-2,-2,-1,0,0,-1,0.0,45.0,1125.6,1108.0,3275.6,970.0,45.0,1125.6,4.6,3275.6,970.0,451.0,0
6960,10000,0,2,1,25,1,-1,0,0,0,0,-1.6,7446.0,2099.2,722.8,450.8,298.8,3726.2,200.0,0.0,0.0,0.0,0.0,1
4330,4000,1,1,2,22,-2,-2,-2,-2,-2,-1,-1.8,-1.8,180.8,60.8,0.0,60.4,0.0,182.6,60.8,0.0,60.4,1535.2,0
15821,86000,0,3,2,38,-2,-2,-2,-2,-2,-2,7538.6,678.0,1186.0,6747.2,4711.6,1623.6,701.4,1192.0,7901.4,2367.6,1631.6,1701.8,0
19556,16000,1,2,1,35,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2279,60000,0,1,2,36,0,0,0,0,0,0,59086.6,60304.2,61607.6,61230.8,59132.8,58065.8,2600.0,2623.2,2200.0,2200.0,2400.0,1860.0,0
15034,4000,1,3,1,35,0,0,0,0,0,0,3958.4,3999.0,4053.8,3653.6,3895.6,3977.0,267.8,300.0,258.0,300.0,140.8,176.4,0
8419,10000,0,3,2,46,0,0,0,0,0,0,10059.4,9322.6,9333.2,4032.4,3972.8,3936.0,370.4,810.0,135.2,146.0,173.2,600.0,1
2708,62000,0,1,2,32,0,0,0,0,0,-1,10668.0,17142.2,13839.0,11833.8,2411.2,2006.4,13844.0,619.0,1000.0,400.0,2011.6,4643.8,0
22368,44000,0,1,1,42,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11822,10000,1,1,2,23,0,-1,-1,-1,-1,0,396.0,53.8,-144.2,-142.0,5822.8,5430.8,53.8,142.0,53.6,9034.2,207.2,200.0,0
16537,44000,1,2,2,28,-1,-1,-1,-1,-1,-1,1493.6,1009.0,988.8,1416.6,499.0,1673.0,1009.0,989.8,1416.6,499.0,1673.0,1114.8,0
5397,24000,1,2,2,24,0,0,0,0,0,-1,6934.0,7121.2,5413.0,5189.6,2376.8,621.4,406.6,240.0,0.0,0.0,621.4,1708.4,1
10575,28000,0,1,2,27,0,0,0,0,0,0,1569.0,2467.6,2783.8,2803.8,869.4,945.8,1000.0,600.0,60.0,100.0,800.0,1200.0,0
4679,42000,0,2,1,30,0,0,0,0,0,0,6580.6,6655.0,6834.8,6828.2,6891.2,6947.4,320.0,369.2,241.8,249.6,249.4,242.4,1
14960,42000,1,2,1,36,0,0,0,0,0,0,18360.2,18607.8,20278.6,17978.8,15130.4,10865.8,800.0,2004.6,609.4,401.4,417.2,402.2,0
21119,26000,1,3,1,31,0,-1,-1,-1,-1,0,12503.6,809.8,1338.0,-203.6,17889.0,18035.8,813.0,1340.8,4203.6,18522.0,654.4,666.4,1
9963,54000,1,2,1,37,0,0,0,0,0,0,22118.6,20497.2,18872.4,17372.2,15707.6,14031.6,900.0,700.0,800.0,600.0,600.0,440.0,0
20034,40000,0,1,2,26,0,-1,0,0,-2,-2,5246.0,565.8,1344.2,-156.0,-156.0,-156.0,565.8,800.0,156.0,0.0,0.0,0.0,0
17009,36000,1,1,2,33,-1,-1,-1,-1,-1,-1,803.8,310.0,855.6,66.2,691.2,2392.8,310.0,855.6,66.8,691.2,2392.8,1138.0,0
18503,96000,0,1,1,37,1,-1,-1,-1,0,0,1214.2,1598.8,1662.6,5142.8,5142.0,4022.0,1604.6,1670.2,5150.6,2802.4,2004.2,2492.4,0
17634,70000,1,2,2,32,-1,-1,-1,-1,-1,0,2072.4,8508.2,2144.6,262.0,1559.2,1045.0,8508.2,2144.6,262.0,1559.2,0.0,0.0,0
20994,22000,1,2,1,29,0,0,0,-2,-1,2,5468.0,3470.6,0.0,0.0,632.2,599.2,2000.0,0.0,0.0,632.2,0.0,6000.0,0
21646,28000,1,1,3,48,1,-1,-1,-1,-1,-1,0.0,156.0,235.2,0.0,156.0,128.4,156.0,235.2,0.0,156.0,128.4,0.0,0
4804,40000,1,2,2,24,0,0,0,0,0,0,7944.6,8117.2,8846.6,9024.8,9250.4,9441.4,270.6,800.0,253.4,300.0,300.0,300.0,0
16848,24000,1,2,1,40,0,0,0,0,0,0,21024.8,21879.8,21879.4,7370.0,7547.8,7676.2,1204.0,780.0,340.0,300.0,280.0,280.0,0
474,10000,1,2,2,23,0,0,0,0,0,2,5359.0,5611.2,5856.8,6097.4,6766.2,6627.6,400.0,400.0,400.0,800.0,0.0,400.0,0
2315,16000,0,3,2,33,0,0,0,0,0,0,11084.8,11319.6,11544.8,11778.4,12398.2,12644.8,413.6,416.2,422.6,1000.0,452.8,468.4,0
15174,4000,1,3,1,51,0,0,0,-1,0,0,3753.6,3936.8,2316.0,156.0,156.0,0.0,342.8,200.0,156.0,0.0,0.0,0.0,0
18133,22000,0,2,1,30,0,0,0,-1,2,2,7056.6,5200.0,1800.0,12770.6,11861.6,12115.2,300.0,300.0,12770.6,300.0,412.4,0.0,0
3305,72000,0,2,2,28,-1,-1,-1,-1,-1,-1,1956.0,1334.4,2240.2,1943.6,1756.2,2369.2,1342.4,2248.8,1949.4,1761.2,2374.4,3807.0,0
22028,64000,0,2,2,28,0,-1,-1,2,0,0,1159.8,14178.2,15351.0,14967.6,14480.4,14369.4,14178.2,1400.2,4.2,602.4,603.0,542.6,0
7240,60000,1,2,1,26,-1,-1,-1,-1,-1,-1,63.2,63.2,63.2,63.2,63.2,93.2,63.2,63.2,63.2,63.2,93.2,63.2,0
1644,40000,1,1,2,29,1,-2,-1,-1,-1,-1,0.0,0.0,788.2,3281.0,-30.0,465.4,0.0,788.2,3281.0,0.0,495.4,0.0,0
4003,6000,0,2,2,31,0,0,0,0,0,0,5357.6,5670.4,17250.6,5670.2,5714.2,4680.0,400.2,320.0,120.0,200.0,93.6,0.0,0
20574,46000,0,2,1,41,0,0,0,0,0,0,60207.6,61065.4,42611.6,43252.0,43193.6,34839.0,1881.0,1553.8,1551.4,1606.0,1309.8,1045.2,1
12912,6000,1,2,1,33,0,0,0,0,0,0,2208.4,2410.2,2620.2,2882.6,2895.2,2958.4,240.0,250.0,307.4,120.0,110.0,120.0,0
14909,8000,1,2,1,38,0,0,0,0,0,0,8025.0,7761.8,7297.0,5630.4,4432.2,3957.8,401.2,400.4,320.6,200.0,400.0,0.0,0
17288,40000,1,1,1,41,1,-1,0,-1,2,0,443.4,12265.6,575.4,32188.8,31372.8,32013.2,12326.8,575.4,32188.8,0.0,1180.0,2600.0,1
6294,64000,1,2,1,55,-2,-2,-2,-2,-2,-2,2394.6,815.2,1575.8,1087.2,10305.8,3617.6,818.6,1583.4,1091.8,10357.4,3635.6,731.8,0
20921,30000,1,1,2,29,0,0,0,0,0,0,29293.0,29466.2,29399.8,29255.4,29589.2,29169.2,1400.0,1348.0,1370.0,1132.8,1132.0,1096.0,0
18287,32000,0,1,2,33,2,2,2,2,2,2,20286.0,20774.0,21343.8,21497.0,21665.2,22127.0,1000.0,1200.0,800.0,820.0,840.0,840.0,0
3040,38000,0,1,2,32,0,0,2,0,0,0,1096.8,1238.4,997.6,688.0,668.2,645.6,490.0,0.0,40.0,200.0,200.0,200.0,0
9918,10000,0,2,1,51,0,0,0,0,0,0,9816.6,9892.4,10000.8,3550.2,3545.0,3537.6,447.6,434.0,123.4,126.2,127.0,122.8,0
21550,12000,1,1,2,29,-1,-1,-1,-1,0,-1,1111.4,1517.4,1411.6,1625.4,911.4,598.4,1517.4,1605.6,1625.4,3.0,598.4,1539.0,0
13584,4000,0,1,2,31,1,-1,-1,-2,-2,-2,0.0,30.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0
21426,4000,1,3,1,43,0,0,0,0,0,0,1908.0,2357.6,2827.4,3256.6,3421.6,3601.0,484.4,512.0,485.2,207.6,223.2,266.4,0
15954,100000,0,1,1,50,0,0,0,0,0,0,70068.0,71857.8,73295.0,49657.6,50656.6,51741.4,2576.8,2600.0,1405.8,1420.0,1500.0,1479.8,0
994,22000,0,2,1,51,0,0,0,0,0,0,9192.8,9384.4,9628.0,9867.8,10108.4,10537.8,400.0,400.0,400.0,400.0,600.0,400.0,0
9249,62000,1,1,2,36,1,-1,-1,-1,-1,-2,-1.6,340.6,-1.6,324.8,0.0,0.0,342.2,0.0,326.4,0.0,0.0,34.6,0
12186,10000,1,2,1,38,2,0,0,2,2,2,5997.8,6236.8,6770.0,6899.0,7025.8,7183.6,400.0,700.0,300.0,300.0,300.0,300.0,1
10688,30000,0,1,1,39,0,0,0,0,0,0,13125.4,12960.6,12568.8,12357.0,12227.2,11457.4,596.4,560.6,403.8,412.0,419.6,404.8,0
6971,36000,0,2,2,40,-1,-1,-1,-2,-2,-2,857.8,200.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,2088.6,0
4652,52000,0,1,1,38,-1,-1,-1,-1,-1,-1,2089.6,239.8,1335.0,235.0,177.6,837.2,242.2,1363.6,236.0,178.4,841.4,1235.0,1
2167,10000,1,2,1,48,0,0,0,0,0,-1,2518.4,2579.8,1462.6,1607.2,789.8,5396.8,403.4,400.0,240.0,20.0,5396.8,1000.0,0
4928,10000,0,2,2,48,3,2,0,0,0,0,2592.2,2405.8,2347.6,2202.2,1977.6,2015.2,101.4,231.6,74.6,73.0,71.8,222.2,1
20364,40000,0,1,1,36,1,-2,-2,-1,0,-1,-19.0,-19.0,-19.0,1.0,201.0,4.2,0.0,0.0,20.0,200.0,100.0,0.0,0
15761,26000,0,3,2,38,2,2,0,0,0,0,22945.2,21520.4,21381.4,18830.4,19273.0,19482.6,4.0,908.8,640.0,700.0,717.0,503.8,1
19420,42000,1,2,2,28,0,0,0,0,2,2,5354.0,5600.2,6240.4,7393.6,6428.2,7003.6,400.0,1000.0,1600.0,0.0,1000.0,0.0,0
10468,14000,1,3,1,46,0,0,0,2,2,2,2266.4,2418.6,2778.2,2674.2,2930.8,2854.2,250.0,400.0,0.0,300.0,0.0,120.0,1
19826,94000,1,1,1,39,-1,0,0,0,0,0,47098.0,25170.6,28729.2,22684.4,19384.2,18881.0,5170.6,4149.0,2684.4,1384.2,1129.0,1222.8,0
6560,44000,1,1,2,28,-1,-1,-1,-2,-2,-2,5000.0,5000.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0
13436,14000,0,1,2,33,0,0,0,0,0,0,12523.0,12769.0,13088.6,13033.8,12874.0,3016.4,574.0,644.8,336.0,600.0,28.4,28.4,0
6172,56000,1,1,1,29,-1,-1,-1,-1,-1,-1,519.4,761.4,232.0,197.0,0.0,13172.4,761.4,232.0,197.0,0.0,13172.4,13248.0,0
15666,84000,0,1,1,39,0,0,0,0,0,0,20066.6,20581.2,21006.0,21429.2,21579.2,22029.8,1027.6,1053.4,1069.4,803.8,830.4,834.6,0
7431,40000,1,2,1,42,-1,-1,-1,-1,-1,-1,252.2,0.0,504.2,1386.8,451.0,604.2,0.0,504.2,1387.0,451.0,604.2,0.0,0
2082,42000,1,3,1,40,-1,-1,0,0,0,0,461.8,958.2,981.8,1317.6,1814.8,1730.2,958.2,381.8,517.6,614.8,730.2,1269.8,0
8063,10000,0,1,2,27,1,-2,-2,-2,-2,-2,-580.0,-580.0,-580.0,-580.0,-580.0,-580.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9130,10000,0,2,2,22,0,0,0,0,0,0,9910.2,8503.4,7091.6,3955.6,3985.8,3958.0,341.4,264.2,137.4,141.0,162.2,174.8,0
15660,54000,0,2,1,36,1,2,0,0,0,0,1142.8,709.6,2283.8,4157.4,4694.2,5197.4,0.0,2200.0,2000.0,1000.0,1000.0,600.0,1
21939,4000,0,2,2,25,0,0,0,0,0,2,3585.4,3476.8,2729.6,2784.8,3137.0,3058.4,300.0,300.0,280.0,400.0,0.0,500.0,0
622,40000,1,2,1,58,-1,-1,-1,-1,-2,-1,607.0,39920.4,144.0,0.0,0.0,300.0,39929.2,144.0,0.0,0.0,300.0,37130.4,0
5841,10000,0,3,2,49,0,0,0,0,0,0,6892.2,7116.4,8122.0,2258.4,653.2,2002.4,400.0,1200.0,400.0,440.0,2000.0,420.0,0
8976,4000,0,3,2,29,-1,-1,-1,-1,-1,-1,890.6,1599.4,1314.6,1484.4,876.2,2343.6,1603.8,1355.8,1509.4,917.8,2400.0,1511.2,0
21660,46000,1,2,2,43,2,2,2,2,2,3,41249.0,43187.2,44200.2,44177.2,47859.8,47459.4,2625.2,2000.0,1000.0,4740.0,400.0,0.6,1
12780,20000,1,2,2,24,2,2,2,2,2,3,18666.0,19057.0,19334.8,19596.6,20560.6,20192.0,880.0,760.0,760.0,1460.0,0.0,135.8,1
5396,30000,1,2,2,26,0,0,0,0,0,2,2138.6,2637.6,3980.4,4613.6,5236.8,5123.0,600.0,1400.0,700.0,700.0,0.0,700.0,1
7623,24000,1,1,2,23,0,0,0,0,0,0,20180.8,18270.8,32186.4,10993.4,8403.4,6091.0,1325.8,623.4,310.2,400.0,254.6,400.0,0
7918,46000,1,1,2,29,0,0,0,0,0,0,6241.2,5679.0,5825.4,5089.2,5228.2,5370.4,300.0,300.0,200.0,220.0,260.0,142.0,0
15230,22000,1,2,1,62,0,0,0,0,0,2,13186.4,13348.0,13634.0,13926.8,14796.2,14535.2,500.0,500.0,520.0,1103.8,0.0,600.0,0
5615,6000,1,2,1,27,0,0,2,2,2,2,4326.4,4853.4,4914.4,4974.4,5085.4,5172.0,660.0,200.0,200.0,220.0,200.0,220.0,1
2880,10000,0,3,2,28,2,2,2,0,0,2,5625.8,5836.8,5684.2,5750.2,6137.0,6008.0,360.0,0.0,220.0,480.0,0.0,300.0,1
3280,80000,1,1,1,28,0,0,-2,-2,-1,-1,36235.6,17332.6,12440.0,7600.0,30.0,38.6,800.0,400.0,200.0,30.0,38.6,738.0,1
10509,90000,0,3,1,36,-1,-1,-2,-2,-2,-2,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
13263,14000,1,1,2,36,0,0,0,0,0,0,15928.0,15004.2,14220.2,14766.2,9379.6,9737.2,600.0,578.6,846.2,1600.0,500.0,335.0,0
19846,16000,1,2,1,49,0,0,0,0,0,0,15469.4,12399.6,9588.2,9570.2,9760.8,10006.6,476.8,1000.0,400.0,346.4,400.0,600.6,0
22248,8000,0,1,2,31,0,0,0,0,0,0,6615.0,6844.2,7173.2,7338.2,6334.4,5589.0,400.0,500.0,402.8,50.0,400.0,100.0,0
17358,20000,1,2,1,32,0,0,0,0,0,0,19781.6,12173.6,12130.4,11667.6,11369.8,9148.8,549.8,960.0,400.0,400.0,400.0,400.0,0
6368,36000,1,2,2,34,-1,-1,-1,-1,-1,-1,38.8,38.2,37.4,35.2,37.6,37.4,40.0,37.4,36.0,40.0,37.4,150.0,0
21935,10000,0,1,1,25,0,0,0,2,0,0,9410.6,1094.4,1178.2,1319.0,1680.0,808.2,400.0,300.0,200.0,400.0,200.0,200.0,0
18338,38000,0,1,1,44,-1,-1,2,2,-2,-2,46.2,684.2,638.0,0.0,0.0,0.0,638.0,0.0,0.0,0.0,0.0,0.0,0
8341,4000,1,2,2,23,-1,-1,-1,-1,-1,-1,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,0
14825,10000,1,2,2,39,2,2,0,0,0,0,10186.4,9959.8,9530.4,9867.2,5678.0,5797.0,0.0,419.6,556.4,187.2,194.2,174.8,0
12222,24000,1,3,1,39,0,0,0,0,2,2,23396.6,23523.2,14970.6,15738.4,15691.2,15228.0,1150.0,800.0,1260.0,600.0,0.0,740.0,0
5363,76000,0,1,2,27,-1,2,-1,-1,-1,-1,500.2,227.6,193.2,251.6,224.2,272.4,0.0,193.2,300.0,224.2,272.4,294.4,0
18833,10000,0,3,1,50,2,0,0,0,0,0,1783.4,2016.0,2221.2,2421.8,2441.2,2783.0,293.6,298.8,299.4,118.8,413.2,0.0,1
2777,40000,1,1,2,29,-2,-2,-2,-2,-2,-2,1868.8,144.6,144.6,207.6,407.0,732.8,144.6,144.6,207.6,407.0,732.8,144.6,0
12118,4000,1,2,1,25,-1,-1,-1,-1,-1,-1,690.8,1375.0,2787.2,563.2,1483.8,33.0,1377.0,2904.6,563.2,1483.8,0.0,3392.6,1
13576,48000,0,1,1,38,2,2,-2,-2,-2,-2,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11075,100000,1,2,1,33,0,0,0,0,0,-1,9683.0,10117.6,6418.2,3923.0,4616.8,905.6,3004.2,281.6,78.4,1400.0,905.6,4404.2,0
3428,6000,1,2,1,43,2,2,2,2,2,2,3049.2,3567.6,3454.4,3626.2,3542.2,3801.4,628.2,0.0,286.8,0.0,316.2,341.0,1
10413,148000,1,2,1,35,2,-1,-1,-1,-1,-1,192.0,1630.8,295.4,3142.6,1797.6,5089.8,1645.8,297.4,3150.8,1802.4,5119.2,1400.6,1
2551,74000,1,1,1,46,-1,-1,-1,0,0,-1,5311.0,314.4,33245.8,33720.2,34203.6,120.0,314.4,33247.0,674.4,803.6,120.0,120.0,0
5084,24000,1,2,1,30,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5198,4000,0,3,2,39,2,0,0,0,0,0,3648.6,3511.4,3976.0,3894.2,3242.2,2873.0,335.4,600.0,118.0,137.4,104.8,47.0,1
1565,46000,0,1,2,28,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1972,84000,1,2,1,36,-1,-1,-1,-1,-1,-1,732.6,867.6,680.0,507.0,643.2,930.4,867.6,680.0,507.0,643.2,530.4,500.0,0
3880,72000,1,2,1,40,1,-2,-1,0,-1,-1,-48.4,-749.6,1102.4,820.4,351.2,880.0,129.8,2000.0,0.0,351.2,880.0,0.0,0
13504,60000,0,2,2,35,0,0,0,0,0,0,48433.6,55307.2,41377.0,33980.2,34108.0,30437.6,8001.2,5306.2,2003.4,1824.6,2051.8,1015.8,0
