ID,CRED_LIMIT,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Default,result1,xgbresult,PAY_B,cc1,cc2,cc3,cc4,cc5,PAY6LIT,P1
5478,1,1,2,2,40,0.0001,0,0.5,0,0.5,0.1,409.6,505.8,2385.8,1144.4,615.2,1050,505.8,2385.8,1144.4,0,1050,705.2,0,0,0,1,1,1,1,0,1,0.7,1
7961,4,0,2,1,25,0.0001,0,0.5,0,0.0001,0.0001,0,500,0,0,0,0,500,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
3587,0,1,3,1,25,0.0001,0.5,0.0001,0.0001,0.0001,0.1,3784,4006,4281.6,4394.8,4478.2,5437.8,340,400,240,200,2400,200,0,0,0,5,0.2,0.2,0.2,0.2,0.5,0.5,0
2011,2,1,3,1,35,0,0.5,0.5,0.5,0.5,0.5,17156,16113.6,15964.6,15867,15901.2,16050.4,581.2,600.4,600,600,700,600,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1,1
18868,0,1,3,1,20,0,0.5,0.5,0.5,0.5,0.5,5223.4,5405.6,5502,5563.4,5626,5428.2,347.4,321.8,261.2,291,171.4,217.4,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1,0
21836,0,1,2,1,50,0,0.5,0.5,0.5,0.5,0.5,7773.2,5886.4,6672.8,6029.8,5405.6,5852.2,400,900.2,479.2,800,615.2,213.6,1,0,0,5,0.2,0.2,0.2,0.2,0.2,0.5,0
1583,1,1,2,2,20,0,0.5,0.5,0,0.5,0.5,2343.6,975.6,3669.4,3141.4,3795.2,1271,200,7465,4160,700,246.4,22.6,0,0,0,3,0.5,1,1,0.2,0.2,0.01,0
9622,1,1,1,2,20,2,2,0.5,0.0001,0.0001,0.0001,20000,0,0,0,0,0.0001,0,0,0,0,0,30080,0,0,0,0,1,1,1,1,0,1,43
12405,3,0,2,2,25,0.0001,0,0.0001,0.0001,0,0.1,0.0001,0.0001,0.0001,0.0001,28.4,18.4,0,0,0,60,20,20,0,0,0,0,0,0,0,1,1,1,0
654,1,1,3,1,35,0,0.5,0.5,0.5,0.5,0.5,7132,7416.4,7692.8,7784.4,8158.2,8621.6,400,400,279.4,500,600,320,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1,0
508,2,0,2,2,35,2,2,2,2,2,2,29122.6,31353,31877.2,32374,33145,33985.6,3000,1320,1300,1300,1400,1400,1,1,1,5,0.2,0.2,0.2,0.2,0.2,1,2
12415,1,0,2,2,20,0,0.5,0.5,0.5,0.5,0.1,23960.6,23747.4,22737.8,11894.6,0.0001,0.0001,1020,920,600,0,0,0,1,0,0,3,0.2,0.2,0.2,0,0,0,0
1023,2,1,1,2,20,1,0,0.5,0,0,0.1,38.2,392.6,945.8,313.6,859,0,392.8,945.8,313.6,859,0,379,0,0,0,0,1,1,1,1,1,1,1
22274,2,0,2,1,40,1,0,0.0001,0.0001,0.0001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
3941,2,0,1,1,60,0.0001,0,0.5,0,0,0.1,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,0,0,0,0,1,1,1,1,1,1,0
6409,5,0,1,1,30,0.0001,0,0.0001,0.0001,0.0001,0.0001,0.0001,368.8,0,0,0,0,370.6,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0
9444,4,0,2,1,35,0.0001,0,0.0001,0.0001,0.0001,0.0001,867.8,339,3421.2,1920,410.4,765.8,363,3421.2,1920,410.4,765.8,680,0,0,0,0,1,1,1,1,1,0.5,1
4030,3,0,2,2,25,0,0.5,0.5,0.5,0,0.1,3693,4197.4,3511,3560.6,370.4,408.8,604.4,200,410.8,371.4,413.8,1265.4,0,0,0,3,0.2,0.2,0.2,1,1,1,2
17765,1,1,3,1,60,0,0.5,0.5,0.5,0.5,0.5,11894.2,11804.2,9916,7628,5968.6,5543.8,480,388,295.4,205,201.2,252.2,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1,0
13257,0,1,1,1,40,0,0.5,0.5,0.5,0.5,0.5,7709.8,7584.8,7529.6,7760.8,7930.2,8158.8,400,340,400,400,400,400,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1,1
18713,1,0,1,2,40,0,0.5,0.5,0.5,0.5,0.5,24363.2,24844.6,12463.6,12842.8,8968,9193.8,1200,1200,600,400,400,400,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,1
588,2,1,1,1,40,1,0,0.5,0,0.0001,0.0001,0,0,498,0,0,0,0,498,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0
11700,1,0,3,1,50,2,0.5,0.5,2,2,0.5,9780,7407.8,7266.8,6842.8,6157.8,5798.8,400,800,220,0,210,206.8,1,1,1,5,0.2,0.2,0.2,0,0.2,0.7,0
16381,1,1,2,2,20,1,2,3,2,2,2,3291,3577,3661,3741.6,3821,3930.6,400,200,200,200,200,200,0,1,0,5,0.2,0.2,0.2,0.2,0.2,1,0
9405,3,1,3,1,40,0.0001,0.5,0.0001,0.0001,0.0001,0.0001,126.4,63.2,63.2,63.2,63.2,63.2,0,63.2,63.2,63.2,63.2,63.2,1,0,0,1,0,1,1,1,1,1,0
7889,3,1,3,1,35,0.0001,0,2,0,0,0.1,918.2,7770.8,3057.4,2840.2,5226.6,900.8,7795.8,3.2,2840.2,5226.6,900.8,2149.6,0,0,0,1,1,0.01,1,1,1,0.7,3
15215,2,1,3,1,50,0.0001,0,0.0001,0.0001,0.0001,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
7185,1,0,3,1,40,0,0.5,0.5,2,0.5,0.5,12777.8,13102.4,13752.8,2870.6,3222,3566.4,560,800,0,400,400,200,0,0,0,5,0.2,0.2,0,0.2,0.2,0.5,0
7584,1,0,1,2,25,1,0,0.5,0.5,2,2,0,626.4,628.8,727.6,687.2,4443.8,626.4,210.6,109.4,0,3800,0,1,0,0,4,1,0.5,0.2,0,1,0,0
4037,1,0,1,2,20,0.0001,0,0.5,0,0,0.1,78,0,134.4,0.0001,566,0,0,134.4,0,587.6,0,0,1,0,0,0,1,1,0,1,1,0,0
8770,1,0,1,1,40,1,2,0.5,0.5,0.5,0.5,20476.6,18540.8,17467.6,9385.4,16038.8,0,0,800,187.8,16000,0,0,0,1,0,4,0,0.2,0.2,1,1,0,0
19678,5,1,2,1,40,0,0.5,0.5,0.5,0.5,0.5,15928,15072.4,14709.4,9454.8,9290.8,8381.2,603.4,604,402,407,602.8,609,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1,1
2900,2,0,3,1,35,0.0001,0,0.5,0,0,0.1,806,1344,0,1696.8,412,0,1344,0,1696.8,412.8,0,159.6,0,0,0,0,1,1,1,1,1,0.5,0
20690,1,0,3,1,50,1,2,2,2,0.5,0.5,15437,16062.2,16311.6,15752.2,14270.4,3934.8,1000,620,0,400,142.6,300,1,1,0,5,0.2,0.2,0,0.2,0.2,0.7,0
16275,0,1,2,2,20,0,0.5,0.5,0.5,0.5,0.5,824,1077.4,1288,1474.6,1649.2,2219,300,260,240,200,600,81.2,0,0,0,5,0.5,0.5,0.2,0.2,0.5,0.5,0
223,1,1,2,1,25,0.0001,0,0.5,0,0,0.1,337.2,131.4,435.8,284.6,0,364,131.4,463.8,284.6,0,364,499.2,0,0,0,0,1,1,1,1,1,1,1
13071,2,1,2,2,35,0.0001,0,0.5,0.5,0.5,0.5,169,10601.2,10175.8,10132,10256.4,10632.4,10604.2,456,426.6,227.6,637.2,235.8,0,0,0,4,1,0.2,0.2,0.2,0.2,0.2,0
13099,2,1,1,1,35,0,0.5,0.5,0.5,2,2,7591.6,8097.4,8318,8793.4,8944.4,9206.4,604.6,320,580,320,400,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0,0
20362,2,0,3,1,40,0,0.5,0.5,0.5,0.5,0.5,27073.4,27018.2,26609.4,26452.8,26074.4,26634,1260,960,947.4,933.4,980,969.8,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1,1
7987,0,0,1,2,20,0,0.5,0.5,0.5,0.5,3,812,554.8,752.8,800.2,1026.8,952.4,260,240,60,240,0,0,0,0,0,5,0.5,0.5,0.2,0.5,0,0,0
6005,3,1,2,1,30,0,0.5,0.5,0.5,0.5,0.5,48748.4,47440.8,47662.8,43926.8,37368.2,37802,1603.4,1623.4,2808.8,1082,1171,1050.8,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,2
20253,0,0,5,1,40,0,0.5,0.5,0.5,0.5,2,4411.6,4873.4,5393,5904.2,6406.4,6277,600,600,600,600,0,400,0,0,0,5,0.2,0.2,0.2,0.2,0,1,1
5024,1,0,3,2,25,0,0.5,0.5,0.5,0.5,0.5,7434,7383.6,2032.6,2138.4,3061.4,3967.6,400,600,200,1000,1000,200,0,0,0,5,0.2,0.5,0.2,0.5,0.5,0.5,0
14095,1,1,2,1,25,0,0.5,0.5,0.5,0.5,0.5,16568.6,17061,17230.4,11250,11520.6,3867.2,800,800,451.4,400,400,140,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.5,0
4739,2,0,2,1,30,0,0.5,0.5,0.5,0.5,0.5,25719,26325.4,27285.6,10811.6,11079.6,11339.6,921.2,1363,360,400,400,400,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,1
5228,5,1,1,2,40,1,0,0.0001,0.0001,0,0.1,0,0,0,0,919,39.6,0,0,0,919,39.6,1019,0,0,0,0,1,1,1,1,1,1,1
18389,3,0,1,2,30,0,0.5,0.5,0.5,0.5,0.5,904.8,525,880.2,1007.8,1382.6,1470,400,600,600,600,600,600,0,0,0,5,1,0.7,0.7,0.5,0.5,1,1
3852,2,1,1,2,30,2,2,2,2,2,2,14723.6,15398,15636.2,16529,16947.8,16656.4,900,600,1140,700,0,640,1,1,1,5,0.2,0.2,0.2,0.2,0,1,1
2426,0,1,2,1,25,2,2,2,2,2,2,6190.8,6134,5971.2,6116.8,5576.6,5866.8,414.8,0,460.8,0,480,0,0,1,1,5,0.2,0,0.2,0,0.2,0,0
22461,1,0,3,1,40,0,0.5,0.5,2,0.5,0.5,2280.2,2501.2,2954.8,2846.6,2948.8,3050.4,260,600,0,200,200,600,0,0,0,5,0.2,0.5,0,0.2,0.2,1,1
2366,0,1,2,2,25,2,0.5,0.5,0.5,0.5,0.5,3873.2,3859.4,4004.6,3925,3037.6,0,360,300,100,100,0,0,1,1,1,4,0.2,0.2,0.2,0.2,1,0,0
284,1,1,1,2,25,0.0001,0.5,0.5,0,0,0.1,2166.6,2889.2,1521.8,998.2,680,749,2800,771,998.2,720,1100,800,0,0,0,2,1,0.7,1,1,1,0.7,1
12783,1,1,2,1,25,2,2,2,2,2,2,9360,9566,9773.6,9894,9600.6,10151,420,420,340.2,0.2,781.2,0,1,1,1,5,0.2,0.2,0.2,0.01,0.2,0,0
17266,3,1,2,1,35,0,0.5,0.5,0.5,0.5,0.5,48572.8,47564.2,44636,47460.2,40245.2,41560.4,2200,2200,4000,2000,2000,3000,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1,4
4686,2,1,1,2,25,1,0,0.5,0,0,0.1,0,159,117.6,297.6,121.8,153.6,159,117.6,297.6,121.8,153.6,117.6,0,0,0,0,1,1,1,1,1,0.7,0
8087,1,1,3,2,35,0,0.5,0.5,0.5,0.5,0.5,5862.2,6172.4,5322.8,3114.2,2994.2,3109.2,2000,1000,300,160,400,400,0,0,0,5,0.5,0.2,0.2,0.2,0.2,0.7,1
2009,2,1,1,2,35,1,0,0.5,0.5,0.5,0.5,0,0,116.8,119.2,119.2,0,0,116.8,2.4,0,0,0,0,0,0,2,1,1,0.2,0,1,0,0
17293,2,1,1,2,25,0,0.5,0.5,0.5,0.5,2,31413.4,31152,30609.4,24566.2,24958.8,23349.2,1141.6,1484.8,850.2,1202,1000,800,1,0,0,5,0.2,0.2,0.2,0.2,0.2,1,1
238,1,1,2,2,35,0,0.5,0.5,0.5,0.5,0.5,9563.8,9789.4,10066,10178.8,10435,10730.4,440,500,400,420,500,440,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1,1
6736,2,0,1,2,25,0.0001,0,0.5,0,0,0.1,34,660,7705.2,0.0001,3736.2,2479.8,663.6,8499.4,0,3754.8,2492.2,1905.2,0,0,0,0,1,1,0,1,1,0.7,3
10091,0,0,2,2,25,0,0.5,0.5,0.5,2,0.5,2064.2,2269.6,2471.8,2746,2674.2,2698.2,240,241.6,315.8,0,121.6,400,0,0,0,5,0.2,0.2,0.2,0,0.2,1,1
6818,2,1,1,2,30,4,4,4,3,2,2,16604,16930.8,16570.4,16232.4,15991.6,35629.6,700,0,0,0,20000,0,1,1,1,5,0.2,0,0,0,0.7,0,0
18176,4,0,3,1,30,0.0001,0,0.5,0,0.5,0.5,0,78.4,165.4,27239.6,27744.4,28325.8,78.4,165.4,27420.2,1000,1023.8,1075.2,0,0,0,2,1,1,1,0.2,0.2,0.2,2
12112,4,1,2,2,40,0,0.5,0.5,0.5,0.5,0.5,70507.6,72129.6,67840.8,56504,58104.2,5558.4,2830.4,3000,3000,3000.8,1014.2,1033.6,1,0,0,5,0.2,0.2,0.2,0.2,0.2,0.5,1
15190,1,1,2,2,40,0.0001,0,0.5,0,0,0.5,78,78,78,78,156,78,78,78,78,156,0,78,1,0,0,1,1,1,1,1,0,1,0
1547,3,0,1,2,35,0,0.5,0.5,0.5,0.5,0.5,60940.4,61588.6,62840.2,63840.8,65151.6,63979.6,4000,2573.6,2344.2,2400,2600,2345.6,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1,3
17616,2,1,1,2,30,0.0001,0,0.0001,0.0001,0.0001,0.0001,1000,0,1000,0,50.8,1873.2,0,1000,0,50.8,1873.2,230,0,0,0,0,1,1,1,1,1,0.5,0
14455,4,1,1,2,30,0,0.5,0.5,0.5,0.5,0.5,58108.6,23695.8,22549.2,20522.2,18458,10297.8,1457.6,1215.8,1218.2,1245.4,1011,5497.2,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1,8
10219,3,1,1,1,40,0.0001,0,0.5,0.5,0,0.0001,187.8,1637.6,7334,0,291,604.6,1637.6,6000,0,291,604.6,4933.6,0,0,0,1,1,1,1,1,1,1,7
7516,3,1,1,1,40,0.0001,0,0.5,0,0.5,0.1,641.8,0,510.4,447.2,447.2,490,0,510.4,447.2,0,500,0,0,0,0,1,1,1,1,0,1,0,0
4943,4,1,1,1,30,0.0001,0.5,0.5,0,0.5,0.1,88,295.8,588,632,832,176.6,207.8,300,632,200,176.6,5600,0,0,0,3,1,0.7,1,0.5,1,1,8
18295,1,0,6,1,40,0,0.5,0.5,0.5,0.5,0.1,33115.6,30606.6,26603.4,3832.8,654.4,2353.2,870.2,704,200,654.4,2353.2,348,1,0,0,3,0.2,0.2,0.2,1,1,0.5,0
11194,3,1,2,1,35,0,0.5,0.5,0.5,0.5,0.5,47564.2,44636,47460.2,40245.2,41560.4,43856.2,2200,4000,2000,2000,3000,2000,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1,3
7359,1,0,3,1,40,2,2,2,2,2,2,14953.2,15294,15502.8,15746,16063.2,16464.2,700,580,620,600,700,1300,1,1,1,5,0.2,0.2,0.2,0.2,0.2,1,2
18193,3,0,2,2,25,2,2,2,2,2,2,21381.4,22110,22775.4,23044.6,23386,22521.4,1380,1320,940,1020,0,840,0,1,1,5,0.2,0.2,0.2,0.2,0,1,1
3417,1,0,3,1,40,2,0.5,0.5,0.5,0.5,0.5,13501,12319,9384,9436.8,9611.6,9777.6,520,411.2,340,400,400,400,1,1,1,5,0.2,0.2,0.2,0.2,0.2,1,1
15266,0,0,2,2,25,0,0.5,0.5,0.5,0.5,0.5,3405.4,6847,3695.6,3843,3183,0,300,600,240,80,0,0,0,0,0,4,0.2,0.2,0.2,0.2,1,0,0
21310,3,1,2,2,25,0,0,0.5,0,0.5,0.5,8746.6,3316.8,3299.6,20185.6,5216.6,4042.8,3357.4,3302.8,20188,4045.8,5,1.6,0,0,0,2,1,1,1,1,0.01,0.01,0
16784,2,1,2,2,25,0,0.5,0.5,0.5,0.5,0.5,8687.2,9376.6,8835.8,8940.8,8999.4,9039.8,1002.4,500,400,400,600,600,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1,1
15567,1,0,2,1,35,0,0.5,0.5,0.5,0.5,0.5,11596.2,13371.6,13060.6,12613.2,5658.2,5051.6,3000,649.4,700,167.4,200,500,0,0,0,5,0.5,0.2,0.2,0.2,0.2,0.7,1
15392,1,0,2,2,25,2,2,2,0.5,0.5,0.5,9269.2,9922.4,9709.2,9831.4,9978,9788.2,871,0,380,266.6,0,199.8,0,1,1,5,0.2,0,0.2,0.2,0,0.7,0
20780,1,1,2,2,20,0,0.5,0.5,0.5,0.5,0.5,27093.2,25218.2,25727.2,20680,8127.6,2220.8,827.8,27509.8,703.8,236,0,0,0,0,0,4,0.2,1,0.2,0.2,0,0,0
13950,3,1,1,2,25,0,0.5,0.5,0.5,0.5,0.5,24031.6,24461.4,22428.8,21463.6,21190.4,21925.2,1200,1000,1066.6,1000,1000,600,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,1
11582,0,0,2,2,25,0,0.5,0.5,0,0.5,0.5,1464,1552.2,126.2,896.2,1296.2,693,400,126.2,896.2,400,60,666.4,1,0,0,3,0.5,1,1,0.5,0.2,1,1
13828,1,1,5,2,20,0,0.5,0.5,0.5,0.5,0.1,2304.2,1043.8,912,1090,0,0,300,400,200,0,0,0,0,0,0,3,0.5,0.5,0.2,1,1,0,0
17731,4,1,2,1,35,0,0.5,0.5,0.5,0.5,0.5,61477.6,56018,49803.6,50499.2,50666.2,47610.2,2587.2,1838,1800,1620,1620,1600,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1,2
18964,1,1,2,2,20,0,0.5,0.5,0.5,0.5,0.5,9083.4,9001.8,8927.8,10439.6,8636.2,6294.6,400,400,2010.4,400,227.2,400,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,1
7561,1,1,2,1,50,0,0.5,0.5,0.5,0.5,0.5,11101,11474.8,7150.2,5164.8,5166.2,5478.6,600,403,400,200,400,400,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1,1
330,1,1,1,2,20,0,0.5,0.5,0.5,0.5,0.5,15404.8,14656.2,11561.2,7528.4,9247,9422,642.4,320,191.2,8000,360,340,1,0,0,5,0.2,0.2,0.2,1,0.2,0.2,0
226,1,0,2,2,35,0,0.5,0.5,0.5,0.5,0.5,19841.8,19644.4,13437,13385.2,13359.2,12902.6,698,466.4,462.8,473,499.4,461,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1,1
17463,1,1,2,1,30,0,0.5,0.5,0.5,0.5,0.5,25729.8,20180.4,25420.4,13103.4,13385,13668.8,1100,1465.6,1000,500,500,600,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,1
5619,0,0,2,1,30,0,0.5,0.5,0.5,0.5,0.5,4780,5101.4,5297.8,5403.4,11237.2,5829.2,400,283.6,189.2,287.4,600,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0,0
3324,2,0,2,2,25,0,0.5,0.5,0.5,0.5,0.5,3090.6,3785,4718,5562,7600,0,800,1000.6,1000,2038,0,0,0,0,0,4,0.5,0.5,0.2,0.5,1,0,0
15030,4,1,2,1,35,0.0001,0.5,0.5,0.5,2,0.5,20374.6,19903.2,19974.6,20072.2,18010.4,17822.4,703.4,707.4,1362,0,552.8,700,0,0,0,5,0.2,0.2,0.2,0,0.2,1,1
12361,0,1,3,1,50,0,0.5,2,0.5,0.5,2,2493.2,3066.6,2960.4,3104.6,3694,3766.8,617.2,0,255.2,644.6,161,0,1,1,0,5,0.5,0,0.2,0.2,0.2,0,0
17954,2,0,4,3,25,0.0001,0,0.5,0.5,0,0.0001,692.4,229.4,1400.4,0,0,0,229.4,1200,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
12066,3,1,2,1,30,0.0001,0,0.0001,0.0001,0.0001,0.0001,249.8,0,0,0,235.6,338.4,0,0,0,235.6,338.4,162,1,0,0,0,1,1,1,1,1,1,0
17739,3,1,1,2,30,0.0001,0,0.5,0,0.5,0.1,383,1227.2,0,5728.4,819.6,3804.8,1230.2,0,5728.4,0,3885.2,0,0,0,0,1,1,1,1,0,1,0,0
7270,4,0,1,2,30,0.0001,0,0.0001,0.0001,0.0001,0.0001,306.6,0.0001,498.6,0.0001,259.8,0.0001,4.8,501,0,261,0,0,1,0,0,0,0,1,0,1,0,0,0
21045,1,1,3,1,30,1,2,2,2,2,2,13684.6,14000.4,14277.8,14757.6,14892.6,14566.8,660,620,840.8,558,0,608.6,1,1,0,5,0.2,0.2,0.2,0.2,0,1,1
4038,0,0,1,2,20,1,2,3,2,0.5,0.5,3337.6,3685.4,3568.6,3451.8,3556.2,3606.8,460,0,0,160,140,160,1,1,1,5,0.2,0,0,0.2,0.2,1,0
21044,1,1,3,1,30,2,2,2,2,2,2,5657.8,6556.6,6742.8,6450,6849,3943.8,1000,600,0,1000,0,600,1,1,1,5,0.2,0.2,0,0.2,0,1,1
20601,6,0,3,1,40,2,2,2,0.5,0.5,2,98362,106857.8,98938,100985.8,100294.8,89321,10300,0,3813.4,7139.2,0,3633.8,1,0,1,5,0.2,0,0.2,0.2,0,1,5
11230,2,1,1,2,25,0,0.5,0.5,4,3,2,1796.4,0,237.4,236.4,176.4,88.2,0,237.4,0,0,0,116.6,0,0,0,3,1,1,0,0,0,1,0
11085,0,1,1,2,20,0,0.5,0.5,0.5,0.5,0.1,5023,5257.4,5320.4,4200,0,0,377.2,324,0,0,0,0,1,0,0,3,0.2,0.2,0,1,1,0,0
3457,2,0,2,2,25,2,2,2,2,2,2,15081.2,15381.4,15609.4,15872.4,16217.8,16559.2,660,600,640,630.4,640,620,0,1,1,5,0.2,0.2,0.2,0.2,0.2,1,1
14811,2,1,1,1,35,0.0001,0,0.5,0,0,0.1,3023.6,1208.2,291.8,435.6,526.8,193.6,1209.4,652.4,435.6,526.8,193.6,486.4,0,0,0,0,1,1,1,1,1,1,1
21569,2,1,1,2,25,0,0.5,0.5,0.5,0.5,0.5,10217,9706.2,11070.4,12611,15009.2,13036.8,1002.8,2000,2000,3011.4,2002,2007.2,0,0,0,5,0.2,0.2,0.2,0.5,0.2,1,3
18913,1,1,2,2,20,0,0.5,0.5,0.5,0.5,0.5,2266.6,2388.8,1566.4,1440.8,1344.8,1593,846.8,1200,600,602,1000,600,0,0,0,5,0.5,1,0.5,0.5,0.7,1,1
18558,0,0,2,1,35,0,0.5,0.5,0.5,0.5,0.5,5065.6,4504,4310.8,4456,3666,156,400,400,400,200,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0,0,0
8789,1,0,2,2,25,0.0001,0,0.5,0,0,0.1,862,781,482.2,385,588.6,1249.8,781,482.2,385,588.6,1249.8,356,1,0,0,0,1,1,1,1,1,0.7,1
20534,2,0,3,2,40,0,0.5,0.5,0.5,0.5,0.5,34412.8,35057.4,23937.4,26345,26824.4,26792.2,1600,1003.6,4200,1200,1200,1200,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,2
5773,2,1,1,1,35,0.0001,0,0.5,0.5,0,0.1,1411.6,957.2,1370.6,1134.6,1517.6,547.4,957.8,1370.6,22.6,1517.6,547.4,0,1,0,0,1,1,1,0.2,1,1,0,0
21193,3,1,1,1,40,0,0.5,0.5,0.5,0.5,0.5,43623.2,41506.6,40906.4,39212.2,36028.4,37167.6,2008.2,2012.8,1847.6,1200,1608.8,1406,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1,2
17070,5,1,1,1,35,3,2,2,3,3,3,530,530,530,530,530,530,0,0,0,0,0,40,1,1,1,5,0,0,0,0,0,1,0
17692,4,1,5,1,35,0.0001,0,0.5,0,0.5,0.1,620.4,110.4,6205.8,1546.2,230.8,159.8,110.4,6210.2,1546.2,0,159.8,647.6,0,0,0,1,1,1,1,0,1,0.5,1
11327,4,0,1,1,30,0.0001,0,0.5,0,0,0.1,308,219.8,1268.4,1015.4,254.8,0.0001,220.4,1270.6,1021,255.4,0,411.6,0,0,0,0,1,1,1,1,0,1,1
12036,0,1,2,2,25,1,2,2,0.5,0.5,0.5,3945,3473.6,3360.2,3557.8,3483.8,3525.6,258.6,0,256.2,154.2,128,158,0,1,0,5,0.2,0,0.2,0.2,0.2,1,0
16991,4,1,3,1,40,0.0001,0,0.0001,0.0001,0.0001,0.0001,887,159.8,214.2,3116.8,639,852.2,161,214.2,3120.8,639,853.8,705,0,0,0,0,1,1,1,1,1,1,1
12249,1,1,2,2,40,0,0.5,0.5,0.5,0.5,0.5,14597.4,14411,14146,13697.4,11460.8,8269,512.2,549,420,336.8,800,600,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1,1
6330,1,1,1,1,40,0,0.5,0.5,0.5,0.5,0.5,29516.4,27799.2,28111.6,18104.4,18183.4,18466,1078.8,845.8,642.2,659.4,662.4,676.2,1,0,0,5,0.2,0.2,0.2,0.2,0.2,1,1
4775,0,0,3,1,25,0,0.5,2,0.5,0.5,0.5,4036.8,4140.4,4011.4,3916.6,3998.2,4089.2,590,0.4,137.4,141.8,193,111.8,1,1,0,5,0.2,0.01,0.2,0.2,0.2,0.7,0
20286,1,0,1,2,35,2,0.5,0.5,0.5,0.5,0.5,15076.8,14835.4,13067.2,10715.6,9857.6,8774,800,800,700,400,500,360,1,1,1,5,0.2,0.2,0.2,0.2,0.2,0.7,1
6821,1,1,2,1,25,2,0.5,0.5,0,0.0001,0.0001,1285,916,0,0,0,0,210,0,0,0,0,0,1,1,1,1,0.5,1,1,1,1,0,0
16847,2,1,6,2,35,0,0.5,0.5,0.5,0.5,0.1,31509.6,32861,31240.2,29995,0,0,32162.4,634.6,749.8,0,0,0,1,0,0,3,1,0.2,0.2,1,1,0,0
13730,0,1,1,2,20,0,0.5,0.5,0.5,0.5,0.5,3386.2,3528.8,3735.8,3655,1590.6,1664.6,260,268,241.4,60,100,100,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,0
2526,1,1,2,1,40,0.0001,0,0.5,0,0,0.1,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,63.2,1,0,0,0,1,1,1,1,1,1,0
6186,4,1,2,1,25,0,0.5,0.5,0.5,0.5,0.5,11251,24243,26507.2,26340.8,66211.8,65791.6,14307.2,2507.2,2340.8,42411.8,2591.6,2563.8,0,0,0,5,0.7,0.2,0.2,0.7,0.2,0.2,4
11632,1,0,3,1,40,0.0001,0,0.5,0,0,0.1,252.2,252.2,0,252.2,252.2,252.2,252.2,0,504.4,252.2,252.2,286.4,0,0,0,0,1,1,1,1,1,1,0
435,0,0,2,1,30,0.0001,0,0.5,0,0,0.1,1559.4,537.4,1752.4,675.4,400,0,537.4,1753,678,408,0,0,0,0,0,0,1,1,1,1,1,0,0
19405,2,1,2,2,30,0.0001,0,0.5,0,0,0.1,832,1563.4,471.6,3714.4,2312,859.6,1563.4,471.6,3715.4,2312,859.6,2466,0,0,0,0,1,1,1,1,1,1,4
6211,0,1,1,2,25,1,0,0.5,0,0,0.1,0,90,0,0,49.4,0,90,0,0,49.4,0,0,0,0,0,0,1,1,1,1,1,0,0
19750,1,1,1,2,25,0,0.5,0.5,0.5,0.5,0.1,808.2,268.6,434.8,695.8,601.2,162,240,500,600,200,180,9715.6,0,0,0,3,1,1,1,0.5,1,1,14
