ID,CRED_LIMIT,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,Default,PAY_B,cc1,cc2,cc3,cc4,cc5,PAY6LIT,c00,c04,c05,xgbresult
5839,4.0,0,2,2,40,-1,-1,-1,0,0,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0,-2147483648,-2147483648,0.0
16735,60.0,1,2,2,25,0,0,0,0,2,0,5,0.2,0.2,0.2,0.0,0.2,1.0,7,5,5,0.0
13805,46.0,1,1,2,20,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,1,0,0,0.0
8885,42.0,1,2,2,25,-1,-1,-1,-1,-1,0,0,0.0,1.0,1.0,1.0,1.0,0.0,0,-2147483648,-2147483648,0.0
12306,40.0,1,1,1,30,1,-1,-2,-2,-2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,-2147483648,-2147483648,-2147483648,0.0
22379,100.0,0,1,2,30,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,9,8,9,0.0
12566,16.0,0,1,1,35,1,2,3,2,-1,1,3,0.5,0.0,0.0,1.0,1.0,1.0,0,-2147483648,-2147483648,0.0
5393,24.0,1,1,2,30,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,4,4,4,0.0
7989,100.0,0,1,2,50,-2,-1,-2,-2,-2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,-2147483648,-2147483648,-2147483648,0.0
7682,20.0,1,1,1,25,0,0,2,0,0,0,5,0.2,0.0,0.2,0.2,0.0,1.0,3,3,4,0.0
11544,60.0,1,2,2,40,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,3,3,3,0.0
11527,44.0,1,1,1,40,2,2,0,0,0,1,5,0.0,0.2,0.2,0.2,0.2,1.0,1,1,1,1.0
8211,16.0,1,1,2,20,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.5,1.0,9,3,2,0.0
9103,40.0,1,2,2,20,0,0,0,0,-1,0,3,0.2,0.2,0.5,1.0,1.0,0.0,2,-2147483648,-2147483648,0.0
3261,74.0,0,2,1,30,1,-1,-2,-1,2,0,2,1.0,1.0,1.0,0.0,1.0,0.0,-2147483648,0,0,0.0
9056,64.0,1,1,1,40,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,6,1,1,0.0
8920,52.0,1,2,1,35,-1,-1,-1,2,2,0,3,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0.0
11418,92.0,1,2,2,30,0,0,0,0,0,1,5,0.2,0.2,0.2,0.2,0.2,1.0,9,8,9,0.0
14687,80.0,1,1,2,30,-1,-1,-1,0,0,0,3,1.0,1.0,0.7,0.2,0.5,0.2,-2147483648,2,1,0.0
7427,50.0,1,1,2,25,2,2,2,0,0,1,5,0.7,0.0,0.2,0.2,0.2,0.2,0,0,0,1.0
20233,72.0,0,1,1,35,0,-1,-1,-1,0,0,1,1.0,1.0,1.0,0.01,1.0,0.2,4,0,-2147483648,0.0
14700,58.0,1,1,2,35,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,1,1,1,0.0
18623,18.0,0,2,1,35,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.5,9,9,4,0.0
11816,16.0,1,1,2,20,0,-1,0,0,0,0,4,1.0,0.2,0.2,0.2,0.2,0.2,0,4,3,0.0
12743,10.0,1,3,2,20,0,0,-1,0,-1,0,2,0.2,1.0,0.2,1.0,1.0,0.2,9,-2147483648,-2147483648,0.0
10786,34.0,0,1,2,30,-1,-1,-1,-1,0,0,1,1.0,1.0,1.0,0.01,1.0,0.2,0,0,-2147483648,0.0
21783,10.0,1,2,1,40,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.5,6,8,9,0.0
5225,10.0,1,3,2,20,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,9,5,5,0.0
5213,16.0,1,2,1,35,0,0,-1,-2,-2,1,0,1.0,1.0,1.0,1.0,1.0,1.0,10,-2147483648,-2147483648,0.0
8943,44.0,0,1,2,30,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,9,7,8,0.0
4979,122.0,0,2,1,25,0,0,0,0,0,0,5,0.5,0.2,0.5,0.5,0.2,1.0,0,0,0,0.0
12273,52.0,1,1,1,35,-1,-1,-1,-1,-1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,-2147483648,-2147483648,-2147483648,0.0
14804,10.0,1,2,1,30,3,2,0,0,0,0,5,0.0,0.2,0.2,0.2,0.2,1.0,9,3,3,1.0
14373,70.0,1,3,1,35,0,0,2,0,0,0,5,0.2,0.0,0.2,0.2,0.2,0.7,7,7,8,0.0
8323,50.0,1,1,2,40,1,-1,-1,-1,-1,0,0,1.0,1.0,1.0,1.0,1.0,0.0,-2147483648,-2147483648,-2147483648,0.0
6157,54.0,0,1,1,50,-1,-1,-1,-1,-1,1,0,1.0,1.0,1.0,1.0,1.0,0.0,0,-2147483648,-2147483648,0.0
14252,40.0,1,1,1,25,1,-1,-1,2,0,0,2,1.0,1.0,0.0,0.0,1.0,1.0,-2147483648,0,-2147483648,0.0
12056,72.0,1,2,1,40,-1,-1,-1,-1,0,0,2,1.0,1.0,1.0,0.0,0.0,1.0,-2147483648,1,0,0.0
16602,8.0,1,1,2,20,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,2,2,2,0.0
15976,4.0,0,2,1,40,0,0,0,0,0,0,4,0.2,0.2,0.2,0.2,1.0,0.0,9,6,-2147483648,0.0
22446,44.0,0,1,2,35,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,6,7,8,0.0
4547,30.0,1,2,1,35,2,2,2,2,2,0,5,0.2,0.2,0.2,0.2,0.2,1.0,8,9,10,1.0
18727,20.0,0,1,2,35,2,2,0,0,2,1,5,0.0,0.2,0.2,0.2,0.2,1.0,3,4,4,1.0
19139,30.0,1,3,2,30,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,1.0,0.0,0,0,0,0.0
6194,62.0,0,1,1,35,1,-1,0,0,0,0,4,1.0,0.2,0.2,0.2,0.2,0.2,5,0,0,0.0
17974,4.0,0,2,1,20,1,4,3,2,2,0,5,0.2,0.0,0.0,0.2,0.2,1.0,8,8,9,0.0
22325,2.0,0,3,2,40,1,-1,0,0,0,0,4,1.0,0.7,0.7,0.5,0.7,1.0,-2147483648,3,0,0.0
21344,36.0,1,3,0,35,-1,-1,-1,-1,-1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,-2147483648,-2147483648,-2147483648,0.0
8502,44.0,0,1,2,30,-2,-1,-2,-2,-2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,-2147483648,-2147483648,-2147483648,0.0
13447,36.0,0,1,2,25,-1,-1,-1,-1,-1,0,0,1.0,1.0,1.0,1.0,1.0,0.5,-2147483648,-2147483648,-2147483648,0.0
5175,32.0,1,3,1,35,-2,-1,-2,-2,-2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,-2147483648,-2147483648,-2147483648,0.0
18942,6.0,1,1,2,20,2,0,0,0,0,1,5,0.2,0.2,0.2,0.2,0.2,0.7,8,9,10,1.0
2431,26.0,0,2,2,25,-1,-1,-1,-2,-2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,-2147483648,-2147483648,0.0
6346,46.0,1,3,1,40,-1,-1,-1,-1,-1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1,-2147483648,-2147483648,0.0
847,32.0,1,1,2,25,1,-1,-2,-2,-2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,-2147483648,-2147483648,-2147483648,0.0
15433,18.0,0,2,2,25,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.0,4,4,5,0.0
16456,26.0,1,1,1,25,-1,-1,-1,-1,-1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,-2147483648,-2147483648,-2147483648,0.0
22006,4.0,0,6,2,25,-1,-1,-1,-1,-1,0,1,0.7,1.0,0.0,1.0,1.0,0.0,0,-2147483648,-2147483648,0.0
7002,94.0,0,1,2,25,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,5,4,4,0.0
21049,16.0,1,2,1,35,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,9,9,5,0.0
7616,40.0,1,2,2,25,-1,-1,-1,-2,-2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,-2147483648,-2147483648,-2147483648,0.0
11440,36.0,1,2,1,30,-2,-1,-2,-2,-2,1,0,1.0,1.0,1.0,1.0,1.0,1.0,-2147483648,-2147483648,-2147483648,0.0
8247,100.0,1,2,2,25,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,1.0,0.2,3,0,0,0.0
6010,32.0,0,1,1,50,0,0,0,0,0,0,4,0.2,0.2,0.2,0.2,0.0,0.0,9,4,-2147483648,0.0
13103,18.0,1,2,1,30,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,7,3,3,0.0
3445,20.0,0,2,1,40,2,2,2,0,0,1,5,0.2,0.0,0.2,0.2,0.2,1.0,1,1,1,1.0
10551,10.0,0,3,2,40,0,0,0,0,0,0,3,0.2,0.2,0.2,1.0,1.0,0.0,8,-2147483648,-2147483648,0.0
7112,6.0,0,2,1,25,0,0,0,0,0,0,3,0.2,0.2,0.2,1.0,1.0,0.0,9,-2147483648,-2147483648,0.0
9185,10.0,1,2,1,30,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,8,9,10,0.0
19227,30.0,1,1,2,30,-2,-1,-2,-2,-2,0,0,1.0,1.0,1.0,1.0,1.0,0.7,0,-2147483648,-2147483648,0.0
15038,32.0,1,3,1,40,-1,-1,-1,-1,-2,0,0,1.0,1.0,1.0,1.0,1.0,0.0,0,-2147483648,-2147483648,0.0
14730,18.0,1,1,2,30,2,2,3,3,3,0,5,1.0,0.2,0.2,0.2,0.2,0.2,1,8,9,1.0
6074,36.0,1,2,2,20,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,5,4,2,0.0
9660,40.0,1,1,1,30,0,0,0,0,0,0,4,0.5,0.5,0.7,0.2,1.0,1.0,1,2,-2147483648,0.0
15471,72.0,0,1,2,25,-1,2,-1,-1,-1,0,1,0.2,1.0,1.0,1.0,1.0,1.0,-2147483648,-2147483648,-2147483648,0.0
20554,24.0,0,1,1,40,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.0,9,9,10,0.0
12170,10.0,1,2,3,30,-1,0,0,0,0,1,5,0.2,0.2,0.2,0.2,0.2,0.5,6,2,2,0.0
20811,8.0,1,3,1,25,2,2,2,2,2,1,5,0.2,0.2,0.2,0.0,0.2,1.0,8,8,9,1.0
9395,66.0,0,3,2,40,0,0,0,0,0,1,5,0.2,0.2,0.2,0.2,0.2,1.0,10,7,8,0.0
7593,10.0,0,2,2,30,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,9,3,2,0.0
6251,72.0,0,1,1,40,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,8,3,3,0.0
20614,20.0,0,3,1,50,2,2,2,3,2,1,5,0.2,0.2,0.0,0.2,0.2,1.0,7,8,9,1.0
17284,88.0,1,1,1,35,0,-1,-1,-1,0,0,2,1.0,1.0,1.0,0.0,1.0,0.5,0,0,0,0.0
15594,54.0,0,3,2,35,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,9,6,6,0.0
1984,34.0,1,2,1,40,1,2,0,0,0,1,4,0.0,0.2,0.2,0.2,1.0,0.0,9,1,-2147483648,0.0
8113,30.0,0,3,2,30,-2,-1,-2,-1,-1,0,0,1.0,1.0,1.0,1.0,1.0,0.0,2,-2147483648,-2147483648,0.0
16161,4.0,1,2,2,20,1,-1,2,-1,0,0,2,1.0,0.0,1.0,0.0,1.0,1.0,-2147483648,0,-2147483648,0.0
19493,54.0,1,3,1,30,0,0,0,-1,-1,0,3,0.2,1.0,1.0,1.0,0.2,0.2,2,0,5,0.0
3478,18.0,1,3,1,20,-1,-1,-1,-1,0,1,1,1.0,1.0,1.0,0.0,1.0,0.0,0,0,-2147483648,0.0
7966,4.0,1,2,2,20,-2,-1,-2,-2,-2,0,0,1.0,1.0,1.0,1.0,1.0,0.0,4,-2147483648,-2147483648,0.0
6065,100.0,0,2,2,30,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.5,4,4,2,0.0
9273,26.0,1,2,2,20,0,0,-1,-1,-1,0,2,0.2,1.0,1.0,1.0,0.2,1.0,2,-2147483648,1,0.0
15137,34.0,1,1,2,25,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,3,3,3,0.0
6803,12.0,0,1,2,25,0,0,0,0,0,1,5,0.2,0.2,0.2,0.2,0.2,0.7,9,4,4,0.0
11305,44.0,0,1,2,40,-1,2,-1,-1,-1,0,1,0.01,1.0,1.0,1.0,1.0,1.0,-2147483648,-2147483648,-2147483648,0.0
4850,66.0,1,1,2,30,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.5,0.5,7,5,2,0.0
4724,88.0,1,2,2,25,-1,0,0,0,0,0,5,0.5,0.2,0.2,0.5,0.5,1.0,0,0,0,0.0
5853,26.0,1,2,1,35,0,0,0,0,0,0,4,0.2,0.2,0.2,0.2,0.0,1.0,1,2,-2147483648,0.0
10036,80.0,1,2,2,30,0,0,0,0,0,1,5,0.7,0.2,0.2,0.2,0.2,0.2,2,5,5,0.0
21437,2.0,1,1,2,30,2,2,2,0,0,0,5,0.5,0.0,0.2,0.0,0.0,0.0,7,7,8,1.0
5233,6.0,0,2,2,25,0,0,0,0,0,0,4,0.2,0.2,0.01,0.2,1.0,0.0,9,8,-2147483648,0.0
9796,40.0,1,1,1,40,-2,-1,-2,-2,-2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,-2147483648,-2147483648,0.0
20069,4.0,0,3,2,25,1,2,0,0,0,0,5,0.0,0.2,0.2,0.2,0.0,0.5,9,9,10,0.0
13309,52.0,1,2,1,50,0,0,-1,-2,-1,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0,-2147483648,0,0.0
9366,18.0,1,3,1,40,-2,-1,-2,-2,-2,0,0,1.0,1.0,1.0,1.0,1.0,0.5,0,-2147483648,-2147483648,0.0
14887,56.0,1,1,2,30,-1,-1,-1,-1,-1,0,0,1.0,1.0,1.0,1.0,1.0,0.7,0,-2147483648,-2147483648,0.0
15490,6.0,0,2,1,25,4,4,3,2,2,1,5,0.0,0.0,0.0,0.2,0.0,0.0,3,3,3,1.0
5432,12.0,1,1,2,20,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,7,5,5,0.0
4187,50.0,0,1,1,40,-1,-1,-1,-1,-1,0,0,1.0,1.0,1.0,1.0,1.0,0.0,0,-2147483648,-2147483648,0.0
6995,16.0,1,3,2,20,0,0,2,2,2,0,5,0.2,0.2,0.01,0.2,0.0,0.7,8,6,6,0.0
10390,50.0,1,1,1,20,-1,-1,-1,0,0,0,3,1.0,1.0,0.5,0.0,0.7,1.0,-2147483648,0,0,0.0
15425,34.0,0,4,2,25,-1,-1,-1,-1,-1,0,0,1.0,1.0,1.0,1.0,1.0,0.7,-2147483648,-2147483648,-2147483648,0.0
18184,66.0,0,1,2,30,0,0,0,-1,-1,0,3,0.2,0.2,1.0,1.0,0.2,0.2,4,-2147483648,1,0.0
16343,44.0,1,2,2,25,2,2,2,2,0,1,5,0.2,0.01,0.2,0.01,0.2,0.01,3,3,3,1.0
18489,30.0,0,1,1,35,-2,-1,-2,-2,-2,0,0,1.0,1.0,1.0,1.0,1.0,0.2,0,-2147483648,-2147483648,0.0
3632,34.0,1,1,2,25,-2,0,-2,-2,-2,0,4,0.2,0.2,0.01,0.0,1.0,1.0,8,1,-2147483648,0.0
18132,24.0,0,2,2,25,-1,-1,-1,-1,-1,0,0,1.0,1.0,1.0,1.0,0.0,1.0,0,-2147483648,-2147483648,0.0
16254,28.0,1,2,2,20,0,0,-1,-1,-1,1,2,0.2,1.0,1.0,1.0,0.2,0.2,9,-2147483648,6,0.0
6228,14.0,1,2,1,20,0,0,0,0,0,0,5,0.2,0.7,0.2,0.2,0.2,0.5,5,3,2,0.0
22203,10.0,0,2,2,35,5,4,3,2,0,0,5,0.0,0.0,0.0,0.2,0.2,1.0,3,3,3,1.0
2939,52.0,0,1,1,35,0,0,0,0,0,1,5,0.2,0.2,0.2,0.2,0.2,0.5,9,6,4,0.0
20285,70.0,0,3,2,40,-2,-1,-2,-2,-2,0,0,1.0,1.0,1.0,1.0,1.0,0.0,-2147483648,-2147483648,-2147483648,0.0
9703,44.0,1,1,1,30,1,2,2,2,2,0,5,0.0,0.2,0.2,0.2,0.2,0.0,9,9,10,1.0
18540,36.0,0,5,1,35,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,4,4,4,0.0
9871,10.0,1,3,2,25,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,5,5,5,0.0
6038,48.0,0,2,1,35,-1,-1,-1,-1,-1,0,0,1.0,1.0,1.0,1.0,1.0,0.2,0,-2147483648,-2147483648,0.0
7476,6.0,1,2,2,20,0,0,0,2,0,0,5,0.2,0.2,0.0,0.2,0.2,0.7,5,7,8,0.0
7667,10.0,0,2,2,40,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,7,8,10,0.0
17684,46.0,1,2,1,40,-2,-1,-2,-2,-1,0,1,1.0,1.0,1.0,1.0,0.01,1.0,0,-2147483648,0,0.0
3434,44.0,1,1,1,30,-1,-1,-1,-1,-1,0,0,1.0,0.0,1.0,1.0,1.0,1.0,-2147483648,-2147483648,-2147483648,0.0
9918,10.0,0,2,1,50,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.5,9,3,3,0.0
6687,10.0,1,3,2,50,0,0,0,0,0,1,5,0.2,0.2,0.2,0.2,0.2,1.0,5,5,5,0.0
2645,28.0,0,1,2,25,0,-1,-1,0,-1,0,1,1.0,1.0,0.5,1.0,0.0,1.0,-2147483648,-2147483648,-2147483648,0.0
13042,26.0,1,2,2,40,2,0,0,2,2,1,5,0.2,0.2,0.2,0.2,0.2,1.0,5,5,6,1.0
1182,46.0,1,2,2,20,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,4,3,3,0.0
3212,16.0,1,1,2,20,-1,-1,-1,-1,-1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,-2147483648,-2147483648,-2147483648,0.0
3249,50.0,0,1,1,35,-2,-1,-2,-2,-1,0,0,0.0,0.0,0.0,1.0,1.0,0.0,-2147483648,-2147483648,-2147483648,0.0
2994,10.0,1,2,2,50,0,0,-1,0,0,0,2,0.2,1.0,0.0,1.0,1.0,0.0,6,-2147483648,-2147483648,0.0
13470,16.0,0,1,2,30,2,2,2,2,2,1,5,0.0,0.2,0.0,0.2,0.2,0.0,8,8,9,1.0
856,4.0,0,2,2,20,0,0,0,-1,-1,0,2,0.5,1.0,1.0,1.0,0.2,0.2,1,-2147483648,1,0.0
12358,10.0,1,3,1,60,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,2,3,3,0.0
901,24.0,1,3,1,35,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.5,1.0,0,3,0,0.0
17390,52.0,1,2,1,35,0,0,-1,-1,0,0,2,1.0,1.0,1.0,1.0,1.0,1.0,0,0,-2147483648,0.0
261,10.0,1,2,2,25,0,0,0,0,0,1,5,0.2,0.2,0.2,0.2,0.2,1.0,9,7,8,0.0
20535,10.0,0,3,1,35,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.5,8,3,3,0.0
19960,4.0,0,2,2,20,0,0,0,0,0,0,5,0.2,0.2,0.5,0.2,0.2,1.0,8,9,10,0.0
7326,30.0,0,3,1,40,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.0,5,6,4,0.0
1825,6.0,1,2,1,30,2,2,2,2,0,1,5,0.2,0.2,0.0,0.2,0.2,0.0,10,9,10,1.0
16346,10.0,1,3,1,20,0,0,0,0,0,0,4,0.2,0.2,0.2,0.2,1.0,0.0,9,3,-2147483648,0.0
7803,36.0,0,2,1,30,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,1,2,2,0.0
9643,24.0,1,1,2,25,-1,2,-1,0,-1,0,2,0.0,1.0,0.2,1.0,1.0,1.0,0,-2147483648,-2147483648,0.0
18730,10.0,0,1,1,35,0,0,0,-1,-2,0,1,0.2,1.0,1.0,1.0,1.0,0.0,5,-2147483648,-2147483648,0.0
13968,76.0,1,2,2,25,0,0,0,0,-1,0,2,0.2,0.2,1.0,1.0,1.0,0.5,3,-2147483648,-2147483648,0.0
3753,16.0,1,3,1,40,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.5,5,5,5,0.0
12171,6.0,1,3,1,40,1,2,0,0,0,0,5,0.0,0.2,0.2,0.2,0.2,0.5,10,6,4,0.0
7414,42.0,1,1,2,25,-1,-1,-1,-1,-1,0,0,1.0,1.0,1.0,1.0,1.0,0.0,0,-2147483648,-2147483648,0.0
3728,28.0,1,2,1,35,0,0,0,0,0,0,5,0.5,0.2,0.5,0.5,0.2,1.0,0,0,0,0.0
4472,36.0,1,2,1,25,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,1,1,1,0.0
5953,34.0,1,1,2,25,-2,-1,-2,-1,0,0,1,1.0,1.0,1.0,0.2,1.0,0.0,-2147483648,0,-2147483648,0.0
5479,36.0,1,2,1,35,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,4,4,4,0.0
22286,40.0,0,2,1,30,-1,-1,-1,-1,-1,0,0,1.0,1.0,1.0,1.0,1.0,0.0,0,-2147483648,-2147483648,0.0
21721,40.0,1,1,2,25,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,8,9,10,0.0
6761,4.0,0,3,2,40,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,9,9,10,0.0
3414,16.0,1,2,2,25,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,10,4,4,0.0
5349,40.0,1,2,2,30,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.7,0.5,9,2,2,0.0
21216,14.0,1,2,2,30,2,0,0,0,0,1,5,0.2,0.2,0.2,0.2,0.2,0.5,9,4,2,1.0
4300,40.0,0,1,1,40,-1,-1,-1,-1,-1,0,0,1.0,1.0,1.0,1.0,1.0,0.5,1,-2147483648,-2147483648,0.0
7324,10.0,0,1,1,40,1,2,3,2,2,1,5,0.2,0.0,0.0,0.2,0.2,0.0,5,5,6,1.0
2039,62.0,0,1,2,40,1,-1,-1,-1,-2,0,0,1.0,1.0,1.0,1.0,1.0,0.0,-2147483648,-2147483648,-2147483648,0.0
19993,2.0,0,2,2,20,0,0,0,0,0,1,5,0.5,0.2,0.5,0.5,0.5,1.0,2,2,3,0.0
5129,4.0,0,1,2,20,1,2,2,0,0,1,5,0.2,0.0,0.2,0.2,0.2,0.2,8,8,9,0.0
10869,22.0,1,2,2,35,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,9,9,10,0.0
15677,26.0,0,2,2,25,0,0,0,0,-1,0,4,0.2,0.7,0.7,1.0,0.2,0.2,5,-2147483648,10,0.0
15958,10.0,0,2,1,50,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,9,5,5,0.0
6668,56.0,0,2,2,25,-2,-1,-2,-2,-2,0,0,1.0,1.0,1.0,1.0,1.0,0.0,0,-2147483648,-2147483648,0.0
7218,6.0,1,3,2,20,-1,-1,-1,-1,-1,0,0,1.0,1.0,1.0,1.0,1.0,0.0,0,-2147483648,-2147483648,0.0
16869,10.0,1,2,1,30,0,0,0,0,0,1,5,0.2,0.2,0.2,0.2,0.2,0.0,1,1,1,0.0
1823,34.0,1,2,2,20,-1,-1,2,0,0,1,4,1.0,0.0,0.5,0.0,1.0,1.0,-2147483648,0,-2147483648,0.0
18431,10.0,0,2,1,30,1,2,0,0,0,1,4,0.0,0.2,0.2,0.0,1.0,0.2,9,0,-2147483648,0.0
19383,34.0,1,5,1,30,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,0.5,8,6,1,0.0
16825,24.0,1,3,1,40,-2,-1,-2,-2,-2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,-2147483648,-2147483648,-2147483648,0.0
2154,34.0,1,2,1,40,0,0,0,0,-1,0,2,0.5,0.2,1.0,1.0,1.0,1.0,0,-2147483648,-2147483648,0.0
7304,10.0,1,3,1,40,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,8,1,1,0.0
14640,16.0,1,2,1,25,0,0,0,0,-1,1,2,0.2,0.2,1.0,1.0,1.0,0.0,9,-2147483648,-2147483648,0.0
7507,72.0,1,1,1,40,1,-1,-1,-1,-2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0,-2147483648,-2147483648,0.0
14326,4.0,1,3,2,25,1,2,2,2,2,1,5,0.0,0.5,0.2,0.0,0.2,1.0,2,4,4,1.0
3920,12.0,1,1,2,20,0,0,0,2,0,0,5,0.2,0.2,0.0,0.2,0.2,1.0,9,9,10,0.0
16330,36.0,1,1,2,25,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,3,2,2,0.0
15966,70.0,0,2,1,40,0,0,0,0,0,0,5,0.2,0.2,0.2,0.7,0.2,0.5,2,2,5,0.0
13385,26.0,0,2,2,20,0,0,0,0,0,0,5,0.2,1.0,0.2,0.2,0.2,0.2,9,3,3,0.0
8515,26.0,1,2,1,25,-1,-1,-1,-1,0,0,2,1.0,1.0,1.0,1.0,0.2,0.2,-2147483648,0,3,0.0
20994,22.0,1,2,1,25,0,0,0,-1,-1,0,2,0.7,1.0,1.0,1.0,0.0,1.0,-2147483648,-2147483648,0,0.0
22231,40.0,0,2,1,35,-2,-1,-1,-1,0,1,2,1.0,1.0,1.0,0.01,0.01,0.5,-2147483648,0,0,0.0
3861,10.0,1,2,2,20,1,2,2,2,2,1,5,0.2,0.0,0.2,0.0,0.2,0.0,2,3,3,1.0
4496,40.0,0,2,1,40,-2,-1,-2,-2,-2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,-2147483648,-2147483648,0.0
7269,26.0,1,1,2,25,-1,3,2,2,2,0,4,0.0,0.0,0.0,0.0,0.0,1.0,0,0,-2147483648,0.0
18368,50.0,0,3,2,40,-1,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,3,1,1,0.0
15604,58.0,0,2,1,40,-2,-1,-2,-2,-1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,-2147483648,-2147483648,-2147483648,0.0
22409,68.0,0,2,2,35,-2,-1,-2,-2,-2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0,-2147483648,-2147483648,0.0
7775,18.0,1,2,2,30,1,-1,-2,-2,-2,0,0,0.0,0.0,0.0,0.0,1.0,0.0,-2147483648,-2147483648,-2147483648,0.0
7569,46.0,1,2,1,35,2,0,0,0,0,1,5,0.2,0.2,0.2,0.2,0.2,1.0,7,5,4,1.0
18330,96.0,0,1,1,40,0,0,0,-1,-1,0,3,0.5,0.5,1.0,1.0,0.5,1.0,1,-2147483648,0,0.0
22039,26.0,0,2,2,25,0,0,0,0,0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,6,6,6,0.0
