ID,CRED_LIMIT,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Default,PAY_B,cc1,cc2,cc3,cc4,cc5,PAY6LIT,P1,result1
16735,3.0,1,2,2,25,0.0,0.5,0.5,0.5,2.0,0.5,50397.2,46354.6,45059.0,47308.0,33703.8,34534.8,2200.0,2200.0,3400.0,0.0,1400.0,2400.0,0,5,0.2,0.2,0.2,0.0,0.2,1.0,3.0,0
13805,2.0,1,1,2,20,0.0,0.5,0.5,0.5,0.5,0.5,6995.0,7190.0,3732.2,2431.4,2620.8,2662.8,400.0,248.2,231.4,220.8,162.8,143.0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,0.0,0
8885,2.0,1,2,2,25,0.0001,0.0,0.5,0.0,0.0,0.1,38.0,0.0001,305.4,380.2,0.0,541.2,0.0,610.8,437.8,0.0,541.2,0.0,0,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0
12306,2.0,1,1,1,30,1.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.4,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
22379,5.0,0,1,2,30,0.0,0.5,0.5,0.5,0.5,0.5,98871.2,97715.6,97633.2,97049.8,88396.2,84918.4,3487.6,3770.4,3334.6,3048.8,3043.2,3207.4,0,5,0.2,0.2,0.2,0.2,0.2,1.0,5.0,0
12566,1.0,0,1,1,35,1.0,2.0,3.0,2.0,0.0,0.1,1683.0,2061.0,1995.8,252.2,252.2,252.2,436.2,0.0,0.0,252.2,252.2,252.2,1,3,0.5,0.0,0.0,1.0,1.0,1.0,0.0,1
5393,1.0,1,1,2,30,0.0,0.5,0.5,0.5,0.5,0.5,10617.4,10961.0,11061.6,11281.4,11550.6,12026.0,514.4,401.8,404.0,451.2,700.0,347.8,0,5,0.2,0.2,0.2,0.2,0.2,1.0,0.0,0
7989,5.0,0,1,2,50,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,526.8,221.6,263.6,7206.4,0.0,2254.0,223.8,263.6,7206.4,0.0,2254.0,5610.2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,0
7682,1.0,1,1,1,25,0.0,0.5,2.0,0.5,0.5,2.0,7811.2,8684.0,8483.4,8057.4,8587.6,8419.0,1000.0,0.0,300.0,660.0,0.0,314.2,0,5,0.2,0.0,0.2,0.2,0.0,1.0,0.0,1
11544,3.0,1,2,2,40,0.0,0.5,0.5,0.5,0.5,0.5,22661.6,21980.2,21731.8,22156.2,21566.6,20893.2,1080.0,1160.0,1200.0,1400.0,1000.0,1000.0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,0
11527,2.0,1,1,1,40,2.0,2.0,0.5,0.5,0.5,2.0,6902.0,6732.2,6982.6,7266.8,7745.8,7812.4,0.0,420.0,400.0,600.0,220.0,340.0,1,5,0.0,0.2,0.2,0.2,0.2,1.0,0.0,1
8211,1.0,1,1,2,20,0.0,0.5,0.5,0.5,0.5,0.5,16026.6,14967.6,12539.2,5538.6,5118.8,5831.0,707.8,636.0,163.6,203.6,2001.2,723.2,0,5,0.2,0.2,0.2,0.2,0.5,1.0,1.0,0
9103,2.0,1,2,2,20,0.0,0.5,0.5,0.5,0.0,0.1,8271.4,4554.0,4646.2,1395.8,485.6,419.8,652.4,669.2,606.8,488.0,421.8,0.0,0,3,0.2,0.2,0.5,1.0,1.0,0.0,0.0,0
3261,4.0,0,2,1,30,1.0,0.0,0.0001,0.0,2.0,2.0,0.0,0.0,0.0,72.2,42.2,731.8,0.0,0.0,84.4,0.0,689.6,0.0,0,2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0
9056,3.0,1,1,1,40,0.0,0.5,0.5,0.5,0.5,0.5,39470.4,40382.6,20655.6,12578.2,12989.6,13392.2,1800.0,1200.0,600.0,600.0,600.0,600.0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,1.0,0
8920,3.0,1,2,1,35,0.0001,0.0,0.5,2.0,2.0,2.0,737.8,798.4,100.6,100.6,100.6,100.6,798.6,100.6,0.0,0.0,0.0,240.0,0,3,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
11418,5.0,1,2,2,30,0.0,0.5,0.5,0.5,0.5,0.5,88458.2,89958.0,90009.4,90754.0,79320.0,78575.8,3200.0,3522.0,3500.0,2762.0,2820.0,2904.0,1,5,0.2,0.2,0.2,0.2,0.2,1.0,4.0,0
14687,4.0,1,1,2,30,0.0001,0.0,0.5,0.5,0.5,0.5,1194.8,520.0,22191.6,32991.8,26147.4,25662.4,520.0,22191.6,22000.0,4000.0,11662.4,1806.2,0,3,1.0,1.0,0.7,0.2,0.5,0.2,3.0,0
7427,3.0,1,1,2,25,2.0,2.0,2.0,0.5,0.5,0.5,4280.8,9754.8,5741.0,6403.4,3810.4,1969.4,5741.0,0.0,800.0,600.0,300.0,200.0,1,5,0.7,0.0,0.2,0.2,0.2,0.2,0.0,1
20233,4.0,0,1,1,35,0.0,0.0,0.5,0.0,0.5,0.1,33537.0,657.6,15048.8,1293.6,633.8,626.0,660.8,15052.0,1296.8,4.8,628.8,691.6,0,1,1.0,1.0,1.0,0.01,1.0,0.2,1.0,0
14700,3.0,1,1,2,35,0.0,0.5,0.5,0.5,0.5,0.5,11544.2,11451.2,11418.8,11058.6,10947.6,11087.0,502.8,601.4,400.8,420.2,500.6,500.6,0,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,0
18623,1.0,0,2,1,35,0.0,0.5,0.5,0.5,0.5,0.5,17438.0,17227.0,17449.4,17788.6,18192.2,8904.4,613.6,667.0,663.8,718.0,273.6,224.2,0,5,0.2,0.2,0.2,0.2,0.2,0.5,0.0,0
11816,1.0,1,1,2,20,0.0,0.0,0.5,0.5,0.5,0.5,1303.6,13029.0,10731.0,10055.8,8233.2,5731.4,13029.0,477.2,400.0,400.0,600.0,200.0,0,4,1.0,0.2,0.2,0.2,0.2,0.2,0.0,0
12743,1.0,1,3,2,20,0.0,0.5,0.5,0.5,0.0,0.1,9362.2,8091.6,10124.4,8426.4,3062.2,3877.4,207.2,10124.4,229.8,3062.2,3877.4,77.0,0,2,0.2,1.0,0.2,1.0,1.0,0.2,0.0,0
10786,2.0,0,1,2,30,0.0001,0.0,0.5,0.0,0.5,0.1,191.8,379.6,170.0,1278.0,391.6,269.2,382.2,170.0,1278.0,1.0,271.6,40.4,0,1,1.0,1.0,1.0,0.01,1.0,0.2,0.0,0
21783,1.0,1,2,1,40,0.0,0.5,0.5,0.5,0.5,0.5,6514.0,6942.6,7960.6,8358.0,8870.2,9238.8,600.0,1200.0,600.0,700.0,700.0,320.0,0,5,0.2,0.2,0.2,0.2,0.2,0.5,0.0,0
5225,1.0,1,3,2,20,0.0,0.5,0.5,0.5,0.5,0.5,9877.0,9905.4,5910.0,5978.8,6025.0,6038.4,300.0,293.4,240.2,247.2,220.6,208.4,0,5,0.2,0.2,0.2,0.2,0.2,1.0,0.0,0
5213,1.0,1,2,1,35,0.0,0.5,0.5,0.0001,0.0001,0.0001,16430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
8943,2.0,0,1,2,30,0.0,0.5,0.5,0.5,0.5,0.5,41476.8,42658.0,43840.4,44422.8,34779.6,33337.2,1850.4,2200.0,1753.8,1335.6,1210.6,1247.0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,2.0,0
4979,6.0,0,2,1,25,0.0,0.5,0.5,0.5,0.5,0.5,10144.8,1744.6,1249.0,1417.8,1611.8,1733.2,426.8,242.0,400.0,400.0,333.2,300.0,0,5,0.5,0.2,0.5,0.5,0.2,1.0,0.0,0
12273,3.0,1,1,1,35,0.0001,0.0,0.5,0.0,0.0,0.1,83.2,83.2,83.2,708.2,83.2,83.2,83.2,83.2,708.2,83.2,83.2,328.8,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
14804,1.0,1,2,1,30,3.0,2.0,0.5,0.5,0.5,0.5,10087.4,9863.4,8410.4,4535.8,3819.8,3929.6,0.0,400.0,300.0,200.0,200.0,200.0,0,5,0.0,0.2,0.2,0.2,0.2,1.0,0.0,1
14373,4.0,1,3,1,35,0.0,0.5,2.0,0.5,0.5,0.5,51150.2,55031.2,52192.6,52252.6,51113.2,50988.2,6602.0,0.0,2204.2,1840.0,1700.0,1660.0,0,5,0.2,0.0,0.2,0.2,0.2,0.7,2.0,0
8323,3.0,1,1,2,40,1.0,0.0,0.5,0.0,0.0,0.1,0.0,0.0,27.6,189.2,75.4,0.0,0.0,27.6,189.2,75.4,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
6157,3.0,0,1,1,50,0.0001,0.0,0.5,0.0,0.0,0.0001,3996.8,419.8,2597.0,0.0,0.0,0.0,419.8,2611.2,0.0,0.0,0.0,0.0,1,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
14252,2.0,1,1,1,25,1.0,0.0,0.5,2.0,0.5,0.5,0.0001,500.0,130.6,130.6,130.6,0.0,1410.4,130.6,0.0,0.0,0.0,260.0,0,2,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0
12056,4.0,1,2,1,40,0.0001,0.0,0.5,0.0,0.5,0.5,82.0,724.0,1531.2,11279.4,8776.4,4363.6,724.0,1531.2,11279.4,0.0,0.0,2423.4,0,2,1.0,1.0,1.0,0.0,0.0,1.0,3.0,0
16602,0.0,1,1,2,20,0.0,0.5,0.5,0.5,0.5,0.5,2077.8,2282.0,2594.0,2649.2,2204.8,1959.6,240.0,350.2,205.4,50.0,77.0,200.0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,0.0,0
15976,0.0,0,2,1,40,0.0,0.5,0.5,0.5,0.5,0.1,3773.0,7211.8,3751.4,3104.2,2617.2,1537.6,300.0,516.0,255.8,130.8,1537.6,0.0,0,4,0.2,0.2,0.2,0.2,1.0,0.0,0.0,0
22446,2.0,0,1,2,35,0.0,0.5,0.5,0.5,0.5,0.5,31864.4,32835.2,33405.6,34096.0,34763.6,35511.2,1500.0,1400.0,1300.0,1200.0,1200.0,2000.0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,3.0,0
4547,2.0,1,2,1,35,2.0,2.0,2.0,2.0,2.0,2.0,27544.6,28209.6,28495.0,28793.2,29347.2,29939.4,1400.0,1040.0,1060.0,1040.0,1100.0,1040.0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,1
18727,1.0,0,1,2,35,2.0,2.0,0.5,0.5,2.0,2.0,7720.8,7537.6,7756.0,8718.4,8823.4,9033.0,0.0,400.0,1160.0,308.0,380.0,340.0,1,5,0.0,0.2,0.2,0.2,0.2,1.0,0.0,1
19139,2.0,1,3,2,30,0.0,0.5,0.5,0.5,0.5,0.5,1903.2,1999.6,1667.2,1292.4,1174.4,248.4,220.0,214.8,200.0,200.0,200.0,0.0,0,5,0.2,0.2,0.2,0.2,1.0,0.0,0.0,0
6194,3.0,0,1,1,35,1.0,0.0,0.5,0.5,0.5,0.5,33303.4,3780.2,3956.2,4486.4,4811.6,5129.2,30000.0,300.0,600.0,400.0,400.0,600.0,0,4,1.0,0.2,0.2,0.2,0.2,0.2,1.0,0
17974,0.0,0,2,1,20,1.0,4.0,3.0,2.0,2.0,2.0,3522.2,3607.6,3494.6,3380.0,3538.0,3651.0,200.0,0.0,0.0,275.2,200.0,129.8,0,5,0.2,0.0,0.0,0.2,0.2,1.0,0.0,1
22325,0.0,0,3,2,40,1.0,0.0,0.5,0.5,0.5,0.5,473.0,1829.6,1452.8,1816.8,884.4,347.0,2001.6,1000.0,1003.8,201.8,200.0,1800.0,0,4,1.0,0.7,0.7,0.5,0.7,1.0,3.0,0
21344,2.0,1,3,0,35,0.0001,0.0,0.5,0.0,0.0,0.1,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,65.2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
8502,2.0,0,1,2,30,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,66.4,66.4,65.6,204.8,377.6,226.4,66.6,65.8,205.8,379.4,227.4,299.8,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
13447,2.0,0,1,2,25,0.0001,0.0,0.5,0.0,0.0,0.1,805.4,426.0,5154.0,2295.0,13982.0,4389.8,426.0,5154.0,2295.0,13982.0,4389.8,2320.0,0,0,1.0,1.0,1.0,1.0,1.0,0.5,3.0,0
5175,2.0,1,3,1,35,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
18942,0.0,1,1,2,20,2.0,0.5,0.5,0.5,0.5,0.5,5073.2,5310.8,5487.0,5654.0,5726.4,6038.6,400.0,400.0,400.0,300.0,480.0,220.0,1,5,0.2,0.2,0.2,0.2,0.2,0.7,0.0,1
2431,1.0,0,2,2,25,0.0001,0.0,0.5,0.0001,0.0001,0.0001,718.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
6346,2.0,1,3,1,40,0.0001,0.0,0.5,0.0,0.0,0.1,10959.6,2326.4,997.4,1244.4,3024.2,3485.0,2326.4,997.4,1244.4,3024.2,3485.0,3401.4,0,0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0
847,2.0,1,1,2,25,1.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
15433,1.0,0,2,2,25,0.0,0.5,0.5,0.5,0.5,0.5,8464.4,8662.8,8870.8,9074.4,9263.4,10258.4,399.4,407.4,411.0,400.0,1182.6,0.0,0,5,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0
16456,1.0,1,1,1,25,0.0001,0.0,0.5,0.0,0.0,0.1,672.6,1661.0,3050.6,1467.6,733.2,1571.2,1663.8,3050.6,1467.6,733.8,1571.2,1567.2,0,0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0
22006,0.0,0,6,2,25,0.0001,0.0,0.5,0.0,0.0,0.1,108.6,414.0,74.0,0.0001,156.0,0.0,220.0,1038.6,0.0,160.0,0.0,0.0,0,1,0.7,1.0,0.0,1.0,1.0,0.0,0.0,0
7002,5.0,0,1,2,25,0.0,0.5,0.5,0.5,0.5,0.5,58027.4,58996.0,55251.0,48217.8,44673.2,41546.6,3025.6,2447.0,2024.6,2003.8,2020.4,2000.0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,3.0,0
21049,1.0,1,2,1,35,0.0,0.5,0.5,0.5,0.5,0.5,14930.4,15301.2,15634.6,15844.0,16270.2,9611.2,740.0,700.0,600.0,673.6,204.6,300.0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,0.0,0
7616,2.0,1,2,2,25,0.0001,0.0,0.5,0.0001,0.0001,0.0001,248.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.8,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
11440,2.0,1,2,1,30,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,76.8,0.0,0.0,0.0,100.6,431.2,0.0,0.0,0.0,100.6,468.6,397.6,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
8247,5.0,1,2,2,25,0.0,0.5,0.5,0.5,0.5,0.5,39386.2,27649.4,19377.6,3295.2,2506.8,78832.6,1037.6,683.4,600.0,255.2,77614.2,2340.0,0,5,0.2,0.2,0.2,0.2,1.0,0.2,3.0,0
6010,2.0,0,1,1,50,0.0,0.5,0.5,0.5,0.5,0.5,30432.4,30943.0,31005.2,15810.2,16217.8,0.0001,1300.0,854.0,503.6,598.8,0.0,0.0,0,4,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0
13103,1.0,1,2,1,30,0.0,0.5,0.5,0.5,0.5,0.5,13649.6,11550.2,9014.8,7697.8,5711.6,5849.0,477.6,400.0,482.4,240.0,260.0,240.0,0,5,0.2,0.2,0.2,0.2,0.2,0.7,0.0,0
3445,1.0,0,2,1,40,2.0,2.0,2.0,0.5,0.5,0.5,3499.4,3643.8,3525.8,3607.2,3689.2,3768.0,260.0,0.0,140.0,140.0,140.0,160.0,1,5,0.2,0.0,0.2,0.2,0.2,1.0,0.0,1
10551,1.0,0,3,2,40,0.0,0.5,0.5,0.5,0.5,0.1,8030.2,7790.2,5796.8,5884.4,0.0,0.0,400.0,400.0,400.0,0.0,0.0,0.0,0,3,0.2,0.2,0.2,1.0,1.0,0.0,0.0,0
7112,0.0,0,2,1,25,0.0,0.5,0.5,0.5,0.5,0.1,5567.2,5799.6,5896.0,5900.0,0.0,0.0,400.0,240.0,200.0,0.0,300.0,0.0,0,3,0.2,0.2,0.2,1.0,1.0,0.0,0.0,0
9185,1.0,1,2,1,30,0.0,0.5,0.5,0.5,0.5,0.5,9267.4,9476.8,9676.4,9878.4,10121.6,10144.4,358.4,358.0,360.0,400.0,367.0,725.6,0,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,0
19227,2.0,1,1,2,30,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,399.8,753.8,399.8,399.8,300.0,300.0,753.8,399.8,399.8,300.0,300.0,300.0,0,0,1.0,1.0,1.0,1.0,1.0,0.7,0.0,0
15038,2.0,1,3,1,40,0.0001,0.0,0.5,0.0,0.0001,0.0001,192.0,97.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
14730,1.0,1,1,2,30,2.0,2.0,3.0,3.0,3.0,2.0,4010.4,15906.4,15974.4,16132.4,16148.0,16655.0,11974.4,440.0,540.0,400.0,800.0,440.0,0,5,1.0,0.2,0.2,0.2,0.2,0.2,1.0,1
6074,2.0,1,2,2,20,0.0,0.5,0.5,0.5,0.5,0.5,36127.2,31479.2,32185.0,26462.4,16196.8,8512.4,4000.0,4000.0,2026.0,600.0,800.0,16800.0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,24.0,0
9660,2.0,1,1,1,30,0.0,0.5,0.5,0.5,0.5,0.1,7230.8,4777.0,4943.6,5042.6,13625.2,1927.2,1843.2,1402.6,3000.0,2000.0,2000.0,2000.0,0,4,0.5,0.5,0.7,0.2,1.0,1.0,3.0,0
15471,4.0,0,1,2,25,0.0001,2.0,0.5,0.0,0.0,0.1,1380.4,390.0,523.6,573.6,85.0,5975.8,28.2,523.6,573.6,85.0,5975.8,3756.0,0,1,0.2,1.0,1.0,1.0,1.0,1.0,5.0,0
20554,1.0,0,1,1,40,0.0,0.5,0.5,0.5,0.5,0.5,23657.4,23555.0,23421.2,23641.4,23377.0,24608.0,1140.0,1140.0,1200.0,1000.0,2000.0,0.0,0,5,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0
12170,1.0,1,2,3,30,0.0001,0.5,0.5,0.5,0.5,0.5,6687.2,6246.2,6198.8,4048.8,2427.0,2454.0,401.0,401.0,543.2,200.0,182.2,100.0,1,5,0.2,0.2,0.2,0.2,0.2,0.5,0.0,0
20811,0.0,1,3,1,25,2.0,2.0,2.0,2.0,2.0,0.5,6762.2,6930.8,7119.4,7242.2,7066.8,7234.0,340.0,360.0,300.0,0.0,300.0,300.0,1,5,0.2,0.2,0.2,0.0,0.2,1.0,0.0,1
9395,3.0,0,3,2,40,0.0,0.5,0.5,0.5,0.5,0.5,68802.2,67235.0,66609.6,55450.0,51273.0,48720.0,2243.8,2292.2,1820.0,1669.0,1556.6,1840.0,1,5,0.2,0.2,0.2,0.2,0.2,1.0,3.0,0
7593,1.0,0,2,2,30,0.0,0.5,0.5,0.5,0.5,0.5,9671.0,9943.0,9947.2,3519.8,3350.6,2116.4,428.0,232.2,102.0,100.6,100.0,200.0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,0.0,0
6251,4.0,0,1,1,40,0.0,0.5,0.5,0.5,0.5,0.5,66709.8,68556.4,68043.2,68909.0,28077.2,28808.4,3009.4,3000.0,2800.0,1001.6,2011.0,6003.0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,9.0,0
20614,1.0,0,3,1,50,2.0,2.0,2.0,3.0,2.0,2.0,16301.4,16630.8,17644.6,17184.8,17360.6,17749.0,780.0,1460.0,0.0,640.0,700.0,684.0,1,5,0.2,0.2,0.0,0.2,0.2,1.0,1.0,1
17284,5.0,1,1,1,35,0.0,0.0,0.5,0.0,0.5,0.5,2846.8,2212.2,3933.8,3722.6,2733.8,4969.8,2213.2,3933.8,6630.4,0.0,4000.0,1409.2,0,2,1.0,1.0,1.0,0.0,1.0,0.5,2.0,0
15594,3.0,0,3,2,35,0.0,0.5,0.5,0.5,0.5,0.5,52768.4,35942.2,37189.6,36850.4,36720.2,37400.6,2204.2,2408.2,1605.6,1400.2,1090.8,1200.2,0,5,0.2,0.2,0.2,0.2,0.2,0.7,2.0,0
1984,2.0,1,2,1,40,1.0,2.0,0.5,0.5,0.5,0.5,30664.4,29805.4,30184.0,29137.8,6717.6,0.0,0.0,1264.0,1009.0,200.0,0.0,0.0,1,4,0.0,0.2,0.2,0.2,1.0,0.0,0.0,1
8113,2.0,0,3,2,30,0.0001,0.0,0.0001,0.0,0.0,0.0001,6398.2,3664.4,2285.8,742.8,0.0,0.0,3739.2,2325.8,762.8,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
16161,0.0,1,2,2,20,1.0,0.0,2.0,0.0,0.5,0.5,0.0,1318.8,968.0,156.0,78.0,0.0,1318.8,0.0,156.0,0.0,0.0,2200.0,0,2,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0
19493,3.0,1,3,1,30,0.0,0.5,0.5,0.0,0.0,0.5,12045.4,12330.0,0.0,49.6,32649.6,32682.4,600.0,0.0,49.6,32600.0,1185.0,956.4,0,3,0.2,1.0,1.0,1.0,0.2,0.2,1.0,0
3478,1.0,1,3,1,20,0.0001,0.0,0.5,0.0,0.5,0.1,672.6,34.8,294.6,78.0,78.0,156.0,34.8,294.6,156.0,0.0,156.0,0.0,1,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0
7966,0.0,1,2,2,20,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,1882.0,1424.0,0.0,0.0,0.0,0.0,1424.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
6065,5.0,0,2,2,30,0.0,0.5,0.5,0.5,0.5,0.5,41447.4,44801.4,55123.0,44017.6,43296.4,27217.2,4000.2,6033.6,1204.4,1275.0,1001.0,1000.0,0,5,0.2,0.2,0.2,0.2,0.2,0.5,1.0,0
9273,1.0,1,2,2,20,0.0,0.5,0.5,0.0,0.0,0.5,9752.8,5469.4,7505.6,558.6,5773.0,2997.2,206.8,7511.8,561.0,5773.0,60.0,2216.6,0,2,0.2,1.0,1.0,1.0,0.2,1.0,3.0,0
15137,2.0,1,1,2,25,0.0,0.5,0.5,0.5,0.5,0.5,11353.2,11962.2,12397.4,12769.8,13255.2,13641.4,800.0,727.6,700.0,700.0,600.0,600.0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,1.0,0
6803,1.0,0,1,2,25,0.0,0.5,0.5,0.5,0.5,0.5,11550.6,11837.2,11800.2,5594.2,5723.8,5842.6,592.0,325.6,200.4,220.0,220.0,184.4,1,5,0.2,0.2,0.2,0.2,0.2,0.7,0.0,0
11305,2.0,0,1,2,40,0.0001,2.0,0.5,0.0,0.0,0.1,125.6,62.8,58.0,1026.8,69.2,85.4,0.2,58.2,1031.8,69.4,85.6,2894.6,0,1,0.01,1.0,1.0,1.0,1.0,1.0,4.0,0
4850,3.0,1,1,2,30,0.0,0.5,0.5,0.5,0.5,0.5,52394.8,49176.4,45655.0,45594.8,37086.2,21498.6,3000.0,2001.6,2000.0,4000.0,5000.0,700.0,0,5,0.2,0.2,0.2,0.2,0.5,0.5,1.0,0
4724,5.0,1,2,2,25,0.0001,0.5,0.5,0.5,0.5,0.5,5030.8,5405.6,5819.6,4289.4,2709.4,3201.6,2002.2,1010.4,632.6,1002.0,1000.0,1000.0,0,5,0.5,0.2,0.2,0.5,0.5,1.0,1.0,0
5853,1.0,1,2,1,35,0.0,0.5,0.5,0.5,0.5,0.5,5248.8,5413.6,5676.6,5803.6,5934.2,0.0001,310.0,353.8,280.8,298.6,0.0,944.0,0,4,0.2,0.2,0.2,0.2,0.0,1.0,1.0,0
10036,4.0,1,2,2,30,0.0,0.5,0.5,0.5,0.5,0.5,21988.6,44417.0,44670.0,42766.2,42112.6,42385.0,24003.6,2014.2,1607.4,1603.6,1761.8,1004.4,1,5,0.7,0.2,0.2,0.2,0.2,0.2,1.0,0
21437,0.0,1,1,2,30,2.0,2.0,2.0,0.5,0.5,0.5,1497.2,1870.8,1436.6,1562.8,1562.8,1438.0,600.0,0.0,200.0,0.0,0.0,0.0,0,5,0.5,0.0,0.2,0.0,0.0,0.0,0.0,1
5233,0.0,0,2,2,25,0.0,0.5,0.5,0.5,0.5,0.5,5812.6,5720.2,5700.6,5505.0,5526.0,0.0,381.6,240.0,0.4,167.0,0.0,0.0,0,4,0.2,0.2,0.01,0.2,1.0,0.0,0.0,0
9796,2.0,1,1,1,40,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,1600.0,1583.8,936.8,598.4,1511.8,993.4,1583.8,937.4,610.2,1511.8,993.4,826.8,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
20069,0.0,0,3,2,25,1.0,2.0,0.5,0.5,0.5,0.5,4015.8,3739.2,3974.4,4020.0,3940.8,3600.8,0.0,356.4,280.0,78.8,0.0,45.2,0,5,0.0,0.2,0.2,0.2,0.0,0.5,0.0,1
13309,3.0,1,2,1,50,0.0,0.5,0.5,0.0001,0.0,0.5,467.6,0.0,0.0,0.0,11.6,211.6,0.0,0.0,0.0,11.6,200.0,200.0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0
9366,1.0,1,3,1,40,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,321.8,137.2,780.8,137.2,137.2,137.2,274.4,780.8,137.2,137.2,137.2,137.2,0,0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,0
14887,3.0,1,1,2,30,0.0001,0.0,0.5,0.0,0.0,0.1,2939.4,898.4,283.0,3050.2,63.2,63.2,900.2,468.6,3057.8,63.2,63.2,635.8,0,0,1.0,1.0,1.0,1.0,1.0,0.7,1.0,0
15490,0.0,0,2,1,25,4.0,4.0,3.0,2.0,2.0,3.0,2169.2,2106.6,2045.0,1982.4,2288.8,2195.0,0.0,0.0,0.0,340.0,0.0,0.0,1,5,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1
5432,1.0,1,1,2,20,0.0,0.5,0.5,0.5,0.5,0.5,9778.0,8730.2,6871.6,6997.2,7154.0,7324.4,400.0,360.0,300.0,300.0,320.0,300.0,0,5,0.2,0.2,0.2,0.2,0.2,1.0,0.0,0
